
Dunn Index
             comp         ave        cent
sin   0.001032667 0.002943381 0.003940311
comp  0.341337495 0.972904413 1.302429354
ave   0.181770328 0.518094720 0.693574582
cent  0.181770328 0.518094720 0.693574582
aveto 0.181770328 0.518094720 0.693574582
haus  0.144493549 0.411845794 0.551338903

Davies Index
             comp        ave       cent
sin   239.9173369 71.2520453 52.6556634
comp    0.9886724  0.3245038  0.2418555
ave     2.0694615  0.6505684  0.4830680
cent    2.0694615  0.6505684  0.4830680
aveto   2.0694615  0.6505684  0.4830680
haus    2.0097823  0.6566140  0.4890563

Silhouette Coefficient
[1] 0.6780814
