
Dunn Index
             comp         ave        cent
sin   0.001264664 0.003706639 0.004871058
comp  0.416189789 1.219822393 1.603022566
ave   0.255188444 0.747939009 0.982899737
cent  0.255188444 0.747939009 0.982899737
aveto 0.255188444 0.747939009 0.982899737
haus  0.161350830 0.472907699 0.621468926

Davies Index
            comp         ave       cent
sin   352.690175 115.5972728 86.2398882
comp    0.996264   0.3229626  0.2406106
ave     2.237931   0.6804645  0.5043702
cent    2.237931   0.6804645  0.5043702
aveto   2.237931   0.6804645  0.5043702
haus    2.301760   0.7243003  0.5370251

Silhouette Coefficient
[1] 0.6754181
