
Dunn Index
              comp         ave        cent
sin   0.0004622245 0.001349832 0.001773697
comp  0.4229161350 1.235040413 1.622858557
ave   0.2578284600 0.752935491 0.989366657
cent  0.2578284600 0.752935491 0.989366657
aveto 0.2578284600 0.752935491 0.989366657
haus  0.1650432135 0.481975081 0.633321288

Davies Index
             comp         ave        cent
sin   728.1696856 233.9927133 173.8407135
comp    0.9979036   0.3203093   0.2384370
ave     2.2815133   0.6768874   0.5006580
cent    2.2815133   0.6768874   0.5006580
aveto   2.2815133   0.6768874   0.5006580
haus    2.2811581   0.7077946   0.5247677

Silhouette Coefficient
[1] 0.6736945
