
Dunn Index
             comp         ave        cent
sin   0.001805695 0.005444816 0.007305672
comp  1.539920374 4.643410645 6.230373654
ave   0.957101589 2.886003576 3.872343417
cent  0.957101589 2.886003576 3.872343417
aveto 0.957101589 2.886003576 3.872343417
haus  0.980003601 2.955061333 3.965002814

Davies Index
             comp         ave        cent
sin   588.4051694 164.3081940 125.1042654
comp    0.9938925   0.3099956   0.2330386
ave     1.8130668   0.5723851   0.4299691
cent    1.8130668   0.5723851   0.4299691
aveto   1.8130668   0.5723851   0.4299691
haus    1.8284976   0.5781864   0.4342542

Silhouette Coefficient
[1] 0.8250501
