
Dunn Index
              comp        ave        cent
sin   0.0007573817 0.00226077 0.003021953
comp  1.5809781678 4.71918934 6.308103324
ave   1.0199397165 3.04450038 4.069559749
cent  1.0199397165 3.04450038 4.069559749
aveto 1.0199397165 3.04450038 4.069559749
haus  1.0007573817 2.98724149 3.993022228

Davies Index
              comp         ave        cent
sin   2086.4258752 567.6848135 427.0315572
comp     0.9995209   0.2719545   0.2045733
ave      1.5493276   0.4215485   0.3171029
cent     1.5493276   0.4215485   0.3171029
aveto    1.5493276   0.4215485   0.3171029
haus     1.5790249   0.4296287   0.3231811

Silhouette Coefficient
[1] 0.8511366
