
With 2 centroids
             comp         ave        cent
sin   0.001514337 0.004410335 0.005814496
comp  1.580624883 4.603390803 6.069015901
ave   1.025419850 2.986419078 3.937233585
cent  1.025419850 2.986419078 3.937233585
aveto 1.025419850 2.986419078 3.937233585
haus  0.580624883 1.691004156 2.229385153

With 3 centroids
             comp         ave       cent
sin   0.002776567 0.008327096 0.01124965
comp  1.589625147 4.767383607 6.44059069
ave   0.994980053 2.984006390 4.03130215
cent  0.994980053 2.984006390 4.03130215
aveto 0.994980053 2.984006390 4.03130215
haus  0.589625147 1.768322088 2.38894952

With 4 centroids
             comp         ave       cent
sin   0.003081902 0.009351943 0.01247342
comp  0.800628364 2.429483792 3.24039385
ave   0.256608652 0.778671590 1.03857562
cent  0.256608652 0.778671590 1.03857562
aveto 0.256608652 0.778671590 1.03857562
haus  0.636244338 1.930665183 2.57508019

With 5 centroids
              comp         ave        cent
sin   0.0005323709 0.001545574 0.002047876
comp  0.8178377299 2.374338124 3.145983170
ave   0.2713912946 0.787900428 1.043963141
cent  0.2713912946 0.787900428 1.043963141
aveto 0.2713912946 0.787900428 1.043963141
haus  0.6456200915 1.874357640 2.483512154

With 6 centroids
              comp          ave         cent
sin   0.0001662785 0.0005008364 0.0006538744
comp  0.9091885101 2.7385057773 3.5752970029
ave   0.3311207913 0.9973467436 1.3021008949
cent  0.3311207913 0.9973467436 1.3021008949
aveto 0.3311207913 0.9973467436 1.3021008949
haus  0.2103582100 0.6336058662 0.8272135750

With 7 centroids
              comp         ave        cent
sin   0.0005608783 0.001548316 0.001995542
comp  0.4217440372 1.164232613 1.500517673
ave   0.2571652851 0.709909768 0.914965053
cent  0.2571652851 0.709909768 0.914965053
aveto 0.2571652851 0.709909768 0.914965053
haus  0.1654438217 0.456710886 0.588630440

With 8 centroids
              comp          ave         cent
sin   0.0001640733 0.0004859371 0.0006425335
comp  0.4174246660 1.2362896632 1.6346920420
ave   0.2562621384 0.7589734355 1.0035575577
cent  0.2562621384 0.7589734355 1.0035575577
aveto 0.2562621384 0.7589734355 1.0035575577
haus  0.2545737674 0.7539729747 0.9969456659

With 9 centroids
              comp          ave         cent
sin   0.0002331552 0.0006807397 0.0009095556
comp  0.4370522269 1.2760546769 1.7049728349
ave   0.2641460425 0.7712231449 1.0304531111
cent  0.2641460425 0.7712231449 1.0304531111
aveto 0.2641460425 0.7712231449 1.0304531111
haus  0.2693508716 0.7864196047 1.0507575319

With 10 centroids
             comp          ave       cent
sin   0.000258088 0.0007535356 0.00100682
comp  0.336819746 0.9834074399 1.31395856
ave   0.201309719 0.5877608948 0.78532400
cent  0.201309719 0.5877608948 0.78532400
aveto 0.201309719 0.5877608948 0.78532400
haus  0.203196787 0.5932705395 0.79268559

With 11 centroids
              comp          ave        cent
sin   0.0002809648 0.0007981608 0.001029787
comp  0.3666753236 1.0416459204 1.343930960
ave   0.2191537379 0.6225687477 0.803237836
cent  0.2191537379 0.6225687477 0.803237836
aveto 0.2191537379 0.6225687477 0.803237836
haus  0.2212080754 0.6284046796 0.810767352

With 12 centroids
              comp          ave         cent
sin   0.0001569882 0.0004459697 0.0005753899
comp  0.3418213080 0.9710409946 1.2528365258
ave   0.2066220107 0.5869687995 0.7573068034
cent  0.2066220107 0.5869687995 0.7573068034
aveto 0.2066220107 0.5869687995 0.7573068034
haus  0.1355227076 0.3849909346 0.4967150797
