
Dunn Index
              comp         ave        cent
sin   0.0005166618 0.001508097 0.002019832
comp  0.4435316225 1.294635454 1.733937353
ave   0.2697098081 0.787262649 1.054400379
cent  0.2697098081 0.787262649 1.054400379
aveto 0.2697098081 0.787262649 1.054400379
haus  0.2734764538 0.798257204 1.069125660

Davies Index
             comp         ave        cent
sin   571.6338963 157.1857354 115.9021314
comp    0.9958919   0.3223655   0.2422245
ave     2.1543372   0.6574486   0.4897031
cent    2.1543372   0.6574486   0.4897031
aveto   2.1543372   0.6574486   0.4897031
haus    2.1733576   0.6632318   0.4940260

Silhouette Coefficient
[1] 0.6822687
