
Dunn Index
              comp         ave        cent
sin   0.0009748009 0.002780103 0.003700443
comp  0.2702690034 0.770799226 1.025968499
ave   0.1513606521 0.431676115 0.574580359
cent  0.1513606521 0.431676115 0.574580359
aveto 0.1513606521 0.431676115 0.574580359
haus  0.1120217024 0.319482591 0.425245723

Davies Index
             comp         ave       cent
sin   326.8319224 103.4779297 77.2964331
comp    0.9915173   0.3281936  0.2467404
ave     2.1068749   0.6646581  0.4962088
cent    2.1068749   0.6646581  0.4962088
aveto   2.1068749   0.6646581  0.4962088
haus    2.2395429   0.7026597  0.5258288

Silhouette Coefficient
[1] 0.6548681
