    support confidence     lift leverage   jaccard
297   0.095          1 3.921569 0.070775 0.3725490
298   0.175          1 3.773585 0.128625 0.6603774
299   0.175          1 3.921569 0.130375 0.6862745
300   0.095          1 3.921569 0.070775 0.3725490
301   0.080          1 3.921569 0.059600 0.3137255
302   0.110          1 3.773585 0.080850 0.4150943
303   0.095          1 3.921569 0.070775 0.3725490
304   0.095          1 3.921569 0.070775 0.3725490
305   0.095          1 3.773585 0.069825 0.3584906
306   0.080          1 3.773585 0.058800 0.3018868
307   0.080          1 3.921569 0.059600 0.3137255
308   0.090          1 3.921569 0.067050 0.3529412
309   0.100          1 3.773585 0.073500 0.3773585
310   0.095          1 3.921569 0.070775 0.3725490
311   0.095          1 3.921569 0.070775 0.3725490
312   0.105          1 3.773585 0.077175 0.3962264
313   0.080          1 3.921569 0.059600 0.3137255
314   0.100          1 3.773585 0.073500 0.3773585
315   0.080          1 3.921569 0.059600 0.3137255
316   0.130          1 4.081633 0.098150 0.5306122
317   0.130          1 4.166667 0.098800 0.5416667
318   0.135          1 4.000000 0.101250 0.5400000
319   0.135          1 4.081633 0.101925 0.5510204
320   0.065          1 4.081633 0.049075 0.2653061
321   0.065          1 4.166667 0.049400 0.2708333
322   0.065          1 4.166667 0.049400 0.2708333
323   0.070          1 4.081633 0.052850 0.2857143
324   0.070          1 4.081633 0.052850 0.2857143
325   0.130          1 4.000000 0.097500 0.5200000
326   0.130          1 4.166667 0.098800 0.5416667
327   0.065          1 4.000000 0.048750 0.2600000
328   0.065          1 4.166667 0.049400 0.2708333
329   0.065          1 4.166667 0.049400 0.2708333
330   0.065          1 4.081633 0.049075 0.2653061
331   0.065          1 4.166667 0.049400 0.2708333
332   0.065          1 4.000000 0.048750 0.2600000
333   0.065          1 4.166667 0.049400 0.2708333
334   0.065          1 4.166667 0.049400 0.2708333
335   0.070          1 4.000000 0.052500 0.2800000
336   0.070          1 4.081633 0.052850 0.2857143
337   0.160          1 4.000000 0.120000 0.6400000
338   0.160          1 4.081633 0.120800 0.6530612
339   0.160          1 4.166667 0.121600 0.6666667
340   0.095          1 4.081633 0.071725 0.3877551
341   0.095          1 4.166667 0.072200 0.3958333
342   0.065          1 4.081633 0.049075 0.2653061
343   0.065          1 4.166667 0.049400 0.2708333
344   0.100          1 4.000000 0.075000 0.4000000
345   0.100          1 4.081633 0.075500 0.4081633
346   0.070          1 4.000000 0.052500 0.2800000
347   0.070          1 4.081633 0.052850 0.2857143
348   0.095          1 4.000000 0.071250 0.3800000
349   0.095          1 4.166667 0.072200 0.3958333
350   0.065          1 4.000000 0.048750 0.2600000
351   0.065          1 4.166667 0.049400 0.2708333
352   0.050          1 2.000000 0.025000 0.1000000
353   0.050          1 4.000000 0.037500 0.2000000
354   0.050          1 2.000000 0.025000 0.1000000
355   0.050          1 4.166667 0.038000 0.2083333
356   0.155          1 4.000000 0.116250 0.6200000
357   0.155          1 4.081633 0.117025 0.6326531
