    support confidence     lift leverage   jaccard
1     0.500  0.5000000 1.000000 0.000000 0.5000000
2     0.500  0.5000000 1.000000 0.000000 0.5000000
3     0.200  0.8333333 2.109705 0.105200 0.4597701
4     0.200  0.5063291 2.109705 0.105200 0.4597701
5     0.210  0.8750000 2.160494 0.112800 0.4827586
6     0.210  0.5185185 2.160494 0.112800 0.4827586
7     0.310  0.9841270 2.811791 0.199750 0.8732394
8     0.310  0.8857143 2.811791 0.199750 0.8732394
9     0.290  0.9206349 2.593338 0.178175 0.7631579
10    0.290  0.8169014 2.593338 0.178175 0.7631579
11    0.285  0.9047619 2.478800 0.170025 0.7215190
12    0.285  0.7808219 2.478800 0.170025 0.7215190
13    0.275  0.8730159 2.054155 0.141125 0.5913978
14    0.275  0.6470588 2.054155 0.141125 0.5913978
15    0.305  0.8840580 2.422077 0.179075 0.7530864
16    0.305  0.8356164 2.422077 0.179075 0.7530864
17    0.225  0.6521739 1.739130 0.095625 0.4545455
18    0.225  0.6000000 1.739130 0.095625 0.4545455
19    0.310  0.8985507 2.274812 0.173725 0.7209302
20    0.310  0.7848101 2.274812 0.173725 0.7209302
21    0.305  0.8840580 2.182859 0.165275 0.6853933
22    0.305  0.7530864 2.182859 0.165275 0.6853933
23    0.295  0.8428571 2.374245 0.170750 0.7195122
24    0.295  0.8309859 2.374245 0.170750 0.7195122
25    0.295  0.8428571 2.309198 0.167250 0.7023810
26    0.295  0.8082192 2.309198 0.167250 0.7023810
27    0.300  0.8571429 2.016807 0.151250 0.6315789
28    0.300  0.7058824 2.016807 0.151250 0.6315789
29    0.315  0.8873239 2.431025 0.185425 0.7777778
30    0.315  0.8630137 2.431025 0.185425 0.7777778
31    0.305  0.8591549 2.021541 0.154125 0.6421053
32    0.305  0.7176471 2.021541 0.154125 0.6421053
33    0.240  0.6575342 1.753425 0.103125 0.4800000
34    0.240  0.6400000 1.753425 0.103125 0.4800000
35    0.340  0.9315068 2.358245 0.195825 0.8095238
36    0.340  0.8607595 2.358245 0.195825 0.8095238
37    0.315  0.8630137 2.130898 0.167175 0.6923077
38    0.315  0.7777778 2.130898 0.167175 0.6923077
39    0.305  0.8356164 1.966156 0.149875 0.6288660
40    0.305  0.7176471 1.966156 0.149875 0.6288660
41    0.245  0.6533333 1.654008 0.096875 0.4666667
42    0.245  0.6202532 1.654008 0.096875 0.4666667
43    0.270  0.7200000 1.777778 0.118125 0.5294118
44    0.270  0.6666667 1.777778 0.118125 0.5294118
45    0.225  0.6000000 1.200000 0.037500 0.3461538
46    0.360  0.9113924 2.250352 0.200025 0.8181818
47    0.360  0.8888889 2.250352 0.200025 0.8181818
48    0.200  0.5063291 1.012658 0.002500 0.2877698
49    0.215  0.5308642 1.061728 0.012500 0.3115942
50    0.270  0.6352941 1.270588 0.057500 0.4122137
51    0.270  0.5400000 1.270588 0.057500 0.4122137
52    0.200  1.0000000 2.469136 0.119000 0.4938272
53    0.200  0.9523810 2.411091 0.117050 0.4938272
54    0.200  0.5555556 2.314815 0.113600 0.5000000
55    0.285  0.9193548 2.589732 0.174950 0.7500000
56    0.285  0.9827586 2.807882 0.183500 0.8028169
57    0.285  0.9661017 3.066990 0.192075 0.8769231
58    0.280  0.9032258 2.474591 0.166850 0.7088608
59    0.280  0.9824561 2.807018 0.180250 0.7887324
60    0.280  0.9491525 3.013183 0.187075 0.8484848
61    0.275  0.8870968 2.087287 0.143250 0.5978261
62    0.275  1.0000000 2.857143 0.178750 0.7857143
63    0.275  0.9166667 2.910053 0.180500 0.8088235
64    0.270  0.9310345 2.550779 0.164150 0.7012987
65    0.270  0.9473684 2.668643 0.168825 0.7297297
66    0.270  0.8571429 2.721088 0.170775 0.7500000
