     support confidence      lift leverage    jaccard
497    0.110  0.9565217  1.913043 0.052500 0.21782178
498    0.270  0.9152542  2.507546 0.162325 0.69230769
499    0.270  0.9152542  2.578181 0.165275 0.71052632
500    0.270  0.8571429  2.448980 0.159750 0.68354430
501    0.280  0.9491525  2.233300 0.154625 0.63636364
502    0.280  0.9333333  2.629108 0.173500 0.74666667
503    0.280  0.9180328  2.622951 0.173250 0.74666667
504    0.145  0.8529412  2.402651 0.084650 0.38157895
505    0.145  0.8285714  2.367347 0.083750 0.38157895
506    0.150  0.8333333  2.347418 0.086100 0.38961039
507    0.150  0.8333333  2.380952 0.087000 0.39473684
508    0.265  0.8983051  2.113659 0.139625 0.58241758
509    0.265  0.8833333  2.420091 0.155500 0.66250000
510    0.265  0.8688525  2.482436 0.158250 0.67948718
511    0.155  0.9117647  2.497985 0.092950 0.40789474
512    0.155  0.8378378  2.393822 0.090250 0.40789474
513    0.140  0.7777778  2.130898 0.074300 0.34567901
514    0.140  0.7777778  2.222222 0.077000 0.35897436
515    0.145  0.8529412  2.006920 0.072750 0.32222222
516    0.145  0.9354839  2.672811 0.090750 0.40277778
517    0.155  0.8611111  2.026144 0.078500 0.34444444
518    0.285  0.9047619  2.128852 0.151125 0.62637363
519    0.285  0.9344262  2.560072 0.173675 0.74025974
520    0.285  0.9344262  2.632187 0.176725 0.76000000
521    0.150  0.8571429  2.348337 0.086125 0.38461538
522    0.150  0.8108108  2.283974 0.084325 0.38461538
523    0.165  0.9166667  2.511416 0.099300 0.43421053
524    0.165  0.9166667  2.582160 0.101100 0.44594595
525    0.150  0.8571429  2.016807 0.075625 0.33333333
526    0.150  0.9677419  2.726034 0.094975 0.41666667
527    0.155  0.8611111  2.026144 0.078500 0.34444444
528    0.060  0.8000000  1.975309 0.029625 0.14285714
529    0.060  1.0000000  2.531646 0.036300 0.15189873
530    0.145  0.7837838  1.844197 0.066375 0.31182796
531    0.145  0.9354839  2.562970 0.088425 0.38666667
532    0.160  0.8888889  2.091503 0.083500 0.35955056
533    0.220  0.9166667  2.320675 0.125200 0.53012048
534    0.220  0.8979592  2.460162 0.130575 0.56410256
535    0.210  0.8750000  2.160494 0.112800 0.48275862
536    0.210  0.6666667  1.777778 0.091875 0.43750000
537    0.210  0.7777778  2.130898 0.111450 0.49411765
538    0.175  0.7291667  1.458333 0.055000 0.30973451
539    0.175  0.9459459  2.522523 0.105625 0.45454545
540    0.175  0.7777778  2.130898 0.092875 0.42168675
541    0.310  0.9117647  2.251271 0.172300 0.71264368
542    0.310  0.9841270  2.491461 0.185575 0.77500000
543    0.310  0.8611111  2.359209 0.178600 0.74698795
544    0.115  0.9583333  2.426160 0.067600 0.28750000
545    0.115  0.7931034  2.172886 0.062075 0.29113924
546    0.175  0.9459459  2.394800 0.101925 0.43209877
547    0.175  0.8750000  2.397260 0.102000 0.44871795
548    0.165  0.9166667  2.320675 0.093900 0.40243902
549    0.165  0.8461538  2.318230 0.093825 0.41772152
550    0.100  0.8333333  2.057613 0.051400 0.23529412
551    0.100  0.8000000  2.191781 0.054375 0.25641026
552    0.160  0.8648649  2.135469 0.085075 0.37209302
553    0.160  0.7441860  2.038866 0.081525 0.38095238
554    0.155  0.8611111  2.126200 0.082100 0.36046512
555    0.155  0.8157895  2.235040 0.085650 0.38750000
556    0.115  0.9583333  1.916667 0.055000 0.22772277
557    0.230  0.9387755  2.317964 0.130775 0.54761905
558    0.230  0.8518519  2.156587 0.123350 0.52873563
559    0.185  0.7551020  1.510204 0.062500 0.33035714
560    0.185  0.8222222  2.081575 0.096125 0.42528736
561    0.185  0.9250000  2.466667 0.110000 0.47435897
562    0.195  0.7222222  1.444444 0.060000 0.33913043
563    0.195  0.8666667  2.139918 0.103875 0.44827586
564    0.195  0.9069767  2.418605 0.114375 0.49367089
565    0.125  0.8620690  2.128565 0.066275 0.29411765
566    0.125  1.0000000  2.531646 0.075625 0.31645570
567    0.185  0.9250000  2.283951 0.104000 0.44047619
568    0.185  0.8604651  2.178393 0.100075 0.43529412
569    0.175  0.8974359  2.215891 0.096025 0.41176471
570    0.175  0.9210526  2.331779 0.099950 0.42682927
571    0.135  0.9310345  1.862069 0.062500 0.26470588
572    0.135  0.6923077  1.628959 0.052125 0.27835052
573    0.115  0.9200000  1.840000 0.052500 0.22549020
574    0.050  1.0000000  5.882353 0.041500 0.29411765
575    0.050  1.0000000  6.060606 0.041750 0.30303030
576    0.050  0.9090909  6.993007 0.042850 0.37037037
577    0.050  1.0000000  5.714286 0.041250 0.28571429
578    0.050  1.0000000  6.060606 0.041750 0.30303030
579    0.050  0.9090909  6.993007 0.042850 0.37037037
580    0.050  1.0000000  3.846154 0.037000 0.19230769
581    0.050  1.0000000  6.060606 0.041750 0.30303030
582    0.050  0.9090909  6.993007 0.042850 0.37037037
583    0.050  1.0000000  5.714286 0.041250 0.28571429
584    0.050  1.0000000  5.882353 0.041500 0.29411765
585    0.050  0.9090909  6.993007 0.042850 0.37037037
586    0.050  1.0000000  3.846154 0.037000 0.19230769
587    0.050  1.0000000  5.882353 0.041500 0.29411765
588    0.050  0.9090909  6.993007 0.042850 0.37037037
589    0.050  1.0000000  3.846154 0.037000 0.19230769
590    0.050  1.0000000  5.714286 0.041250 0.28571429
591    0.050  0.9090909  6.993007 0.042850 0.37037037
592    0.055  1.0000000  5.714286 0.045375 0.31428571
593    0.055  1.0000000  5.882353 0.045650 0.32352941
594    0.055  1.0000000  6.060606 0.045925 0.33333333
595    0.055  1.0000000  3.846154 0.040700 0.21153846
596    0.055  1.0000000  5.882353 0.045650 0.32352941
597    0.055  1.0000000  6.060606 0.045925 0.33333333
598    0.050  0.9090909  1.818182 0.022500 0.09900990
599    0.050  1.0000000  5.882353 0.041500 0.29411765
600    0.050  1.0000000  6.060606 0.041750 0.30303030
601    0.050  0.7142857 11.904762 0.045800 0.62500000
602    0.055  1.0000000  3.846154 0.040700 0.21153846
603    0.055  1.0000000  5.714286 0.045375 0.31428571
604    0.055  1.0000000  6.060606 0.045925 0.33333333
605    0.050  0.9090909  1.818182 0.022500 0.09900990
606    0.050  1.0000000  5.714286 0.041250 0.28571429
607    0.050  1.0000000  6.060606 0.041750 0.30303030
608    0.050  0.7142857 11.904762 0.045800 0.62500000
609    0.050  0.9090909  1.818182 0.022500 0.09900990
610    0.050  1.0000000  3.846154 0.037000 0.19230769
611    0.050  0.9090909  5.509642 0.040925 0.29411765
612    0.050  0.8333333 13.888889 0.046400 0.71428571
613    0.055  1.0000000  3.846154 0.040700 0.21153846
614    0.055  1.0000000  5.714286 0.045375 0.31428571
615    0.055  1.0000000  5.882353 0.045650 0.32352941
616    0.050  0.9090909  1.818182 0.022500 0.09900990
617    0.050  1.0000000  5.714286 0.041250 0.28571429
618    0.050  1.0000000  5.882353 0.041500 0.29411765
619    0.050  0.9090909  1.818182 0.022500 0.09900990
620    0.050  1.0000000  3.846154 0.037000 0.19230769
621    0.050  0.9090909  5.347594 0.040650 0.28571429
622    0.050  0.7142857 11.904762 0.045800 0.62500000
623    0.050  0.9090909  1.818182 0.022500 0.09900990
624    0.050  1.0000000  3.846154 0.037000 0.19230769
625    0.050  0.9090909  5.194805 0.040375 0.27777778
626    0.050  0.7142857 11.904762 0.045800 0.62500000
627    0.100  1.0000000  8.000000 0.087500 0.80000000
628    0.100  1.0000000  8.695652 0.088500 0.86956522
629    0.100  1.0000000  8.695652 0.088500 0.86956522
630    0.100  0.9523810  8.658009 0.088450 0.86956522
631    0.100  1.0000000  7.142857 0.086000 0.71428571
632    0.100  1.0000000  8.695652 0.088500 0.86956522
633    0.100  1.0000000  8.695652 0.088500 0.86956522
634    0.100  0.9090909  8.264463 0.087900 0.83333333
635    0.100  1.0000000  3.846154 0.074000 0.38461538
636    0.100  1.0000000  8.695652 0.088500 0.86956522
637    0.100  1.0000000  8.695652 0.088500 0.86956522
638    0.100  0.9090909  8.264463 0.087900 0.83333333
639    0.060  1.0000000  8.695652 0.053100 0.52173913
640    0.060  1.0000000  8.695652 0.053100 0.52173913
641    0.060  0.9230769  8.391608 0.052850 0.52173913
642    0.100  1.0000000  7.142857 0.086000 0.71428571
643    0.100  1.0000000  8.000000 0.087500 0.80000000
644    0.100  0.9090909  7.905138 0.087350 0.80000000
645    0.100  0.9523810  8.658009 0.088450 0.86956522
646    0.100  1.0000000  3.846154 0.074000 0.38461538
647    0.100  1.0000000  8.000000 0.087500 0.80000000
648    0.100  0.9090909  7.905138 0.087350 0.80000000
649    0.100  0.9090909  8.264463 0.087900 0.83333333
650    0.060  1.0000000  8.000000 0.052500 0.48000000
651    0.060  1.0000000  8.695652 0.053100 0.52173913
652    0.060  0.8571429  7.792208 0.052300 0.50000000
653    0.100  1.0000000  3.846154 0.074000 0.38461538
654    0.100  1.0000000  7.142857 0.086000 0.71428571
655    0.100  0.9090909  7.905138 0.087350 0.80000000
656    0.100  0.9090909  8.264463 0.087900 0.83333333
657    0.060  1.0000000  7.142857 0.051600 0.42857143
658    0.060  1.0000000  8.695652 0.053100 0.52173913
659    0.060  0.9230769  8.391608 0.052850 0.52173913
660    0.060  1.0000000  3.846154 0.044400 0.23076923
661    0.060  1.0000000  8.695652 0.053100 0.52173913
662    0.060  0.8571429  7.792208 0.052300 0.50000000
663    0.100  1.0000000  7.142857 0.086000 0.71428571
664    0.100  1.0000000  8.000000 0.087500 0.80000000
665    0.100  0.9090909  7.905138 0.087350 0.80000000
666    0.100  0.9523810  8.658009 0.088450 0.86956522
667    0.100  1.0000000  3.846154 0.074000 0.38461538
668    0.100  1.0000000  8.000000 0.087500 0.80000000
669    0.100  0.9090909  7.905138 0.087350 0.80000000
670    0.100  0.9523810  8.658009 0.088450 0.86956522
671    0.060  1.0000000  8.000000 0.052500 0.48000000
672    0.060  1.0000000  8.695652 0.053100 0.52173913
673    0.060  0.9230769  8.391608 0.052850 0.52173913
674    0.100  1.0000000  3.846154 0.074000 0.38461538
675    0.100  1.0000000  7.142857 0.086000 0.71428571
676    0.100  0.9090909  7.905138 0.087350 0.80000000
677    0.100  0.8695652  7.905138 0.087350 0.80000000
678    0.060  1.0000000  7.142857 0.051600 0.42857143
679    0.060  1.0000000  8.695652 0.053100 0.52173913
680    0.060  0.9230769  8.391608 0.052850 0.52173913
681    0.060  1.0000000  3.846154 0.044400 0.23076923
682    0.060  1.0000000  8.695652 0.053100 0.52173913
683    0.060  0.9230769  8.391608 0.052850 0.52173913
684    0.110  1.0000000  3.846154 0.081400 0.42307692
685    0.110  1.0000000  7.142857 0.094600 0.78571429
686    0.110  1.0000000  8.000000 0.096250 0.88000000
687    0.110  0.9166667  8.333333 0.096800 0.91666667
688    0.060  1.0000000  7.142857 0.051600 0.42857143
689    0.060  1.0000000  8.000000 0.052500 0.48000000
690    0.060  0.9230769  8.391608 0.052850 0.52173913
691    0.050  1.0000000  7.142857 0.043000 0.35714286
692    0.050  1.0000000  8.000000 0.043750 0.40000000
693    0.050  0.9090909  8.264463 0.043950 0.43478261
694    0.060  1.0000000  3.846154 0.044400 0.23076923
695    0.060  1.0000000  8.000000 0.052500 0.48000000
696    0.060  0.8571429  7.792208 0.052300 0.50000000
697    0.050  1.0000000  3.846154 0.037000 0.19230769
698    0.050  1.0000000  8.000000 0.043750 0.40000000
699    0.050  0.9090909  8.264463 0.043950 0.43478261
700    0.060  1.0000000  3.846154 0.044400 0.23076923
701    0.060  1.0000000  7.142857 0.051600 0.42857143
702    0.060  0.9230769  8.391608 0.052850 0.52173913
703    0.050  1.0000000  3.846154 0.037000 0.19230769
704    0.050  1.0000000  7.142857 0.043000 0.35714286
705    0.050  0.6666667  6.060606 0.041750 0.37037037
706    0.105  1.0000000  7.142857 0.090300 0.75000000
707    0.105  0.9545455  7.636364 0.091250 0.80769231
708    0.105  1.0000000  8.695652 0.092925 0.91304348
709    0.105  1.0000000  8.695652 0.092925 0.91304348
710    0.105  1.0000000  3.846154 0.077700 0.40384615
711    0.105  0.9545455  7.636364 0.091250 0.80769231
712    0.105  0.9545455  8.300395 0.092350 0.87500000
713    0.105  1.0000000  8.695652 0.092925 0.91304348
714    0.065  1.0000000  8.000000 0.056875 0.52000000
715    0.065  0.9285714  8.074534 0.056950 0.54166667
716    0.065  1.0000000  8.695652 0.057525 0.56521739
717    0.110  1.0000000  3.846154 0.081400 0.42307692
718    0.110  1.0000000  7.142857 0.094600 0.78571429
719    0.110  1.0000000  8.695652 0.097350 0.95652174
720    0.110  0.9565217  8.317580 0.096775 0.91666667
721    0.065  1.0000000  7.142857 0.055900 0.46428571
722    0.065  1.0000000  8.695652 0.057525 0.56521739
723    0.065  1.0000000  8.695652 0.057525 0.56521739
724    0.065  1.0000000  3.846154 0.048100 0.25000000
725    0.065  0.9285714  8.074534 0.056950 0.54166667
726    0.065  1.0000000  8.695652 0.057525 0.56521739
727    0.105  1.0000000  3.846154 0.077700 0.40384615
728    0.105  0.9545455  6.818182 0.089600 0.72413793
729    0.105  0.9545455  7.636364 0.091250 0.80769231
730    0.105  0.8750000  7.608696 0.091200 0.80769231
731    0.065  0.9285714  6.632653 0.055200 0.44827586
732    0.065  1.0000000  8.000000 0.056875 0.52000000
733    0.065  1.0000000  8.695652 0.057525 0.56521739
734    0.070  1.0000000  3.846154 0.051800 0.26923077
735    0.070  1.0000000  8.000000 0.061250 0.56000000
736    0.070  1.0000000  8.695652 0.061950 0.60869565
737    0.065  1.0000000  3.846154 0.048100 0.25000000
738    0.065  0.9285714  6.632653 0.055200 0.44827586
739    0.065  1.0000000  8.695652 0.057525 0.56521739
740    0.105  1.0000000  3.846154 0.077700 0.40384615
741    0.105  1.0000000  7.142857 0.090300 0.75000000
742    0.105  0.9130435  7.304348 0.090625 0.77777778
743    0.105  0.8750000  7.608696 0.091200 0.80769231
744    0.065  1.0000000  7.142857 0.055900 0.46428571
745    0.065  1.0000000  8.000000 0.056875 0.52000000
746    0.065  1.0000000  8.695652 0.057525 0.56521739
747    0.065  1.0000000  3.846154 0.048100 0.25000000
748    0.065  1.0000000  8.000000 0.056875 0.52000000
749    0.065  0.9285714  8.074534 0.056950 0.54166667
750    0.065  1.0000000  3.846154 0.048100 0.25000000
751    0.065  1.0000000  7.142857 0.055900 0.46428571
752    0.065  1.0000000  8.695652 0.057525 0.56521739
753    0.050  1.0000000  3.846154 0.037000 0.19230769
754    0.050  1.0000000  7.142857 0.043000 0.35714286
755    0.050  0.6666667  5.797101 0.041375 0.35714286
756    0.065  1.0000000  3.846154 0.048100 0.25000000
757    0.065  0.9285714  6.632653 0.055200 0.44827586
758    0.065  1.0000000  8.000000 0.056875 0.52000000
759    0.055  1.0000000  3.846154 0.040700 0.21153846
760    0.055  1.0000000  7.142857 0.047300 0.39285714
761    0.055  0.7333333  5.866667 0.045625 0.37931034
762    0.120  1.0000000  5.714286 0.099000 0.68571429
763    0.120  0.9600000  5.647059 0.098750 0.68571429
764    0.120  0.9600000  5.818182 0.099375 0.70588235
765    0.120  0.8000000  6.153846 0.100500 0.75000000
766    0.120  1.0000000  3.846154 0.088800 0.46153846
767    0.120  0.9600000  5.647059 0.098750 0.68571429
768    0.120  0.9600000  5.818182 0.099375 0.70588235
769    0.120  0.8275862  6.366048 0.101150 0.77419355
770    0.070  0.9333333  5.490196 0.057250 0.40000000
771    0.070  0.9333333  5.656566 0.057625 0.41176471
772    0.070  0.7000000  5.384615 0.057000 0.43750000
773    0.050  1.0000000  5.882353 0.041500 0.29411765
774    0.050  1.0000000  6.060606 0.041750 0.30303030
775    0.050  0.7142857  5.494505 0.040900 0.33333333
776    0.070  0.9333333  5.490196 0.057250 0.40000000
777    0.070  0.9333333  5.656566 0.057625 0.41176471
778    0.070  0.8235294  6.334842 0.058950 0.48275862
779    0.125  1.0000000  3.846154 0.092500 0.48076923
780    0.125  1.0000000  5.714286 0.103125 0.71428571
781    0.125  0.9615385  5.827506 0.103550 0.73529412
782    0.125  0.8620690  6.631300 0.106150 0.83333333
783    0.075  1.0000000  5.714286 0.061875 0.42857143
784    0.075  0.9375000  5.681818 0.061800 0.44117647
785    0.075  0.7500000  5.769231 0.062000 0.48387097
786    0.050  1.0000000  5.714286 0.041250 0.28571429
787    0.050  1.0000000  6.060606 0.041750 0.30303030
788    0.050  0.7142857  5.494505 0.040900 0.33333333
789    0.075  1.0000000  5.714286 0.061875 0.42857143
790    0.075  0.9375000  5.681818 0.061800 0.44117647
791    0.075  0.8823529  6.787330 0.063950 0.53571429
792    0.075  1.0000000  3.846154 0.055500 0.28846154
793    0.075  0.9375000  5.681818 0.061800 0.44117647
794    0.075  0.7500000  5.769231 0.062000 0.48387097
795    0.050  1.0000000  3.846154 0.037000 0.19230769
796    0.050  1.0000000  6.060606 0.041750 0.30303030
797    0.050  0.8333333  6.410256 0.042200 0.35714286
798    0.075  1.0000000  3.846154 0.055500 0.28846154
799    0.075  0.9375000  5.681818 0.061800 0.44117647
800    0.075  0.7894737  6.072874 0.062650 0.50000000
801    0.070  0.9333333  1.866667 0.032500 0.13861386
802    0.070  0.9333333  2.488889 0.041875 0.18421053
803    0.070  0.9333333  5.656566 0.057625 0.41176471
804    0.070  0.7777778  5.982906 0.058300 0.46666667
805    0.125  1.0000000  3.846154 0.092500 0.48076923
806    0.125  1.0000000  5.714286 0.103125 0.71428571
807    0.125  0.9615385  5.656109 0.102900 0.71428571
808    0.125  0.8064516  6.203474 0.104850 0.78125000
809    0.075  1.0000000  5.714286 0.061875 0.42857143
810    0.075  0.9375000  5.514706 0.061400 0.42857143
811    0.075  0.6818182  5.244755 0.060700 0.45454545
812    0.050  1.0000000  5.714286 0.041250 0.28571429
813    0.050  1.0000000  5.882353 0.041500 0.29411765
814    0.075  1.0000000  5.714286 0.061875 0.42857143
815    0.075  0.9375000  5.514706 0.061400 0.42857143
816    0.075  0.8823529  6.787330 0.063950 0.53571429
817    0.075  1.0000000  3.846154 0.055500 0.28846154
818    0.075  0.9375000  5.514706 0.061400 0.42857143
819    0.075  0.7142857  5.494505 0.061350 0.46875000
820    0.050  1.0000000  3.846154 0.037000 0.19230769
821    0.050  1.0000000  5.882353 0.041500 0.29411765
822    0.050  0.7142857  5.494505 0.040900 0.33333333
823    0.075  1.0000000  3.846154 0.055500 0.28846154
824    0.075  0.9375000  5.514706 0.061400 0.42857143
825    0.075  0.8333333  6.410256 0.063300 0.51724138
826    0.070  0.9333333  1.866667 0.032500 0.13861386
827    0.070  0.9333333  2.488889 0.041875 0.18421053
828    0.070  0.9333333  5.490196 0.057250 0.40000000
829    0.070  0.8235294  6.334842 0.058950 0.48275862
830    0.080  1.0000000  3.846154 0.059200 0.30769231
831    0.080  1.0000000  5.714286 0.066000 0.45714286
832    0.080  0.7272727  5.594406 0.065700 0.50000000
833    0.050  1.0000000  3.846154 0.037000 0.19230769
834    0.050  1.0000000  5.714286 0.041250 0.28571429
835    0.050  0.7142857  5.494505 0.040900 0.33333333
836    0.080  1.0000000  3.846154 0.059200 0.30769231
837    0.080  1.0000000  5.714286 0.066000 0.45714286
838    0.080  0.8421053  6.477733 0.067650 0.55172414
839    0.075  0.9375000  1.875000 0.035000 0.14851485
840    0.075  0.9375000  2.500000 0.045000 0.19736842
841    0.075  1.0000000  5.714286 0.061875 0.42857143
842    0.075  0.8333333  6.410256 0.063300 0.51724138
843    0.075  0.9375000  1.875000 0.035000 0.14851485
844    0.075  0.9375000  2.500000 0.045000 0.19736842
845    0.075  1.0000000  3.846154 0.055500 0.28846154
846    0.075  0.6521739  5.016722 0.060050 0.44117647
847    0.140  0.9333333  3.589744 0.101000 0.51851852
848    0.140  0.9655172  5.517241 0.114625 0.77777778
849    0.140  0.9655172  5.679513 0.115350 0.80000000
850    0.140  0.9032258  5.474096 0.114425 0.77777778
851    0.095  0.9500000  5.428571 0.077500 0.52777778
852    0.095  0.9500000  5.588235 0.078000 0.54285714
853    0.095  0.8636364  5.234160 0.076850 0.52777778
854    0.070  1.0000000  5.714286 0.057750 0.40000000
855    0.070  1.0000000  5.882353 0.058100 0.41176471
856    0.070  0.8750000  5.303030 0.056800 0.40000000
857    0.080  0.9411765  5.378151 0.065125 0.44444444
858    0.080  0.9411765  5.536332 0.065550 0.45714286
859    0.080  0.9411765  5.704100 0.065975 0.47058824
860    0.090  0.9000000  3.461538 0.064000 0.33333333
861    0.090  0.9000000  5.294118 0.073000 0.50000000
862    0.090  0.8571429  5.194805 0.072675 0.50000000
863    0.060  0.8571429  3.296703 0.041800 0.22222222
864    0.060  1.0000000  5.882353 0.049800 0.35294118
865    0.060  0.8571429  5.194805 0.048450 0.34285714
866    0.085  1.0000000  3.846154 0.062900 0.32692308
867    0.085  0.8947368  5.263158 0.068850 0.47222222
868    0.085  0.9444444  5.723906 0.070150 0.50000000
869    0.080  0.8000000  1.600000 0.030000 0.15384615
870    0.080  0.9411765  2.509804 0.048125 0.21052632
871    0.080  0.8888889  5.228758 0.064700 0.44444444
872    0.080  0.9411765  5.704100 0.065975 0.47058824
873    0.090  0.9000000  3.461538 0.064000 0.33333333
874    0.090  0.9000000  5.142857 0.072500 0.48648649
875    0.090  0.8181818  4.958678 0.071850 0.48648649
876    0.060  0.8571429  3.296703 0.041800 0.22222222
877    0.060  1.0000000  5.714286 0.049500 0.34285714
878    0.060  0.8571429  5.194805 0.048450 0.34285714
879    0.085  1.0000000  3.846154 0.062900 0.32692308
880    0.085  0.8947368  5.112782 0.068375 0.45945946
881    0.085  0.8947368  5.422648 0.069325 0.48571429
882    0.080  0.8000000  1.600000 0.030000 0.15384615
883    0.080  0.9411765  2.509804 0.048125 0.21052632
884    0.080  0.8888889  5.079365 0.064250 0.43243243
885    0.080  0.8888889  5.387205 0.065150 0.45714286
886    0.090  0.9000000  1.800000 0.040000 0.17647059
887    0.090  0.9473684  2.526316 0.054375 0.23684211
888    0.090  1.0000000  3.846154 0.066600 0.34615385
889    0.090  0.7826087  4.743083 0.071025 0.47368421
890    0.100  0.9090909  3.496503 0.071400 0.37037037
891    0.100  0.9523810  5.442177 0.081625 0.55555556
892    0.100  0.9090909  5.347594 0.081300 0.55555556
893    0.070  0.8750000  3.365385 0.049200 0.25925926
894    0.070  1.0000000  5.714286 0.057750 0.40000000
895    0.070  1.0000000  5.882353 0.058100 0.41176471
896    0.085  1.0000000  3.846154 0.062900 0.32692308
897    0.085  0.9444444  5.396825 0.069250 0.47222222
898    0.085  0.8947368  5.263158 0.068850 0.47222222
899    0.080  0.7272727  1.454545 0.025000 0.15094340
900    0.080  0.9411765  2.509804 0.048125 0.21052632
901    0.080  0.9411765  5.378151 0.065125 0.44444444
902    0.080  0.8888889  5.228758 0.064700 0.44444444
903    0.085  0.8095238  1.619048 0.032500 0.16346154
904    0.085  0.9444444  2.518519 0.051250 0.22368421
905    0.085  1.0000000  3.846154 0.062900 0.32692308
906    0.085  0.7391304  4.347826 0.065450 0.42500000
907    0.090  0.8181818  1.636364 0.035000 0.17307692
908    0.090  0.9473684  2.526316 0.054375 0.23684211
909    0.090  1.0000000  3.846154 0.066600 0.34615385
910    0.090  0.7826087  4.472050 0.069875 0.45000000
911    0.135  0.9000000  2.535211 0.081750 0.36486486
912    0.135  1.0000000  2.857143 0.087750 0.38571429
913    0.135  0.9642857  3.061224 0.090900 0.42187500
914    0.140  0.9333333  2.557078 0.085250 0.37333333
915    0.140  1.0000000  2.857143 0.091000 0.40000000
916    0.140  0.9333333  2.962963 0.092750 0.43076923
917    0.140  0.9333333  2.196078 0.076250 0.32183908
918    0.140  1.0000000  2.857143 0.091000 0.40000000
919    0.140  0.8750000  2.777778 0.089600 0.41791045
920    0.070  1.0000000  2.857143 0.045500 0.20000000
921    0.070  0.9333333  2.962963 0.046375 0.21875000
922    0.080  1.0000000  2.857143 0.052000 0.22857143
923    0.080  0.8000000  2.539683 0.048500 0.23880597
924    0.125  0.9259259  2.536783 0.075725 0.33333333
925    0.125  0.8928571  2.515091 0.075300 0.33783784
926    0.125  0.8333333  2.645503 0.077750 0.36764706
927    0.135  1.0000000  2.352941 0.077625 0.31764706
928    0.135  0.9642857  2.716298 0.085300 0.37500000
929    0.135  0.8437500  2.678571 0.084600 0.39705882
930    0.060  0.8571429  2.414487 0.035150 0.16438356
931    0.060  1.0000000  3.174603 0.041100 0.19047619
932    0.075  0.9375000  2.640845 0.046600 0.20833333
933    0.075  0.7500000  2.380952 0.043500 0.22058824
934    0.130  0.9285714  2.184874 0.070500 0.29885057
935    0.130  0.9285714  2.544031 0.078900 0.34666667
936    0.130  0.8387097  2.662570 0.081175 0.38235294
937    0.070  1.0000000  2.739726 0.044450 0.19178082
938    0.070  0.9333333  2.962963 0.046375 0.21875000
939    0.070  0.8750000  2.397260 0.040800 0.18666667
940    0.070  0.7368421  2.339181 0.040075 0.20588235
941    0.060  0.8571429  2.016807 0.030250 0.13793103
942    0.060  1.0000000  3.174603 0.041100 0.19047619
943    0.080  1.0000000  2.352941 0.046000 0.18823529
944    0.080  0.6666667  2.116402 0.042200 0.22535211
945    0.060  1.0000000  2.531646 0.036300 0.15189873
946    0.060  1.0000000  2.739726 0.038100 0.16438356
947    0.060  0.9230769  2.675585 0.037575 0.17142857
948    0.130  0.9285714  2.544031 0.078900 0.34666667
949    0.130  0.8666667  2.441315 0.076750 0.34666667
950    0.130  0.8666667  2.476190 0.077500 0.35135135
951    0.140  1.0000000  2.352941 0.080500 0.32941176
952    0.140  0.8750000  2.464789 0.083200 0.37333333
953    0.140  0.8750000  2.500000 0.084000 0.37837838
954    0.060  0.8000000  2.253521 0.033375 0.16216216
955    0.060  1.0000000  2.857143 0.039000 0.17142857
956    0.080  0.8000000  2.253521 0.044500 0.21333333
957    0.080  0.8000000  2.285714 0.045000 0.21621622
958    0.135  0.9000000  2.117647 0.071250 0.30681818
959    0.135  0.8437500  2.311644 0.076600 0.34615385
960    0.135  0.8709677  2.488479 0.080750 0.36486486
961    0.075  1.0000000  2.739726 0.047625 0.20547945
962    0.075  1.0000000  2.857143 0.048750 0.21428571
963    0.075  0.7500000  2.054795 0.038500 0.19230769
964    0.075  0.7894737  2.255639 0.041750 0.20270270
965    0.060  0.8000000  1.882353 0.028125 0.13636364
966    0.060  1.0000000  2.857143 0.039000 0.17142857
967    0.100  1.0000000  2.352941 0.057500 0.23529412
968    0.100  0.8333333  2.380952 0.058000 0.27027027
969    0.150  1.0000000  2.352941 0.086250 0.35294118
970    0.150  0.9375000  2.568493 0.091600 0.40000000
971    0.150  0.9677419  2.726034 0.094975 0.41666667
972    0.060  1.0000000  2.739726 0.038100 0.16438356
973    0.060  0.8000000  2.253521 0.033375 0.16216216
974    0.090  0.9000000  2.465753 0.053500 0.24000000
975    0.090  0.9473684  2.668643 0.056275 0.25000000
976    0.060  1.0000000  2.352941 0.034500 0.14117647
977    0.060  1.0000000  2.816901 0.038700 0.16901408
978    0.100  1.0000000  2.352941 0.057500 0.23529412
979    0.100  0.8333333  2.347418 0.057400 0.26666667
980    0.060  0.8000000  1.882353 0.028125 0.13636364
981    0.060  1.0000000  2.739726 0.038100 0.16438356
982    0.095  1.0000000  2.352941 0.054625 0.22352941
983    0.095  0.7916667  2.168950 0.051200 0.24358974
984    0.050  0.8333333  2.109705 0.026300 0.12345679
985    0.050  0.7692308  2.051282 0.025625 0.12820513
986    0.050  1.0000000  2.739726 0.031750 0.13698630
987    0.060  1.0000000  2.000000 0.030000 0.12000000
988    0.060  1.0000000  2.666667 0.037500 0.16000000
989    0.060  1.0000000  2.739726 0.038100 0.16438356
990    0.050  0.7692308  1.538462 0.017500 0.09708738
991    0.050  0.8333333  2.109705 0.026300 0.12345679
992    0.050  1.0000000  2.739726 0.031750 0.13698630
993    0.050  1.0000000  2.000000 0.025000 0.10000000
994    0.050  0.8333333  2.109705 0.026300 0.12345679
995    0.050  1.0000000  2.666667 0.031250 0.13333333
