     support confidence      lift      leverage    jaccard
896    0.050  1.0000000  8.000000  4.375000e-02 0.40000000
897    0.050  0.9090909  8.264463  4.395000e-02 0.43478261
898    0.060  0.5454545  1.090909  5.000000e-03 0.10909091
899    0.060  1.0000000  3.846154  4.440000e-02 0.23076923
900    0.060  1.0000000  7.142857  5.160000e-02 0.42857143
901    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
902    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
903    0.050  1.0000000  7.142857  4.300000e-02 0.35714286
904    0.050  0.6666667  6.060606  4.175000e-02 0.37037037
905    0.105  1.0000000  7.142857  9.030000e-02 0.75000000
906    0.105  0.9545455  7.636364  9.125000e-02 0.80769231
907    0.105  1.0000000  8.695652  9.292500e-02 0.91304348
908    0.105  1.0000000  8.695652  9.292500e-02 0.91304348
909    0.105  1.0000000  3.846154  7.770000e-02 0.40384615
910    0.105  0.9545455  7.636364  9.125000e-02 0.80769231
911    0.105  0.9545455  8.300395  9.235000e-02 0.87500000
912    0.105  1.0000000  8.695652  9.292500e-02 0.91304348
913    0.065  0.6190476  1.238095  1.250000e-02 0.12037037
914    0.065  1.0000000  8.000000  5.687500e-02 0.52000000
915    0.065  0.9285714  8.074534  5.695000e-02 0.54166667
916    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
917    0.110  1.0000000  3.846154  8.140000e-02 0.42307692
918    0.110  1.0000000  7.142857  9.460000e-02 0.78571429
919    0.110  1.0000000  8.695652  9.735000e-02 0.95652174
920    0.110  0.9565217  8.317580  9.677500e-02 0.91666667
921    0.065  0.5909091  1.181818  1.000000e-02 0.11926606
922    0.065  1.0000000  7.142857  5.590000e-02 0.46428571
923    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
924    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
925    0.065  0.5909091  1.181818  1.000000e-02 0.11926606
926    0.065  1.0000000  3.846154  4.810000e-02 0.25000000
927    0.065  0.9285714  8.074534  5.695000e-02 0.54166667
928    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
929    0.105  1.0000000  3.846154  7.770000e-02 0.40384615
930    0.105  0.9545455  6.818182  8.960000e-02 0.72413793
931    0.105  0.9545455  7.636364  9.125000e-02 0.80769231
932    0.105  0.8750000  7.608696  9.120000e-02 0.80769231
933    0.065  0.6190476  1.238095  1.250000e-02 0.12037037
934    0.065  0.9285714  6.632653  5.520000e-02 0.44827586
935    0.065  1.0000000  8.000000  5.687500e-02 0.52000000
936    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
937    0.070  0.6363636  1.272727  1.500000e-02 0.12962963
938    0.070  1.0000000  3.846154  5.180000e-02 0.26923077
939    0.070  1.0000000  8.000000  6.125000e-02 0.56000000
940    0.070  1.0000000  8.695652  6.195000e-02 0.60869565
941    0.065  0.5909091  1.181818  1.000000e-02 0.11926606
942    0.065  1.0000000  3.846154  4.810000e-02 0.25000000
943    0.065  0.9285714  6.632653  5.520000e-02 0.44827586
944    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
945    0.105  1.0000000  3.846154  7.770000e-02 0.40384615
946    0.105  1.0000000  7.142857  9.030000e-02 0.75000000
947    0.105  0.9130435  7.304348  9.062500e-02 0.77777778
948    0.105  0.8750000  7.608696  9.120000e-02 0.80769231
949    0.065  0.6190476  1.238095  1.250000e-02 0.12037037
950    0.065  1.0000000  7.142857  5.590000e-02 0.46428571
951    0.065  1.0000000  8.000000  5.687500e-02 0.52000000
952    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
953    0.065  0.6190476  1.238095  1.250000e-02 0.12037037
954    0.065  1.0000000  3.846154  4.810000e-02 0.25000000
955    0.065  1.0000000  8.000000  5.687500e-02 0.52000000
956    0.065  0.9285714  8.074534  5.695000e-02 0.54166667
957    0.065  0.5652174  1.130435  7.500000e-03 0.11818182
958    0.065  1.0000000  3.846154  4.810000e-02 0.25000000
959    0.065  1.0000000  7.142857  5.590000e-02 0.46428571
960    0.065  1.0000000  8.695652  5.752500e-02 0.56521739
961    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
962    0.050  1.0000000  7.142857  4.300000e-02 0.35714286
963    0.050  0.6666667  5.797101  4.137500e-02 0.35714286
964    0.065  0.5416667  1.083333  5.000000e-03 0.11711712
965    0.065  1.0000000  3.846154  4.810000e-02 0.25000000
966    0.065  0.9285714  6.632653  5.520000e-02 0.44827586
967    0.065  1.0000000  8.000000  5.687500e-02 0.52000000
968    0.055  1.0000000  3.846154  4.070000e-02 0.21153846
969    0.055  1.0000000  7.142857  4.730000e-02 0.39285714
970    0.055  0.7333333  5.866667  4.562500e-02 0.37931034
971    0.120  1.0000000  5.714286  9.900000e-02 0.68571429
972    0.120  0.9600000  5.647059  9.875000e-02 0.68571429
973    0.120  0.9600000  5.818182  9.937500e-02 0.70588235
974    0.120  0.8000000  6.153846  1.005000e-01 0.75000000
975    0.120  1.0000000  3.846154  8.880000e-02 0.46153846
976    0.120  0.9600000  5.647059  9.875000e-02 0.68571429
977    0.120  0.9600000  5.818182  9.937500e-02 0.70588235
978    0.120  0.8275862  6.366048  1.011500e-01 0.77419355
979    0.070  0.5833333  1.555556  2.500000e-02 0.16470588
980    0.070  0.9333333  5.490196  5.725000e-02 0.40000000
981    0.070  0.9333333  5.656566  5.762500e-02 0.41176471
982    0.070  0.7000000  5.384615  5.700000e-02 0.43750000
983    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
984    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
985    0.050  0.7142857  5.494505  4.090000e-02 0.33333333
986    0.070  0.5833333  1.166667  1.000000e-02 0.12727273
987    0.070  0.9333333  5.490196  5.725000e-02 0.40000000
988    0.070  0.9333333  5.656566  5.762500e-02 0.41176471
989    0.070  0.8235294  6.334842  5.895000e-02 0.48275862
990    0.125  1.0000000  3.846154  9.250000e-02 0.48076923
991    0.125  1.0000000  5.714286  1.031250e-01 0.71428571
992    0.125  0.9615385  5.827506  1.035500e-01 0.73529412
993    0.125  0.8620690  6.631300  1.061500e-01 0.83333333
994    0.075  0.6000000  1.600000  2.812500e-02 0.17647059
995    0.075  1.0000000  5.714286  6.187500e-02 0.42857143
996    0.075  0.9375000  5.681818  6.180000e-02 0.44117647
997    0.075  0.7500000  5.769231  6.200000e-02 0.48387097
998    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
999    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
1000   0.050  0.7142857  5.494505  4.090000e-02 0.33333333
1001   0.075  0.6000000  1.200000  1.250000e-02 0.13636364
1002   0.075  1.0000000  5.714286  6.187500e-02 0.42857143
1003   0.075  0.9375000  5.681818  6.180000e-02 0.44117647
1004   0.075  0.8823529  6.787330  6.395000e-02 0.53571429
1005   0.075  0.6000000  1.600000  2.812500e-02 0.17647059
1006   0.075  1.0000000  3.846154  5.550000e-02 0.28846154
1007   0.075  0.9375000  5.681818  6.180000e-02 0.44117647
1008   0.075  0.7500000  5.769231  6.200000e-02 0.48387097
1009   0.050  1.0000000  3.846154  3.700000e-02 0.19230769
1010   0.050  1.0000000  6.060606  4.175000e-02 0.30303030
1011   0.050  0.8333333  6.410256  4.220000e-02 0.35714286
1012   0.075  0.6000000  1.200000  1.250000e-02 0.13636364
1013   0.075  1.0000000  3.846154  5.550000e-02 0.28846154
1014   0.075  0.9375000  5.681818  6.180000e-02 0.44117647
1015   0.075  0.7894737  6.072874  6.265000e-02 0.50000000
1016   0.070  0.9333333  1.866667  3.250000e-02 0.13861386
1017   0.070  0.9333333  2.488889  4.187500e-02 0.18421053
1018   0.070  0.9333333  5.656566  5.762500e-02 0.41176471
1019   0.070  0.7777778  5.982906  5.830000e-02 0.46666667
1020   0.125  1.0000000  3.846154  9.250000e-02 0.48076923
1021   0.125  1.0000000  5.714286  1.031250e-01 0.71428571
1022   0.125  0.9615385  5.656109  1.029000e-01 0.71428571
1023   0.125  0.8064516  6.203474  1.048500e-01 0.78125000
1024   0.075  0.6000000  1.600000  2.812500e-02 0.17647059
1025   0.075  1.0000000  5.714286  6.187500e-02 0.42857143
1026   0.075  0.9375000  5.514706  6.140000e-02 0.42857143
1027   0.075  0.6818182  5.244755  6.070000e-02 0.45454545
1028   0.050  1.0000000  5.714286  4.125000e-02 0.28571429
1029   0.050  1.0000000  5.882353  4.150000e-02 0.29411765
1030   0.050  0.6250000  4.807692  3.960000e-02 0.31250000
1031   0.075  0.6000000  1.200000  1.250000e-02 0.13636364
1032   0.075  1.0000000  5.714286  6.187500e-02 0.42857143
1033   0.075  0.9375000  5.514706  6.140000e-02 0.42857143
1034   0.075  0.8823529  6.787330  6.395000e-02 0.53571429
1035   0.075  0.6000000  1.600000  2.812500e-02 0.17647059
1036   0.075  1.0000000  3.846154  5.550000e-02 0.28846154
1037   0.075  0.9375000  5.514706  6.140000e-02 0.42857143
1038   0.075  0.7142857  5.494505  6.135000e-02 0.46875000
1039   0.050  1.0000000  3.846154  3.700000e-02 0.19230769
1040   0.050  1.0000000  5.882353  4.150000e-02 0.29411765
1041   0.050  0.7142857  5.494505  4.090000e-02 0.33333333
1042   0.075  0.6000000  1.200000  1.250000e-02 0.13636364
1043   0.075  1.0000000  3.846154  5.550000e-02 0.28846154
1044   0.075  0.9375000  5.514706  6.140000e-02 0.42857143
1045   0.075  0.8333333  6.410256  6.330000e-02 0.51724138
1046   0.070  0.9333333  1.866667  3.250000e-02 0.13861386
1047   0.070  0.9333333  2.488889  4.187500e-02 0.18421053
1048   0.070  0.9333333  5.490196  5.725000e-02 0.40000000
1049   0.070  0.8235294  6.334842  5.895000e-02 0.48275862
1050   0.080  0.6153846  1.641026  3.125000e-02 0.18823529
1051   0.080  1.0000000  3.846154  5.920000e-02 0.30769231
1052   0.080  1.0000000  5.714286  6.600000e-02 0.45714286
1053   0.080  0.7272727  5.594406  6.570000e-02 0.50000000
1054   0.050  1.0000000  3.846154  3.700000e-02 0.19230769
1055   0.050  1.0000000  5.714286  4.125000e-02 0.28571429
1056   0.050  0.7142857  5.494505  4.090000e-02 0.33333333
1057   0.080  0.6153846  1.230769  1.500000e-02 0.14545455
1058   0.080  1.0000000  3.846154  5.920000e-02 0.30769231
1059   0.080  1.0000000  5.714286  6.600000e-02 0.45714286
1060   0.080  0.8421053  6.477733  6.765000e-02 0.55172414
1061   0.075  0.9375000  1.875000  3.500000e-02 0.14851485
1062   0.075  0.9375000  2.500000  4.500000e-02 0.19736842
1063   0.075  1.0000000  5.714286  6.187500e-02 0.42857143
1064   0.075  0.8333333  6.410256  6.330000e-02 0.51724138
1065   0.075  0.9375000  1.875000  3.500000e-02 0.14851485
1066   0.075  0.9375000  2.500000  4.500000e-02 0.19736842
1067   0.075  1.0000000  3.846154  5.550000e-02 0.28846154
1068   0.075  0.6521739  5.016722  6.005000e-02 0.44117647
1069   0.140  0.9333333  3.589744  1.010000e-01 0.51851852
1070   0.140  0.9655172  5.517241  1.146250e-01 0.77777778
1071   0.140  0.9655172  5.679513  1.153500e-01 0.80000000
1072   0.140  0.9032258  5.474096  1.144250e-01 0.77777778
1073   0.095  0.6333333  1.688889  3.875000e-02 0.22093023
1074   0.095  0.9500000  5.428571  7.750000e-02 0.52777778
1075   0.095  0.9500000  5.588235  7.800000e-02 0.54285714
1076   0.095  0.8636364  5.234160  7.685000e-02 0.52777778
1077   0.070  1.0000000  5.714286  5.775000e-02 0.40000000
1078   0.070  1.0000000  5.882353  5.810000e-02 0.41176471
1079   0.070  0.8750000  5.303030  5.680000e-02 0.40000000
1080   0.080  0.5333333  1.066667  5.000000e-03 0.14035088
1081   0.080  0.9411765  5.378151  6.512500e-02 0.44444444
1082   0.080  0.9411765  5.536332  6.555000e-02 0.45714286
1083   0.080  0.9411765  5.704100  6.597500e-02 0.47058824
1084   0.090  0.6206897  1.655172  3.562500e-02 0.20930233
1085   0.090  0.9000000  3.461538  6.400000e-02 0.33333333
1086   0.090  0.9000000  5.294118  7.300000e-02 0.50000000
1087   0.090  0.8571429  5.194805  7.267500e-02 0.50000000
1088   0.060  0.8571429  3.296703  4.180000e-02 0.22222222
1089   0.060  1.0000000  5.882353  4.980000e-02 0.35294118
1090   0.060  0.8571429  5.194805  4.845000e-02 0.34285714
1091   0.085  0.5862069  1.172414  1.250000e-02 0.15178571
1092   0.085  1.0000000  3.846154  6.290000e-02 0.32692308
1093   0.085  0.8947368  5.263158  6.885000e-02 0.47222222
1094   0.085  0.9444444  5.723906  7.015000e-02 0.50000000
1095   0.080  0.8000000  1.600000  3.000000e-02 0.15384615
1096   0.080  0.9411765  2.509804  4.812500e-02 0.21052632
1097   0.080  0.8888889  5.228758  6.470000e-02 0.44444444
1098   0.080  0.9411765  5.704100  6.597500e-02 0.47058824
1099   0.090  0.6206897  1.655172  3.562500e-02 0.20930233
1100   0.090  0.9000000  3.461538  6.400000e-02 0.33333333
1101   0.090  0.9000000  5.142857  7.250000e-02 0.48648649
1102   0.090  0.8181818  4.958678  7.185000e-02 0.48648649
1103   0.060  0.8571429  3.296703  4.180000e-02 0.22222222
1104   0.060  1.0000000  5.714286  4.950000e-02 0.34285714
1105   0.060  0.8571429  5.194805  4.845000e-02 0.34285714
1106   0.085  0.5862069  1.172414  1.250000e-02 0.15178571
1107   0.085  1.0000000  3.846154  6.290000e-02 0.32692308
1108   0.085  0.8947368  5.112782  6.837500e-02 0.45945946
1109   0.085  0.8947368  5.422648  6.932500e-02 0.48571429
1110   0.080  0.8000000  1.600000  3.000000e-02 0.15384615
1111   0.080  0.9411765  2.509804  4.812500e-02 0.21052632
1112   0.080  0.8888889  5.079365  6.425000e-02 0.43243243
1113   0.080  0.8888889  5.387205  6.515000e-02 0.45714286
1114   0.090  0.9000000  1.800000  4.000000e-02 0.17647059
1115   0.090  0.9473684  2.526316  5.437500e-02 0.23684211
1116   0.090  1.0000000  3.846154  6.660000e-02 0.34615385
1117   0.090  0.7826087  4.743083  7.102500e-02 0.47368421
1118   0.100  0.6451613  1.720430  4.187500e-02 0.23255814
1119   0.100  0.9090909  3.496503  7.140000e-02 0.37037037
1120   0.100  0.9523810  5.442177  8.162500e-02 0.55555556
1121   0.100  0.9090909  5.347594  8.130000e-02 0.55555556
1122   0.070  0.8750000  3.365385  4.920000e-02 0.25925926
1123   0.070  1.0000000  5.714286  5.775000e-02 0.40000000
1124   0.070  1.0000000  5.882353  5.810000e-02 0.41176471
1125   0.085  0.5483871  1.096774  7.500000e-03 0.14912281
1126   0.085  1.0000000  3.846154  6.290000e-02 0.32692308
1127   0.085  0.9444444  5.396825  6.925000e-02 0.47222222
1128   0.085  0.8947368  5.263158  6.885000e-02 0.47222222
1129   0.080  0.7272727  1.454545  2.500000e-02 0.15094340
1130   0.080  0.9411765  2.509804  4.812500e-02 0.21052632
1131   0.080  0.9411765  5.378151  6.512500e-02 0.44444444
1132   0.080  0.8888889  5.228758  6.470000e-02 0.44444444
1133   0.085  0.8095238  1.619048  3.250000e-02 0.16346154
1134   0.085  0.9444444  2.518519  5.125000e-02 0.22368421
1135   0.085  1.0000000  3.846154  6.290000e-02 0.32692308
1136   0.085  0.7391304  4.347826  6.545000e-02 0.42500000
1137   0.090  0.8181818  1.636364  3.500000e-02 0.17307692
1138   0.090  0.9473684  2.526316  5.437500e-02 0.23684211
1139   0.090  1.0000000  3.846154  6.660000e-02 0.34615385
1140   0.090  0.7826087  4.472050  6.987500e-02 0.45000000
1141   0.135  0.9000000  2.535211  8.175000e-02 0.36486486
1142   0.135  1.0000000  2.857143  8.775000e-02 0.38571429
1143   0.135  0.9642857  3.061224  9.090000e-02 0.42187500
1144   0.140  0.9333333  2.557078  8.525000e-02 0.37333333
1145   0.140  1.0000000  2.857143  9.100000e-02 0.40000000
1146   0.140  0.9333333  2.962963  9.275000e-02 0.43076923
1147   0.140  0.5000000  2.083333  7.280000e-02 0.36842105
1148   0.140  0.9333333  2.196078  7.625000e-02 0.32183908
1149   0.140  1.0000000  2.857143  9.100000e-02 0.40000000
1150   0.140  0.8750000  2.777778  8.960000e-02 0.41791045
1151   0.140  0.5090909  2.121212  7.400000e-02 0.37333333
1152   0.070  1.0000000  2.857143  4.550000e-02 0.20000000
1153   0.070  0.9333333  2.962963  4.637500e-02 0.21875000
1154   0.080  0.5333333  1.066667  5.000000e-03 0.14035088
1155   0.080  1.0000000  2.857143  5.200000e-02 0.22857143
1156   0.080  0.8000000  2.539683  4.850000e-02 0.23880597
1157   0.080  0.5000000  2.083333  4.160000e-02 0.25000000
1158   0.125  0.9259259  2.536783  7.572500e-02 0.33333333
1159   0.125  0.8928571  2.515091  7.530000e-02 0.33783784
1160   0.125  0.8333333  2.645503  7.775000e-02 0.36764706
1161   0.135  1.0000000  2.352941  7.762500e-02 0.31764706
1162   0.135  0.9642857  2.716298  8.530000e-02 0.37500000
1163   0.135  0.8437500  2.678571  8.460000e-02 0.39705882
1164   0.135  0.5000000  2.083333  7.020000e-02 0.36000000
1165   0.060  0.8571429  2.414487  3.515000e-02 0.16438356
1166   0.060  1.0000000  3.174603  4.110000e-02 0.19047619
1167   0.075  0.5555556  1.111111  7.500000e-03 0.13392857
1168   0.075  0.9375000  2.640845  4.660000e-02 0.20833333
1169   0.075  0.7500000  2.380952  4.350000e-02 0.22058824
1170   0.075  0.5000000  2.083333  3.900000e-02 0.23809524
1171   0.130  0.9285714  2.184874  7.050000e-02 0.29885057
1172   0.130  0.9285714  2.544031  7.890000e-02 0.34666667
1173   0.130  0.8387097  2.662570  8.117500e-02 0.38235294
1174   0.130  0.5000000  2.083333  6.760000e-02 0.35135135
1175   0.070  0.5000000  1.000000  0.000000e+00 0.12280702
1176   0.070  1.0000000  2.739726  4.445000e-02 0.19178082
1177   0.070  0.9333333  2.962963  4.637500e-02 0.21875000
1178   0.070  0.5000000  1.000000  0.000000e+00 0.12280702
1179   0.070  0.8750000  2.397260  4.080000e-02 0.18666667
1180   0.070  0.7368421  2.339181  4.007500e-02 0.20588235
1181   0.070  0.5000000  2.083333  3.640000e-02 0.22580645
1182   0.060  0.8571429  2.016807  3.025000e-02 0.13793103
1183   0.060  1.0000000  3.174603  4.110000e-02 0.19047619
1184   0.080  0.5714286  1.142857  1.000000e-02 0.14285714
1185   0.080  1.0000000  2.352941  4.600000e-02 0.18823529
1186   0.080  0.6666667  2.116402  4.220000e-02 0.22535211
1187   0.080  0.5925926  2.469136  4.760000e-02 0.27118644
1188   0.060  1.0000000  2.531646  3.630000e-02 0.15189873
1189   0.060  1.0000000  2.739726  3.810000e-02 0.16438356
1190   0.060  0.9230769  2.675585  3.757500e-02 0.17142857
1191   0.130  0.9285714  2.544031  7.890000e-02 0.34666667
1192   0.130  0.8666667  2.441315  7.675000e-02 0.34666667
1193   0.130  0.8666667  2.476190  7.750000e-02 0.35135135
1194   0.140  1.0000000  2.352941  8.050000e-02 0.32941176
1195   0.140  0.8750000  2.464789  8.320000e-02 0.37333333
1196   0.140  0.8750000  2.500000  8.400000e-02 0.37837838
1197   0.140  0.5000000  2.083333  7.280000e-02 0.36842105
1198   0.060  0.8000000  2.253521  3.337500e-02 0.16216216
1199   0.060  1.0000000  2.857143  3.900000e-02 0.17142857
1200   0.080  0.5714286  1.142857  1.000000e-02 0.14285714
1201   0.080  0.8000000  2.253521  4.450000e-02 0.21333333
1202   0.080  0.8000000  2.285714  4.500000e-02 0.21621622
1203   0.080  0.5333333  2.222222  4.400000e-02 0.25806452
1204   0.135  0.9000000  2.117647  7.125000e-02 0.30681818
1205   0.135  0.8437500  2.311644  7.660000e-02 0.34615385
1206   0.135  0.8709677  2.488479  8.075000e-02 0.36486486
1207   0.135  0.5094340  2.122642  7.140000e-02 0.36486486
1208   0.075  0.5000000  1.000000 -1.387779e-17 0.13043478
1209   0.075  1.0000000  2.739726  4.762500e-02 0.20547945
1210   0.075  1.0000000  2.857143  4.875000e-02 0.21428571
1211   0.075  0.5000000  1.000000 -1.387779e-17 0.13043478
1212   0.075  0.7500000  2.054795  3.850000e-02 0.19230769
1213   0.075  0.7894737  2.255639  4.175000e-02 0.20270270
1214   0.075  0.5357143  2.232143  4.140000e-02 0.24590164
1215   0.060  0.8000000  1.882353  2.812500e-02 0.13636364
1216   0.060  1.0000000  2.857143  3.900000e-02 0.17142857
1217   0.100  0.6250000  1.250000  2.000000e-02 0.17857143
1218   0.100  1.0000000  2.352941  5.750000e-02 0.23529412
1219   0.100  0.8333333  2.380952  5.800000e-02 0.27027027
1220   0.100  0.6451613  2.688172  6.280000e-02 0.33898305
1221   0.150  1.0000000  2.352941  8.625000e-02 0.35294118
1222   0.150  0.9375000  2.568493  9.160000e-02 0.40000000
1223   0.150  0.9677419  2.726034  9.497500e-02 0.41666667
1224   0.150  0.5263158  2.192982  8.160000e-02 0.40000000
1225   0.060  1.0000000  2.739726  3.810000e-02 0.16438356
1226   0.060  0.8000000  2.253521  3.337500e-02 0.16216216
1227   0.090  0.6000000  1.200000  1.500000e-02 0.16071429
1228   0.090  0.9000000  2.465753  5.350000e-02 0.24000000
1229   0.090  0.9473684  2.668643  5.627500e-02 0.25000000
1230   0.090  0.5454545  2.272727  5.040000e-02 0.28571429
1231   0.060  1.0000000  2.352941  3.450000e-02 0.14117647
1232   0.060  1.0000000  2.816901  3.870000e-02 0.16901408
1233   0.100  0.6250000  1.250000  2.000000e-02 0.17857143
1234   0.100  1.0000000  2.352941  5.750000e-02 0.23529412
1235   0.100  0.8333333  2.347418  5.740000e-02 0.26666667
1236   0.100  0.6451613  2.688172  6.280000e-02 0.33898305
1237   0.060  0.8000000  1.882353  2.812500e-02 0.13636364
1238   0.060  1.0000000  2.739726  3.810000e-02 0.16438356
1239   0.095  0.6129032  1.225806  1.750000e-02 0.16964286
1240   0.095  1.0000000  2.352941  5.462500e-02 0.22352941
1241   0.095  0.7916667  2.168950  5.120000e-02 0.24358974
1242   0.095  0.5937500  2.473958  5.660000e-02 0.31147541
1243   0.050  0.8333333  2.109705  2.630000e-02 0.12345679
1244   0.050  0.7692308  2.051282  2.562500e-02 0.12820513
1245   0.050  1.0000000  2.739726  3.175000e-02 0.13698630
1246   0.060  1.0000000  2.000000  3.000000e-02 0.12000000
1247   0.060  1.0000000  2.666667  3.750000e-02 0.16000000
1248   0.060  1.0000000  2.739726  3.810000e-02 0.16438356
1249   0.050  0.7692308  1.538462  1.750000e-02 0.09708738
1250   0.050  0.8333333  2.109705  2.630000e-02 0.12345679
1251   0.050  1.0000000  2.739726  3.175000e-02 0.13698630
1252   0.050  1.0000000  2.000000  2.500000e-02 0.10000000
1253   0.050  0.8333333  2.109705  2.630000e-02 0.12345679
1254   0.050  1.0000000  2.666667  3.125000e-02 0.13333333
1255   0.090  0.5454545  1.454545  2.812500e-02 0.20000000
1256   0.090  0.9000000  2.465753  5.350000e-02 0.24000000
1257   0.090  1.0000000  2.898551  5.895000e-02 0.26086957
1258   0.165  1.0000000  2.531646  9.982500e-02 0.41772152
1259   0.165  0.9428571  2.583170  1.011250e-01 0.44000000
1260   0.165  0.9428571  2.732919  1.046250e-01 0.46478873
1261   0.165  0.5500000  2.291667  9.300000e-02 0.44000000
1262   0.165  1.0000000  2.469136  9.817500e-02 0.40740741
1263   0.165  0.9428571  2.583170  1.011250e-01 0.44000000
1264   0.165  0.9428571  2.732919  1.046250e-01 0.46478873
1265   0.165  0.5789474  2.412281  9.660000e-02 0.45833333
1266   0.075  1.0000000  2.739726  4.762500e-02 0.20547945
1267   0.075  0.8823529  2.557545  4.567500e-02 0.21126761
1268   0.075  0.7500000  3.125000  5.100000e-02 0.28301887
1269   0.055  0.8461538  2.318230  3.127500e-02 0.14666667
1270   0.055  1.0000000  2.898551  3.602500e-02 0.15942029
1271   0.110  0.6666667  1.333333  2.750000e-02 0.19819820
1272   0.110  1.0000000  2.739726  6.985000e-02 0.30136986
1273   0.110  0.9166667  2.657005  6.860000e-02 0.30985915
1274   0.110  0.7096774  2.956989  7.280000e-02 0.38596491
1275   0.100  1.0000000  2.531646  6.050000e-02 0.25316456
1276   0.100  0.5714286  1.523810  3.437500e-02 0.22222222
1277   0.100  0.9090909  2.635046  6.205000e-02 0.28169014
1278   0.100  1.0000000  2.469136  5.950000e-02 0.24691358
1279   0.100  0.5714286  1.523810  3.437500e-02 0.22222222
1280   0.100  0.8333333  2.415459  5.860000e-02 0.27397260
1281   0.065  0.6500000  1.300000  1.500000e-02 0.12149533
1282   0.065  1.0000000  2.666667  4.062500e-02 0.17333333
1283   0.065  0.7647059  2.216539  3.567500e-02 0.17808219
1284   0.175  1.0000000  2.469136  1.041250e-01 0.43209877
1285   0.175  1.0000000  2.531646  1.058750e-01 0.44303797
1286   0.175  0.8750000  2.536232  1.060000e-01 0.47297297
1287   0.175  0.6034483  2.514368  1.054000e-01 0.49295775
1288   0.075  1.0000000  2.531646  4.537500e-02 0.18987342
1289   0.075  0.8333333  2.415459  4.395000e-02 0.20833333
1290   0.075  0.7500000  3.125000  5.100000e-02 0.28301887
1291   0.065  1.0000000  2.531646  3.932500e-02 0.16455696
1292   0.065  0.8125000  2.355072  3.740000e-02 0.18055556
1293   0.110  0.6285714  1.257143  2.250000e-02 0.19469027
1294   0.110  1.0000000  2.531646  6.655000e-02 0.27848101
1295   0.110  0.9166667  2.657005  6.860000e-02 0.30985915
1296   0.110  0.7333333  3.055556  7.400000e-02 0.39285714
1297   0.075  1.0000000  2.469136  4.462500e-02 0.18518519
1298   0.075  0.8333333  2.415459  4.395000e-02 0.20833333
1299   0.075  0.8823529  3.676471  5.460000e-02 0.30000000
1300   0.065  1.0000000  2.469136  3.867500e-02 0.16049383
1301   0.065  0.7222222  2.093398  3.395000e-02 0.17567568
1302   0.110  0.6285714  1.257143  2.250000e-02 0.19469027
1303   0.110  1.0000000  2.469136  6.545000e-02 0.27160494
1304   0.110  0.9166667  2.657005  6.860000e-02 0.30985915
1305   0.110  0.7857143  3.273810  7.640000e-02 0.40740741
1306   0.075  1.0000000  2.000000  3.750000e-02 0.15000000
1307   0.075  0.6818182  1.604278  2.825000e-02 0.16304348
1308   0.075  0.8823529  2.557545  4.567500e-02 0.21126761
1309   0.075  0.6818182  2.840909  4.860000e-02 0.27272727
1310   0.090  1.0000000  2.531646  5.445000e-02 0.22784810
1311   0.090  0.5142857  1.371429  2.437500e-02 0.19565217
1312   0.090  0.8181818  2.241594  4.985000e-02 0.23376623
1313   0.090  1.0000000  2.469136  5.355000e-02 0.22222222
1314   0.090  0.5142857  1.371429  2.437500e-02 0.19565217
1315   0.090  0.7500000  2.054795  4.620000e-02 0.22784810
1316   0.055  0.6111111  1.222222  1.000000e-02 0.10280374
1317   0.055  1.0000000  2.666667  3.437500e-02 0.14666667
1318   0.055  0.6470588  1.772764  2.397500e-02 0.13924051
1319   0.175  1.0000000  2.469136  1.041250e-01 0.43209877
1320   0.175  1.0000000  2.531646  1.058750e-01 0.44303797
1321   0.175  0.8750000  2.397260  1.020000e-01 0.44871795
1322   0.175  0.5645161  2.352151  1.006000e-01 0.46666667
1323   0.085  1.0000000  2.531646  5.142500e-02 0.21518987
1324   0.085  0.9444444  2.587519  5.215000e-02 0.22972973
1325   0.085  0.7391304  3.079710  5.740000e-02 0.31481481
1326   0.055  1.0000000  2.531646  3.327500e-02 0.13924051
1327   0.055  0.6875000  1.883562  2.580000e-02 0.14102564
1328   0.120  0.6857143  1.371429  3.250000e-02 0.21621622
1329   0.120  1.0000000  2.531646  7.260000e-02 0.30379747
1330   0.120  1.0000000  2.739726  7.620000e-02 0.32876712
1331   0.120  0.7272727  3.030303  8.040000e-02 0.42105263
1332   0.085  1.0000000  2.469136  5.057500e-02 0.20987654
1333   0.085  0.9444444  2.587519  5.215000e-02 0.22972973
1334   0.085  0.8500000  3.541667  6.100000e-02 0.33333333
1335   0.055  1.0000000  2.469136  3.272500e-02 0.13580247
