     support confidence      lift      leverage    jaccard
446    0.160  0.5245902  2.185792  8.680000e-02 0.41558442
447    0.060  0.5000000  1.408451  1.740000e-02 0.14457831
448    0.100  0.6250000  1.250000  2.000000e-02 0.17857143
449    0.100  0.8333333  2.347418  5.740000e-02 0.26666667
450    0.100  0.5555556  2.314815  5.680000e-02 0.31250000
451    0.155  0.9117647  2.145329  8.275000e-02 0.35227273
452    0.155  0.8611111  2.359209  8.930000e-02 0.39743590
453    0.155  0.5081967  2.117486  8.180000e-02 0.39743590
454    0.075  0.6250000  1.712329  3.120000e-02 0.18292683
455    0.095  0.5588235  1.117647  1.000000e-02 0.16521739
456    0.095  0.7916667  2.168950  5.120000e-02 0.24358974
457    0.095  0.5277778  2.199074  5.180000e-02 0.29230769
458    0.060  0.7500000  2.000000  3.000000e-02 0.15189873
459    0.060  1.0000000  2.739726  3.810000e-02 0.16438356
460    0.065  0.8125000  2.056962  3.340000e-02 0.15853659
461    0.065  0.7222222  1.978691  3.215000e-02 0.16666667
462    0.060  0.7500000  1.500000  2.000000e-02 0.11538462
463    0.060  0.5000000  1.369863  1.620000e-02 0.14117647
464    0.050  0.8333333  2.109705  2.630000e-02 0.12345679
465    0.050  0.5555556  1.481481  1.625000e-02 0.12048193
466    0.060  1.0000000  2.000000  3.000000e-02 0.12000000
467    0.060  0.5000000  1.333333  1.500000e-02 0.13793103
468    0.065  0.7222222  1.783265  2.855000e-02 0.15116279
469    0.065  1.0000000  2.531646  3.932500e-02 0.16455696
470    0.050  0.5555556  1.111111  5.000000e-03 0.09259259
471    0.060  0.5000000  1.176471  9.000000e-03 0.12371134
472    0.120  0.6666667  1.333333  3.000000e-02 0.21428571
473    0.120  1.0000000  2.352941  6.900000e-02 0.28235294
474    0.165  0.9428571  2.583170  1.011250e-01 0.44000000
475    0.165  0.9428571  2.732919  1.046250e-01 0.46478873
476    0.165  0.5409836  2.254098  9.180000e-02 0.43421053
477    0.100  0.5714286  1.523810  3.437500e-02 0.22222222
478    0.100  0.8333333  2.415459  5.860000e-02 0.27397260
479    0.175  1.0000000  2.531646  1.058750e-01 0.44303797
480    0.175  0.8750000  2.536232  1.060000e-01 0.47297297
481    0.175  0.5645161  2.352151  1.006000e-01 0.46666667
482    0.175  1.0000000  2.469136  1.041250e-01 0.43209877
483    0.175  0.8333333  2.415459  1.025500e-01 0.46052632
484    0.175  0.5737705  2.390710  1.018000e-01 0.47297297
485    0.075  0.6250000  1.811594  3.360000e-02 0.19230769
486    0.075  0.6521739  2.717391  4.740000e-02 0.26785714
487    0.065  0.5416667  1.570048  2.360000e-02 0.16250000
488    0.110  0.6285714  1.257143  2.250000e-02 0.19469027
489    0.110  0.9166667  2.657005  6.860000e-02 0.30985915
490    0.110  0.6470588  2.696078  6.920000e-02 0.36666667
491    0.055  1.0000000  2.000000  2.750000e-02 0.11000000
492    0.090  0.5142857  1.371429  2.437500e-02 0.19565217
493    0.090  0.7500000  2.054795  4.620000e-02 0.22784810
494    0.175  1.0000000  2.531646  1.058750e-01 0.44303797
495    0.175  0.8750000  2.397260  1.020000e-01 0.44871795
496    0.175  0.5147059  2.144608  9.340000e-02 0.43209877
497    0.175  1.0000000  2.469136  1.041250e-01 0.43209877
498    0.175  0.8333333  2.283105  9.835000e-02 0.43750000
499    0.175  0.5555556  2.314815  9.940000e-02 0.46052632
500    0.085  0.7083333  1.940639  4.120000e-02 0.21250000
501    0.085  0.7083333  2.951389  5.620000e-02 0.30909091
502    0.120  0.6857143  1.371429  3.250000e-02 0.21621622
503    0.120  1.0000000  2.739726  7.620000e-02 0.32876712
504    0.120  0.6666667  2.777778  7.680000e-02 0.40000000
505    0.110  0.9166667  2.320675  6.260000e-02 0.27160494
506    0.110  0.5500000  1.466667  3.500000e-02 0.23655914
507    0.120  1.0000000  2.469136  7.140000e-02 0.29629630
508    0.120  0.5714286  1.523810  4.125000e-02 0.25806452
509    0.085  0.7083333  1.416667  2.500000e-02 0.15887850
510    0.085  0.7083333  1.888889  4.000000e-02 0.20731707
511    0.200  1.0000000  2.469136  1.190000e-01 0.49382716
512    0.200  0.9523810  2.411091  1.170500e-01 0.49382716
513    0.200  0.5555556  2.314815  1.136000e-01 0.50000000
514    0.090  0.7500000  1.898734  4.260000e-02 0.21176471
515    0.090  0.6206897  2.586207  5.520000e-02 0.30508475
516    0.080  0.6666667  1.687764  3.260000e-02 0.18390805
517    0.120  0.6000000  1.200000  2.000000e-02 0.20689655
518    0.120  1.0000000  2.531646  7.260000e-02 0.30379747
519    0.120  0.6153846  2.564103  7.320000e-02 0.38095238
520    0.090  0.7500000  1.851852  4.140000e-02 0.20689655
521    0.090  0.7200000  3.000000  6.000000e-02 0.32727273
522    0.090  0.7500000  1.851852  4.140000e-02 0.20689655
523    0.120  0.5714286  1.142857  1.500000e-02 0.20338983
524    0.120  1.0000000  2.469136  7.140000e-02 0.29629630
525    0.120  0.6315789  2.631579  7.440000e-02 0.38709677
526    0.085  0.7083333  1.416667  2.500000e-02 0.15887850
527    0.085  0.7083333  1.666667  3.400000e-02 0.18478261
528    0.130  0.9629630  2.751323  8.275000e-02 0.36619718
529    0.130  0.8965517  2.846196  8.432500e-02 0.39393939
530    0.125  0.9259259  2.608242  7.707500e-02 0.34246575
531    0.125  0.8928571  2.834467  8.090000e-02 0.37878788
532    0.115  0.8518519  2.333841  6.572500e-02 0.29870130
533    0.115  0.9200000  2.920635  7.562500e-02 0.35384615
534    0.105  0.7777778  1.830065  4.762500e-02 0.23076923
535    0.105  0.9545455  3.030303  7.035000e-02 0.32812500
536    0.085  0.6296296  1.259259  1.750000e-02 0.15454545
537    0.085  0.6538462  2.075702  4.405000e-02 0.23611111
538    0.085  0.5151515  1.981352  4.210000e-02 0.25000000
539    0.125  0.8620690  2.428363  7.352500e-02 0.33333333
540    0.125  0.8928571  2.551020  7.600000e-02 0.34246575
541    0.115  0.7931034  2.172886  6.207500e-02 0.29113924
542    0.115  0.9200000  2.628571  7.125000e-02 0.31944444
543    0.110  0.7586207  1.784990  4.837500e-02 0.23913043
544    0.110  1.0000000  2.857143  7.150000e-02 0.31428571
545    0.065  0.5000000  1.428571  1.950000e-02 0.15662651
546    0.080  0.5517241  1.103448  7.500000e-03 0.14159292
547    0.080  0.6153846  1.758242  3.450000e-02 0.20000000
548    0.120  0.8571429  2.348337  6.890000e-02 0.31168831
549    0.120  0.9600000  2.704225  7.562500e-02 0.33333333
550    0.110  0.7857143  1.848739  5.050000e-02 0.24175824
551    0.110  1.0000000  2.816901  7.095000e-02 0.30985915
552    0.080  0.5714286  1.142857  1.000000e-02 0.14285714
553    0.080  0.6153846  1.733478  3.385000e-02 0.19753086
554    0.100  0.8000000  1.882353  4.687500e-02 0.22222222
555    0.100  0.9090909  2.490660  5.985000e-02 0.26666667
556    0.075  0.6000000  1.200000  1.250000e-02 0.13636364
557    0.075  0.5769231  1.580611  2.755000e-02 0.17857143
558    0.055  0.5000000  1.000000 -6.938894e-18 0.09909910
559    0.055  0.5000000  1.000000 -6.938894e-18 0.09909910
560    0.075  0.8333333  2.283105  4.215000e-02 0.19736842
561    0.075  0.7500000  2.173913  4.050000e-02 0.20270270
562    0.075  0.8333333  2.222222  4.125000e-02 0.19230769
563    0.070  0.7777778  1.969058  3.445000e-02 0.16867470
564    0.070  0.7368421  2.135774  3.722500e-02 0.18918919
565    0.085  0.9444444  2.331962  4.855000e-02 0.20731707
566    0.085  0.6538462  1.895206  4.015000e-02 0.21794872
567    0.055  0.6111111  1.222222  1.000000e-02 0.10280374
568    0.080  0.8000000  2.133333  4.250000e-02 0.20253165
569    0.090  0.9000000  2.278481  5.050000e-02 0.22222222
570    0.090  0.9473684  2.595530  5.532500e-02 0.24324324
571    0.095  0.9500000  2.345679  5.450000e-02 0.23170732
572    0.095  0.7307692  2.002107  4.755000e-02 0.23750000
573    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
574    0.075  0.7894737  2.105263  3.937500e-02 0.18987342
575    0.105  0.5675676  1.401401  3.007500e-02 0.21649485
576    0.105  0.8076923  2.153846  5.625000e-02 0.26250000
577    0.070  0.5384615  1.435897  2.125000e-02 0.16091954
578    0.115  0.6216216  1.243243  2.250000e-02 0.20175439
579    0.115  0.8846154  2.358974  6.625000e-02 0.29487179
580    0.115  0.7666667  2.948718  7.600000e-02 0.38983051
581    0.095  1.0000000  2.469136  5.652500e-02 0.23456790
582    0.095  0.7307692  1.850049  4.365000e-02 0.22093023
583    0.060  0.6315789  1.263158  1.250000e-02 0.11214953
584    0.080  0.6153846  1.230769  1.500000e-02 0.14545455
585    0.080  0.6153846  1.519468  2.735000e-02 0.17582418
586    0.285  0.9193548  2.589732  1.749500e-01 0.75000000
587    0.285  0.9827586  2.807882  1.835000e-01 0.80281690
588    0.285  0.9661017  3.066990  1.920750e-01 0.87692308
589    0.280  0.9032258  2.474591  1.668500e-01 0.70886076
590    0.280  0.9824561  2.807018  1.802500e-01 0.78873239
591    0.280  0.9491525  3.013183  1.870750e-01 0.84848485
592    0.275  0.8870968  2.087287  1.432500e-01 0.59782609
593    0.275  1.0000000  2.857143  1.787500e-01 0.78571429
594    0.275  0.9166667  2.910053  1.805000e-01 0.80882353
595    0.150  1.0000000  2.857143  9.750000e-02 0.42857143
596    0.150  0.8823529  2.801120  9.645000e-02 0.44776119
597    0.160  0.5161290  1.032258  5.000000e-03 0.24615385
598    0.160  0.9696970  2.770563  1.022500e-01 0.45070423
599    0.160  0.8888889  2.821869  1.033000e-01 0.47761194
600    0.270  0.9310345  2.550779  1.641500e-01 0.70129870
601    0.270  0.9473684  2.668643  1.688250e-01 0.72972973
602    0.270  0.8571429  2.721088  1.707750e-01 0.75000000
603    0.270  0.9310345  2.190669  1.467500e-01 0.60674157
604    0.270  0.9818182  2.765685  1.723750e-01 0.75000000
605    0.270  0.8852459  2.810304  1.739250e-01 0.77142857
606    0.140  0.9333333  2.629108  8.675000e-02 0.38356164
607    0.140  0.8000000  2.539683  8.487500e-02 0.40000000
608    0.150  0.5172414  1.034483  5.000000e-03 0.23437500
609    0.150  0.9090909  2.560819  9.142500e-02 0.40540541
610    0.150  0.8333333  2.645503  9.330000e-02 0.43478261
611    0.260  0.9122807  2.146543  1.388750e-01 0.57777778
612    0.260  0.9454545  2.590286  1.596250e-01 0.68421053
613    0.260  0.8524590  2.706219  1.639250e-01 0.72222222
614    0.145  0.5087719  1.017544  2.500000e-03 0.22656250
615    0.145  0.9666667  2.648402  9.025000e-02 0.39189189
616    0.145  0.7837838  2.488202  8.672500e-02 0.40845070
617    0.140  0.8484848  2.324616  7.977500e-02 0.35897436
618    0.140  0.7777778  2.469136  8.330000e-02 0.39436620
619    0.140  0.5090909  1.018182  2.500000e-03 0.22047244
620    0.140  0.9333333  2.196078  7.625000e-02 0.32183908
621    0.140  0.9032258  2.867384  9.117500e-02 0.42424242
622    0.135  0.8181818  1.925134  6.487500e-02 0.29670330
623    0.135  0.5000000  1.587302  4.995000e-02 0.30000000
624    0.200  0.6557377  1.748634  8.562500e-02 0.41666667
625    0.200  0.8888889  2.435312  1.178750e-01 0.51282051
626    0.200  0.8333333  2.415459  1.172000e-01 0.51948052
627    0.300  0.9836066  2.490143  1.795250e-01 0.75000000
628    0.300  0.9677419  2.651348  1.868500e-01 0.80000000
629    0.300  0.8823529  2.557545  1.827000e-01 0.77922078
630    0.285  0.9344262  2.307225  1.614750e-01 0.67058824
631    0.285  0.9344262  2.560072  1.736750e-01 0.74025974
632    0.285  0.9047619  2.622498  1.763250e-01 0.76000000
633    0.100  0.8695652  2.382370  5.802500e-02 0.26315789
634    0.100  0.8333333  2.415459  5.860000e-02 0.27397260
635    0.150  0.8571429  2.348337  8.612500e-02 0.38461538
636    0.150  0.8108108  2.350176  8.617500e-02 0.39473684
637    0.155  0.5081967  1.016393  2.500000e-03 0.23846154
638    0.155  0.9117647  2.497985  9.295000e-02 0.40789474
639    0.155  0.8611111  2.495974  9.290000e-02 0.41891892
640    0.205  0.9111111  2.306610  1.161250e-01 0.49397590
641    0.205  0.6612903  1.763441  8.875000e-02 0.42708333
642    0.205  0.8367347  2.425318  1.204750e-01 0.53246753
643    0.215  0.9555556  2.359396  1.238750e-01 0.51807229
644    0.215  0.7049180  1.879781  1.006250e-01 0.46236559
645    0.215  0.7962963  2.308105  1.218500e-01 0.53750000
646    0.165  0.7333333  1.466667  5.250000e-02 0.29464286
647    0.165  0.9428571  2.514286  9.937500e-02 0.42857143
648    0.165  0.7333333  2.125604  8.737500e-02 0.40740741
649    0.290  0.9354839  2.309837  1.644500e-01 0.68235294
650    0.290  0.9508197  2.407138  1.695250e-01 0.70731707
651    0.290  0.8055556  2.334944  1.658000e-01 0.69879518
652    0.100  0.8695652  2.201431  5.457500e-02 0.24390244
653    0.100  0.6896552  1.999000  4.997500e-02 0.25641026
654    0.160  0.5161290  1.032258  5.000000e-03 0.24615385
655    0.160  0.9142857  2.314647  9.087500e-02 0.39024390
656    0.160  0.8000000  2.318841  9.100000e-02 0.41558442
657    0.150  0.8823529  2.233805  8.285000e-02 0.36144578
658    0.150  0.7692308  2.229654  8.272500e-02 0.38461538
659    0.085  0.7391304  1.825013  3.842500e-02 0.19540230
660    0.085  0.6800000  1.971014  4.187500e-02 0.22077922
661    0.165  0.5409836  1.081967  1.250000e-02 0.25781250
662    0.165  0.9428571  2.328042  9.412500e-02 0.39759036
663    0.165  0.7674419  2.224469  9.082500e-02 0.41772152
664    0.140  0.8235294  2.033406  7.115000e-02 0.32183908
665    0.140  0.7368421  2.135774  7.445000e-02 0.35443038
666    0.110  0.9565217  1.913043  5.250000e-02 0.21782178
667    0.110  0.6470588  1.522491  3.775000e-02 0.22680412
668    0.270  0.9152542  2.507546  1.623250e-01 0.69230769
669    0.270  0.9152542  2.578181  1.652750e-01 0.71052632
670    0.270  0.8571429  2.448980  1.597500e-01 0.68354430
671    0.280  0.9491525  2.233300  1.546250e-01 0.63636364
672    0.280  0.9333333  2.629108  1.735000e-01 0.74666667
673    0.280  0.9180328  2.622951  1.732500e-01 0.74666667
674    0.145  0.8529412  2.402651  8.465000e-02 0.38157895
675    0.145  0.8285714  2.367347  8.375000e-02 0.38157895
676    0.150  0.5084746  1.016949  2.500000e-03 0.23255814
677    0.150  0.8333333  2.347418  8.610000e-02 0.38961039
678    0.150  0.8333333  2.380952  8.700000e-02 0.39473684
679    0.265  0.8983051  2.113659  1.396250e-01 0.58241758
680    0.265  0.8833333  2.420091  1.555000e-01 0.66250000
681    0.265  0.8688525  2.482436  1.582500e-01 0.67948718
682    0.155  0.5254237  1.050847  7.500000e-03 0.24218750
683    0.155  0.9117647  2.497985  9.295000e-02 0.40789474
684    0.155  0.8378378  2.393822  9.025000e-02 0.40789474
685    0.140  0.7777778  2.130898  7.430000e-02 0.34567901
686    0.140  0.7777778  2.222222  7.700000e-02 0.35897436
687    0.145  0.8529412  2.006920  7.275000e-02 0.32222222
688    0.145  0.9354839  2.672811  9.075000e-02 0.40277778
689    0.155  0.5166667  1.033333  5.000000e-03 0.24031008
690    0.155  0.8611111  2.026144  7.850000e-02 0.34444444
691    0.155  0.5740741  1.640212  6.050000e-02 0.33333333
692    0.285  0.9047619  2.128852  1.511250e-01 0.62637363
693    0.285  0.9344262  2.560072  1.736750e-01 0.74025974
694    0.285  0.9344262  2.632187  1.767250e-01 0.76000000
695    0.150  0.8571429  2.348337  8.612500e-02 0.38461538
696    0.150  0.8108108  2.283974  8.432500e-02 0.38461538
697    0.165  0.5238095  1.047619  7.500000e-03 0.25384615
698    0.165  0.9166667  2.511416  9.930000e-02 0.43421053
699    0.165  0.9166667  2.582160  1.011000e-01 0.44594595
700    0.150  0.8571429  2.016807  7.562500e-02 0.33333333
701    0.150  0.9677419  2.726034  9.497500e-02 0.41666667
702    0.155  0.5081967  1.016393  2.500000e-03 0.23846154
703    0.155  0.8611111  2.026144  7.850000e-02 0.34444444
704    0.155  0.5740741  1.617110  5.915000e-02 0.32978723
705    0.060  0.8000000  1.975309  2.962500e-02 0.14285714
706    0.060  1.0000000  2.531646  3.630000e-02 0.15189873
707    0.145  0.7837838  1.844197  6.637500e-02 0.31182796
708    0.145  0.9354839  2.562970  8.842500e-02 0.38666667
709    0.160  0.5245902  1.049180  7.500000e-03 0.24806202
710    0.160  0.8888889  2.091503  8.350000e-02 0.35955056
711    0.160  0.5925926  1.623541  6.145000e-02 0.33684211
712    0.220  0.9166667  2.320675  1.252000e-01 0.53012048
713    0.220  0.6470588  1.725490  9.250000e-02 0.44444444
714    0.220  0.8979592  2.460162  1.305750e-01 0.56410256
715    0.210  0.8750000  2.160494  1.128000e-01 0.48275862
716    0.210  0.6666667  1.777778  9.187500e-02 0.43750000
717    0.210  0.7777778  2.130898  1.114500e-01 0.49411765
718    0.175  0.7291667  1.458333  5.500000e-02 0.30973451
719    0.175  0.9459459  2.522523  1.056250e-01 0.45454545
720    0.175  0.7777778  2.130898  9.287500e-02 0.42168675
721    0.310  0.9117647  2.251271  1.723000e-01 0.71264368
722    0.310  0.9841270  2.491461  1.855750e-01 0.77500000
723    0.310  0.8611111  2.359209  1.786000e-01 0.74698795
724    0.115  0.9583333  2.426160  6.760000e-02 0.28750000
725    0.115  0.7931034  2.172886  6.207500e-02 0.29113924
726    0.175  0.5147059  1.029412  5.000000e-03 0.26315789
727    0.175  0.9459459  2.394800  1.019250e-01 0.43209877
728    0.175  0.8750000  2.397260  1.020000e-01 0.44871795
729    0.165  0.9166667  2.320675  9.390000e-02 0.40243902
730    0.165  0.8461538  2.318230  9.382500e-02 0.41772152
731    0.100  0.8333333  2.057613  5.140000e-02 0.23529412
732    0.100  0.8000000  2.191781  5.437500e-02 0.25641026
733    0.160  0.5079365  1.015873  2.500000e-03 0.24427481
734    0.160  0.8648649  2.135469  8.507500e-02 0.37209302
735    0.160  0.7441860  2.038866  8.152500e-02 0.38095238
736    0.155  0.8611111  2.126200  8.210000e-02 0.36046512
737    0.155  0.8157895  2.235040  8.565000e-02 0.38750000
738    0.115  0.9583333  1.916667  5.500000e-02 0.22772277
739    0.115  0.6388889  1.503268  3.850000e-02 0.23469388
740    0.230  0.9387755  2.317964  1.307750e-01 0.54761905
741    0.230  0.8518519  2.156587  1.233500e-01 0.52873563
742    0.230  0.6388889  1.703704  9.500000e-02 0.45544554
743    0.185  0.7551020  1.510204  6.250000e-02 0.33035714
744    0.185  0.8222222  2.081575  9.612500e-02 0.42528736
745    0.185  0.9250000  2.466667  1.100000e-01 0.47435897
746    0.195  0.7222222  1.444444  6.000000e-02 0.33913043
747    0.195  0.8666667  2.139918  1.038750e-01 0.44827586
748    0.195  0.9069767  2.418605  1.143750e-01 0.49367089
749    0.075  0.5000000  1.234568  1.425000e-02 0.15625000
750    0.125  0.8620690  2.128565  6.627500e-02 0.29411765
751    0.125  1.0000000  2.531646  7.562500e-02 0.31645570
752    0.185  0.5138889  1.027778  5.000000e-03 0.27407407
753    0.185  0.9250000  2.283951  1.040000e-01 0.44047619
754    0.185  0.8604651  2.178393  1.000750e-01 0.43529412
755    0.175  0.8974359  2.215891  9.602500e-02 0.41176471
756    0.175  0.9210526  2.331779  9.995000e-02 0.42682927
757    0.135  0.9310345  1.862069  6.250000e-02 0.26470588
758    0.135  0.6923077  1.628959  5.212500e-02 0.27835052
759    0.135  0.5000000  1.265823  2.835000e-02 0.25471698
760    0.115  0.9200000  1.840000  5.250000e-02 0.22549020
761    0.115  0.6052632  1.424149  3.425000e-02 0.23000000
762    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
763    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
764    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
765    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
766    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
767    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
768    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
769    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
770    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
771    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
772    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
773    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
774    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
775    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
776    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
777    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
778    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
779    0.050  0.9090909  6.993007  4.285000e-02 0.37037037
780    0.055  1.0000000  5.714286  4.537500e-02 0.31428571
781    0.055  1.0000000  5.882353  4.565000e-02 0.32352941
782    0.055  1.0000000  6.060606  4.592500e-02 0.33333333
783    0.055  1.0000000  3.846154  4.070000e-02 0.21153846
784    0.055  1.0000000  5.882353  4.565000e-02 0.32352941
785    0.055  1.0000000  6.060606  4.592500e-02 0.33333333
786    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
787    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
788    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
789    0.050  0.7142857 11.904762  4.580000e-02 0.62500000
790    0.055  1.0000000  3.846154  4.070000e-02 0.21153846
791    0.055  1.0000000  5.714286  4.537500e-02 0.31428571
792    0.055  1.0000000  6.060606  4.592500e-02 0.33333333
793    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
794    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
795    0.050  1.0000000  6.060606  4.175000e-02 0.30303030
796    0.050  0.7142857 11.904762  4.580000e-02 0.62500000
797    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
798    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
799    0.050  0.9090909  5.509642  4.092500e-02 0.29411765
800    0.050  0.8333333 13.888889  4.640000e-02 0.71428571
801    0.055  1.0000000  3.846154  4.070000e-02 0.21153846
802    0.055  1.0000000  5.714286  4.537500e-02 0.31428571
803    0.055  1.0000000  5.882353  4.565000e-02 0.32352941
804    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
805    0.050  1.0000000  5.714286  4.125000e-02 0.28571429
806    0.050  1.0000000  5.882353  4.150000e-02 0.29411765
807    0.050  0.6250000 10.416667  4.520000e-02 0.55555556
808    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
809    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
810    0.050  0.9090909  5.347594  4.065000e-02 0.28571429
811    0.050  0.7142857 11.904762  4.580000e-02 0.62500000
812    0.050  0.9090909  1.818182  2.250000e-02 0.09900990
813    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
814    0.050  0.9090909  5.194805  4.037500e-02 0.27777778
815    0.050  0.7142857 11.904762  4.580000e-02 0.62500000
816    0.100  1.0000000  8.000000  8.750000e-02 0.80000000
817    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
818    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
819    0.100  0.9523810  8.658009  8.845000e-02 0.86956522
820    0.100  1.0000000  7.142857  8.600000e-02 0.71428571
821    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
822    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
823    0.100  0.9090909  8.264463  8.790000e-02 0.83333333
824    0.100  1.0000000  3.846154  7.400000e-02 0.38461538
825    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
826    0.100  1.0000000  8.695652  8.850000e-02 0.86956522
827    0.100  0.9090909  8.264463  8.790000e-02 0.83333333
828    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
829    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
830    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
831    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
832    0.100  1.0000000  7.142857  8.600000e-02 0.71428571
833    0.100  1.0000000  8.000000  8.750000e-02 0.80000000
834    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
835    0.100  0.9523810  8.658009  8.845000e-02 0.86956522
836    0.100  1.0000000  3.846154  7.400000e-02 0.38461538
837    0.100  1.0000000  8.000000  8.750000e-02 0.80000000
838    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
839    0.100  0.9090909  8.264463  8.790000e-02 0.83333333
840    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
841    0.060  1.0000000  8.000000  5.250000e-02 0.48000000
842    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
843    0.060  0.8571429  7.792208  5.230000e-02 0.50000000
844    0.100  1.0000000  3.846154  7.400000e-02 0.38461538
845    0.100  1.0000000  7.142857  8.600000e-02 0.71428571
846    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
847    0.100  0.9090909  8.264463  8.790000e-02 0.83333333
848    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
849    0.060  1.0000000  7.142857  5.160000e-02 0.42857143
850    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
851    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
852    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
853    0.060  1.0000000  3.846154  4.440000e-02 0.23076923
854    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
855    0.060  0.8571429  7.792208  5.230000e-02 0.50000000
856    0.100  1.0000000  7.142857  8.600000e-02 0.71428571
857    0.100  1.0000000  8.000000  8.750000e-02 0.80000000
858    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
859    0.100  0.9523810  8.658009  8.845000e-02 0.86956522
860    0.100  1.0000000  3.846154  7.400000e-02 0.38461538
861    0.100  1.0000000  8.000000  8.750000e-02 0.80000000
862    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
863    0.100  0.9523810  8.658009  8.845000e-02 0.86956522
864    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
865    0.060  1.0000000  8.000000  5.250000e-02 0.48000000
866    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
867    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
868    0.100  1.0000000  3.846154  7.400000e-02 0.38461538
869    0.100  1.0000000  7.142857  8.600000e-02 0.71428571
870    0.100  0.9090909  7.905138  8.735000e-02 0.80000000
871    0.100  0.8695652  7.905138  8.735000e-02 0.80000000
872    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
873    0.060  1.0000000  7.142857  5.160000e-02 0.42857143
874    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
875    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
876    0.060  0.6000000  1.200000  1.000000e-02 0.11111111
877    0.060  1.0000000  3.846154  4.440000e-02 0.23076923
878    0.060  1.0000000  8.695652  5.310000e-02 0.52173913
879    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
880    0.110  1.0000000  3.846154  8.140000e-02 0.42307692
881    0.110  1.0000000  7.142857  9.460000e-02 0.78571429
882    0.110  1.0000000  8.000000  9.625000e-02 0.88000000
883    0.110  0.9166667  8.333333  9.680000e-02 0.91666667
884    0.060  0.5454545  1.090909  5.000000e-03 0.10909091
885    0.060  1.0000000  7.142857  5.160000e-02 0.42857143
886    0.060  1.0000000  8.000000  5.250000e-02 0.48000000
887    0.060  0.9230769  8.391608  5.285000e-02 0.52173913
888    0.050  1.0000000  7.142857  4.300000e-02 0.35714286
889    0.050  1.0000000  8.000000  4.375000e-02 0.40000000
890    0.050  0.9090909  8.264463  4.395000e-02 0.43478261
891    0.060  0.5454545  1.090909  5.000000e-03 0.10909091
892    0.060  1.0000000  3.846154  4.440000e-02 0.23076923
893    0.060  1.0000000  8.000000  5.250000e-02 0.48000000
894    0.060  0.8571429  7.792208  5.230000e-02 0.50000000
895    0.050  1.0000000  3.846154  3.700000e-02 0.19230769
