   support confidence     lift leverage   jaccard
1    0.470  0.9215686 1.738809 0.199700 0.8245614
2    0.470  0.8867925 1.738809 0.199700 0.8245614
3    0.475  0.9313725 1.757307 0.204700 0.8407080
4    0.475  0.8962264 1.757307 0.204700 0.8407080
5    0.470  0.9215686 1.660484 0.186950 0.7899160
6    0.470  0.8468468 1.660484 0.186950 0.7899160
7    0.425  0.8333333 1.436782 0.129200 0.6390977
8    0.475  0.8962264 1.690993 0.194100 0.8119658
9    0.475  0.8962264 1.690993 0.194100 0.8119658
10   0.470  0.8867925 1.597824 0.175850 0.7642276
11   0.470  0.8468468 1.597824 0.175850 0.7642276
12   0.420  0.7924528 1.366298 0.112600 0.6086957
13   0.520  0.9811321 1.767806 0.225850 0.9203540
14   0.520  0.9369369 1.767806 0.225850 0.9203540
15   0.420  0.7924528 1.366298 0.112600 0.6086957
16   0.450  0.8108108 1.397950 0.128100 0.6569343
17   0.450  0.7758621 1.397950 0.128100 0.6569343
18   0.440  0.9361702 1.766359 0.190900 0.7857143
19   0.440  0.9263158 1.747766 0.188250 0.7787611
20   0.440  0.9263158 1.816305 0.197750 0.8073394
21   0.435  0.9255319 1.667625 0.174150 0.7372881
22   0.435  0.9255319 1.746287 0.185900 0.7699115
23   0.435  0.9255319 1.814768 0.195300 0.7981651
24   0.405  0.8617021 1.485693 0.132400 0.6279070
25   0.405  0.9529412 1.798002 0.179750 0.7363636
26   0.405  0.9642857 1.890756 0.190800 0.7714286
27   0.465  0.9789474 1.763869 0.201375 0.8230088
28   0.465  0.9893617 1.866720 0.215900 0.8691589
29   0.465  0.8942308 1.753394 0.199800 0.8230088
30   0.390  0.8210526 1.415608 0.114500 0.5864662
31   0.390  0.9176471 1.731410 0.164750 0.6902655
32   0.390  0.9285714 1.820728 0.175800 0.7222222
33   0.390  0.8297872 1.430668 0.117400 0.5909091
34   0.390  0.9176471 1.653418 0.154125 0.6610169
35   0.390  0.8666667 1.699346 0.160500 0.6842105
36   0.465  0.9789474 1.763869 0.201375 0.8230088
37   0.465  0.9893617 1.866720 0.215900 0.8691589
38   0.465  0.8942308 1.687228 0.189400 0.7948718
39   0.390  0.8210526 1.415608 0.114500 0.5864662
40   0.390  0.9285714 1.752022 0.167400 0.6964286
41   0.390  0.9285714 1.752022 0.167400 0.6964286
42   0.390  0.8297872 1.430668 0.117400 0.5909091
43   0.390  0.9285714 1.673102 0.156900 0.6666667
44   0.390  0.8666667 1.635220 0.151500 0.6610169
45   0.415  0.7980769 1.375995 0.113400 0.6058394
46   0.415  0.9880952 1.780352 0.181900 0.7410714
47   0.415  0.9222222 1.740042 0.176500 0.7345133
48   0.430  0.9772727 1.760852 0.185800 0.7610619
49   0.430  0.9885057 1.865105 0.199450 0.8037383
50   0.430  0.9247312 1.744776 0.183550 0.7610619
51   0.430  0.9247312 1.813198 0.192850 0.7889908
52   0.375  0.8522727 1.469436 0.119800 0.5813953
53   0.375  0.9259259 1.747030 0.160350 0.6696429
54   0.375  0.9615385 1.814224 0.168300 0.6880734
55   0.375  0.9615385 1.885370 0.176100 0.7142857
56   0.375  0.8620690 1.486326 0.122700 0.5859375
57   0.375  0.9259259 1.668335 0.150225 0.6410256
58   0.375  0.9615385 1.814224 0.168300 0.6880734
59   0.375  0.9615385 1.885370 0.176100 0.7142857
60   0.385  0.8279570 1.427512 0.115300 0.5833333
61   0.385  0.9871795 1.778702 0.168550 0.6875000
62   0.385  0.9871795 1.862603 0.178300 0.7196262
63   0.385  0.9277108 1.819041 0.173350 0.7129630
64   0.385  0.8279570 1.427512 0.115300 0.5833333
65   0.385  0.9871795 1.778702 0.168550 0.6875000
66   0.385  0.9871795 1.862603 0.178300 0.7196262
67   0.385  0.9277108 1.750398 0.165050 0.6875000
68   0.370  0.8604651 1.483561 0.120600 0.5781250
69   0.370  0.9866667 1.777778 0.161875 0.6607143
70   0.370  0.9866667 1.861635 0.171250 0.6915888
71   0.370  0.9610390 1.813281 0.165950 0.6788991
72   0.370  0.9610390 1.884390 0.173650 0.7047619
