
Dunn Index
              comp         ave        cent
sin   0.0006059706 0.001801811 0.002412191
comp  0.8233585599 2.448198953 3.277548828
ave   0.2749028169 0.817404253 1.094307449
cent  0.2749028169 0.817404253 1.094307449
aveto 0.2749028169 0.817404253 1.094307449
haus  0.1755778512 0.522068431 0.698923906

Davies Index
             comp         ave        cent
sin   734.0233549 167.3761512 121.7553422
comp    0.9974551   0.2968106   0.2219887
ave     2.3956198   0.6410265   0.4737995
cent    2.3956198   0.6410265   0.4737995
aveto   2.3956198   0.6410265   0.4737995
haus    3.0738996   0.7772944   0.5717638

Silhouette Coefficient
[1] 0.690428
