
Dunn Index
             comp         ave        cent
sin   0.001998591 0.006121261 0.008228958
comp  1.579534783 4.837781124 6.503545079
ave   0.991561410 3.036942981 4.082635215
cent  0.991561410 3.036942981 4.082635215
aveto 0.991561410 3.036942981 4.082635215
haus  0.579534783 1.774992526 2.386164982

Davies Index
             comp         ave        cent
sin   785.2426808 250.7311647 186.7679339
comp    0.9984385   0.3092048   0.2310066
ave     1.8343668   0.5725616   0.4274321
cent    1.8343668   0.5725616   0.4274321
aveto   1.8343668   0.5725616   0.4274321
haus    2.4840619   0.7149456   0.5381153

Silhouette Coefficient
[1] 0.8276964
