     support confidence      lift leverage    jaccard
73     0.315  0.8630137  2.130898 0.167175 0.69230769
74     0.315  0.7777778  2.130898 0.167175 0.69230769
75     0.360  0.9113924  2.250352 0.200025 0.81818182
76     0.360  0.8888889  2.250352 0.200025 0.81818182
77     0.050  1.0000000  6.060606 0.041750 0.30303030
78     0.050  0.9090909  6.993007 0.042850 0.37037037
79     0.050  1.0000000  5.882353 0.041500 0.29411765
80     0.050  0.9090909  6.993007 0.042850 0.37037037
81     0.050  1.0000000  5.714286 0.041250 0.28571429
82     0.050  0.9090909  6.993007 0.042850 0.37037037
83     0.050  1.0000000  3.846154 0.037000 0.19230769
84     0.050  0.8333333  6.410256 0.042200 0.35714286
85     0.055  1.0000000  5.882353 0.045650 0.32352941
86     0.055  1.0000000  6.060606 0.045925 0.33333333
87     0.055  1.0000000  5.714286 0.045375 0.31428571
88     0.055  1.0000000  6.060606 0.045925 0.33333333
89     0.055  1.0000000  3.846154 0.040700 0.21153846
90     0.055  0.9166667  5.555556 0.045100 0.32352941
91     0.050  0.9090909  1.818182 0.022500 0.09900990
92     0.050  0.9090909  5.509642 0.040925 0.29411765
93     0.055  1.0000000  5.714286 0.045375 0.31428571
94     0.055  1.0000000  5.882353 0.045650 0.32352941
95     0.055  1.0000000  3.846154 0.040700 0.21153846
96     0.055  0.9166667  5.392157 0.044800 0.31428571
97     0.050  0.9090909  1.818182 0.022500 0.09900990
98     0.050  0.9090909  5.347594 0.040650 0.28571429
99     0.055  1.0000000  3.846154 0.040700 0.21153846
100    0.055  0.9166667  5.238095 0.044500 0.30555556
101    0.050  0.9090909  1.818182 0.022500 0.09900990
102    0.050  0.9090909  5.194805 0.040375 0.27777778
103    0.055  0.9166667  1.833333 0.025000 0.10891089
104    0.055  1.0000000  3.846154 0.040700 0.21153846
105    0.100  1.0000000  8.695652 0.088500 0.86956522
106    0.100  1.0000000  8.695652 0.088500 0.86956522
107    0.100  0.9090909  8.264463 0.087900 0.83333333
108    0.100  1.0000000  8.000000 0.087500 0.80000000
109    0.100  0.9090909  7.905138 0.087350 0.80000000
110    0.100  0.9090909  8.264463 0.087900 0.83333333
111    0.100  1.0000000  7.142857 0.086000 0.71428571
112    0.100  0.9090909  7.905138 0.087350 0.80000000
113    0.100  0.9090909  8.264463 0.087900 0.83333333
114    0.100  1.0000000  3.846154 0.074000 0.38461538
115    0.100  0.9090909  7.905138 0.087350 0.80000000
116    0.100  0.8695652  7.905138 0.087350 0.80000000
117    0.060  1.0000000  8.695652 0.053100 0.52173913
118    0.060  0.8571429  7.792208 0.052300 0.50000000
119    0.100  1.0000000  8.000000 0.087500 0.80000000
120    0.100  0.9090909  7.905138 0.087350 0.80000000
121    0.100  0.9523810  8.658009 0.088450 0.86956522
122    0.100  1.0000000  7.142857 0.086000 0.71428571
123    0.100  0.9090909  7.905138 0.087350 0.80000000
124    0.100  0.8695652  7.905138 0.087350 0.80000000
125    0.100  1.0000000  3.846154 0.074000 0.38461538
126    0.100  0.9090909  7.905138 0.087350 0.80000000
127    0.100  0.8695652  7.905138 0.087350 0.80000000
128    0.060  1.0000000  8.695652 0.053100 0.52173913
129    0.060  0.9230769  8.391608 0.052850 0.52173913
130    0.110  1.0000000  7.142857 0.094600 0.78571429
131    0.110  1.0000000  8.000000 0.096250 0.88000000
132    0.110  0.9166667  8.333333 0.096800 0.91666667
133    0.110  1.0000000  3.846154 0.081400 0.42307692
134    0.110  1.0000000  8.000000 0.096250 0.88000000
135    0.110  0.8800000  8.000000 0.096250 0.88000000
136    0.060  1.0000000  8.000000 0.052500 0.48000000
137    0.060  0.8571429  7.792208 0.052300 0.50000000
138    0.050  1.0000000  8.000000 0.043750 0.40000000
139    0.050  0.9090909  8.264463 0.043950 0.43478261
140    0.110  1.0000000  3.846154 0.081400 0.42307692
141    0.110  1.0000000  7.142857 0.094600 0.78571429
142    0.110  0.7857143  7.142857 0.094600 0.78571429
143    0.060  1.0000000  7.142857 0.051600 0.42857143
144    0.060  0.9230769  8.391608 0.052850 0.52173913
145    0.050  1.0000000  7.142857 0.043000 0.35714286
146    0.060  1.0000000  3.846154 0.044400 0.23076923
147    0.050  1.0000000  3.846154 0.037000 0.19230769
148    0.105  0.9545455  7.636364 0.091250 0.80769231
149    0.105  0.9545455  8.300395 0.092350 0.87500000
150    0.105  1.0000000  8.695652 0.092925 0.91304348
151    0.110  1.0000000  7.142857 0.094600 0.78571429
152    0.110  1.0000000  8.695652 0.097350 0.95652174
153    0.110  0.9565217  8.317580 0.096775 0.91666667
154    0.110  1.0000000  3.846154 0.081400 0.42307692
155    0.110  0.9565217  8.317580 0.096775 0.91666667
156    0.110  0.9565217  8.317580 0.096775 0.91666667
157    0.065  0.9285714  8.074534 0.056950 0.54166667
158    0.065  1.0000000  8.695652 0.057525 0.56521739
159    0.105  0.9545455  6.818182 0.089600 0.72413793
160    0.105  0.9545455  7.636364 0.091250 0.80769231
161    0.105  0.8750000  7.608696 0.091200 0.80769231
162    0.110  1.0000000  3.846154 0.081400 0.42307692
163    0.110  0.9565217  7.652174 0.095625 0.84615385
164    0.110  0.8800000  7.652174 0.095625 0.84615385
165    0.070  1.0000000  8.000000 0.061250 0.56000000
166    0.070  1.0000000  8.695652 0.061950 0.60869565
167    0.110  1.0000000  3.846154 0.081400 0.42307692
168    0.110  0.9565217  6.832298 0.093900 0.75862069
169    0.110  0.7857143  6.832298 0.093900 0.75862069
170    0.065  0.9285714  6.632653 0.055200 0.44827586
171    0.065  1.0000000  8.695652 0.057525 0.56521739
172    0.070  1.0000000  3.846154 0.051800 0.26923077
173    0.105  1.0000000  7.142857 0.090300 0.75000000
174    0.105  0.9130435  7.304348 0.090625 0.77777778
175    0.105  0.8750000  7.608696 0.091200 0.80769231
176    0.105  1.0000000  3.846154 0.077700 0.40384615
177    0.105  0.9130435  7.304348 0.090625 0.77777778
178    0.105  0.8400000  7.304348 0.090625 0.77777778
179    0.065  1.0000000  8.000000 0.056875 0.52000000
180    0.065  0.9285714  8.074534 0.056950 0.54166667
181    0.115  1.0000000  3.846154 0.085100 0.44230769
182    0.115  1.0000000  7.142857 0.098900 0.82142857
183    0.115  0.8214286  7.142857 0.098900 0.82142857
184    0.065  1.0000000  7.142857 0.055900 0.46428571
185    0.065  1.0000000  8.695652 0.057525 0.56521739
186    0.050  1.0000000  7.142857 0.043000 0.35714286
187    0.065  1.0000000  3.846154 0.048100 0.25000000
188    0.050  1.0000000  3.846154 0.037000 0.19230769
189    0.120  1.0000000  3.846154 0.088800 0.46153846
190    0.120  0.9600000  6.857143 0.102500 0.82758621
191    0.120  0.8571429  6.857143 0.102500 0.82758621
192    0.065  0.9285714  6.632653 0.055200 0.44827586
193    0.065  1.0000000  8.000000 0.056875 0.52000000
194    0.055  1.0000000  7.142857 0.047300 0.39285714
195    0.070  1.0000000  3.846154 0.051800 0.26923077
196    0.055  1.0000000  3.846154 0.040700 0.21153846
197    0.120  0.9600000  5.647059 0.098750 0.68571429
198    0.120  0.9600000  5.818182 0.099375 0.70588235
199    0.120  0.7741935  5.955335 0.099850 0.72727273
200    0.125  1.0000000  5.714286 0.103125 0.71428571
201    0.125  0.9615385  5.827506 0.103550 0.73529412
202    0.125  0.8064516  6.203474 0.104850 0.78125000
203    0.125  1.0000000  3.846154 0.092500 0.48076923
204    0.125  0.9615385  5.827506 0.103550 0.73529412
205    0.125  0.8064516  6.203474 0.104850 0.78125000
206    0.075  0.9375000  5.681818 0.061800 0.44117647
207    0.050  1.0000000  6.060606 0.041750 0.30303030
208    0.075  0.9375000  5.681818 0.061800 0.44117647
209    0.075  0.7894737  6.072874 0.062650 0.50000000
210    0.125  1.0000000  5.714286 0.103125 0.71428571
211    0.125  0.9615385  5.656109 0.102900 0.71428571
212    0.125  0.7575758  5.827506 0.103550 0.73529412
213    0.125  1.0000000  3.846154 0.092500 0.48076923
214    0.125  0.9615385  5.656109 0.102900 0.71428571
215    0.125  0.7812500  6.009615 0.104200 0.75757576
216    0.075  0.9375000  5.514706 0.061400 0.42857143
217    0.050  1.0000000  5.882353 0.041500 0.29411765
218    0.075  0.9375000  5.514706 0.061400 0.42857143
219    0.075  0.8333333  6.410256 0.063300 0.51724138
220    0.130  1.0000000  3.846154 0.096200 0.50000000
221    0.130  1.0000000  5.714286 0.107250 0.74285714
222    0.130  0.7878788  6.060606 0.108550 0.78787879
223    0.080  1.0000000  5.714286 0.066000 0.45714286
224    0.050  1.0000000  5.714286 0.041250 0.28571429
225    0.080  1.0000000  5.714286 0.066000 0.45714286
226    0.080  0.8421053  6.477733 0.067650 0.55172414
227    0.080  1.0000000  3.846154 0.059200 0.30769231
228    0.050  1.0000000  3.846154 0.037000 0.19230769
229    0.080  1.0000000  3.846154 0.059200 0.30769231
230    0.075  0.9375000  1.875000 0.035000 0.14851485
231    0.075  0.9375000  2.500000 0.045000 0.19736842
232    0.065  1.0000000  3.846154 0.048100 0.25000000
233    0.075  1.0000000  3.846154 0.055500 0.28846154
234    0.150  0.9677419  5.529954 0.122875 0.83333333
235    0.150  0.9677419  5.692600 0.123650 0.85714286
236    0.150  0.9090909  5.509642 0.122775 0.83333333
237    0.145  0.9354839  3.598015 0.104700 0.53703704
238    0.145  0.9354839  5.502846 0.118650 0.80555556
239    0.145  0.9062500  5.492424 0.118600 0.80555556
240    0.100  0.9090909  5.347594 0.081300 0.55555556
241    0.100  0.8695652  5.270092 0.081025 0.55555556
242    0.070  1.0000000  5.882353 0.058100 0.41176471
243    0.070  0.8750000  5.303030 0.056800 0.40000000
244    0.085  0.8947368  5.263158 0.068850 0.47222222
245    0.085  0.9444444  5.723906 0.070150 0.50000000
246    0.145  0.9354839  3.598015 0.104700 0.53703704
247    0.145  0.9354839  5.345622 0.117875 0.78378378
248    0.145  0.8787879  5.325987 0.117775 0.78378378
249    0.100  0.9090909  5.194805 0.080750 0.54054054
250    0.100  0.8333333  5.050505 0.080200 0.54054054
251    0.070  1.0000000  5.714286 0.057750 0.40000000
252    0.070  0.8750000  5.303030 0.056800 0.40000000
253    0.085  0.8947368  5.112782 0.068375 0.45945946
254    0.085  0.8947368  5.422648 0.069325 0.48571429
255    0.100  0.9090909  3.496503 0.071400 0.37037037
256    0.060  0.8571429  3.296703 0.041800 0.22222222
257    0.095  1.0000000  3.846154 0.070300 0.36538462
258    0.090  0.8181818  1.636364 0.035000 0.17307692
259    0.090  0.9473684  2.526316 0.054375 0.23684211
260    0.155  0.9393939  3.613054 0.112100 0.57407407
261    0.155  0.9687500  5.535714 0.127000 0.86111111
262    0.155  0.9393939  5.525847 0.126950 0.86111111
263    0.110  0.9565217  5.465839 0.089875 0.61111111
264    0.110  0.9166667  5.392157 0.089600 0.61111111
265    0.080  1.0000000  5.714286 0.066000 0.45714286
266    0.080  1.0000000  5.882353 0.066400 0.47058824
267    0.085  0.9444444  5.396825 0.069250 0.47222222
268    0.085  0.8947368  5.263158 0.068850 0.47222222
269    0.105  0.9130435  3.511706 0.075100 0.38888889
270    0.070  0.8750000  3.365385 0.049200 0.25925926
271    0.090  1.0000000  3.846154 0.066600 0.34615385
272    0.085  0.9444444  2.518519 0.051250 0.22368421
273    0.110  0.9166667  3.525641 0.078800 0.40740741
274    0.070  0.8750000  3.365385 0.049200 0.25925926
275    0.095  1.0000000  3.846154 0.070300 0.36538462
276    0.090  0.7500000  1.500000 0.030000 0.16981132
277    0.090  0.9473684  2.526316 0.054375 0.23684211
278    0.150  1.0000000  2.857143 0.097500 0.42857143
279    0.150  0.8571429  2.721088 0.094875 0.44117647
280    0.135  0.9000000  2.535211 0.081750 0.36486486
281    0.135  0.8437500  2.678571 0.084600 0.39705882
282    0.140  0.9333333  2.557078 0.085250 0.37333333
283    0.140  0.8235294  2.614379 0.086450 0.40579710
284    0.140  0.9333333  2.196078 0.076250 0.32183908
285    0.140  0.7777778  2.469136 0.083300 0.39436620
286    0.060  0.8571429  2.348337 0.034450 0.16000000
287    0.060  0.7500000  2.173913 0.032400 0.16438356
288    0.060  0.8571429  2.169982 0.032350 0.14814815
289    0.140  0.8000000  2.253521 0.077875 0.35897436
290    0.140  0.8750000  2.500000 0.084000 0.37837838
291    0.150  0.8571429  2.348337 0.086125 0.38461538
292    0.150  0.8823529  2.521008 0.090500 0.40540541
293    0.160  0.9142857  2.151261 0.085625 0.36363636
294    0.160  0.8888889  2.539683 0.097000 0.43243243
295    0.100  0.8333333  2.380952 0.058000 0.27027027
296    0.150  0.9375000  2.568493 0.091600 0.40000000
297    0.150  0.8823529  2.485501 0.089650 0.40000000
298    0.160  1.0000000  2.352941 0.092000 0.37647059
299    0.160  0.8888889  2.503912 0.096100 0.42666667
300    0.100  0.8333333  2.347418 0.057400 0.26666667
301    0.155  0.9117647  2.145329 0.082750 0.35227273
302    0.155  0.8611111  2.359209 0.089300 0.39743590
303    0.095  0.7916667  2.168950 0.051200 0.24358974
304    0.060  0.7500000  2.000000 0.030000 0.15189873
305    0.060  1.0000000  2.739726 0.038100 0.16438356
306    0.065  0.8125000  2.056962 0.033400 0.15853659
307    0.060  0.7500000  1.500000 0.020000 0.11538462
308    0.050  0.8333333  2.109705 0.026300 0.12345679
309    0.060  1.0000000  2.000000 0.030000 0.12000000
310    0.065  1.0000000  2.531646 0.039325 0.16455696
311    0.120  1.0000000  2.352941 0.069000 0.28235294
312    0.165  0.9428571  2.583170 0.101125 0.44000000
313    0.165  0.9428571  2.732919 0.104625 0.46478873
314    0.100  0.8333333  2.415459 0.058600 0.27397260
315    0.175  1.0000000  2.531646 0.105875 0.44303797
316    0.175  0.8750000  2.536232 0.106000 0.47297297
317    0.175  1.0000000  2.469136 0.104125 0.43209877
318    0.175  0.8333333  2.415459 0.102550 0.46052632
319    0.110  0.9166667  2.657005 0.068600 0.30985915
320    0.055  1.0000000  2.000000 0.027500 0.11000000
321    0.090  0.7500000  2.054795 0.046200 0.22784810
322    0.175  1.0000000  2.531646 0.105875 0.44303797
323    0.175  0.8750000  2.397260 0.102000 0.44871795
324    0.175  1.0000000  2.469136 0.104125 0.43209877
325    0.175  0.8333333  2.283105 0.098350 0.43750000
326    0.120  1.0000000  2.739726 0.076200 0.32876712
327    0.110  0.9166667  2.320675 0.062600 0.27160494
328    0.120  1.0000000  2.469136 0.071400 0.29629630
329    0.200  1.0000000  2.469136 0.119000 0.49382716
330    0.200  0.9523810  2.411091 0.117050 0.49382716
331    0.090  0.7500000  1.898734 0.042600 0.21176471
332    0.120  1.0000000  2.531646 0.072600 0.30379747
333    0.090  0.7500000  1.851852 0.041400 0.20689655
334    0.090  0.7500000  1.851852 0.041400 0.20689655
335    0.120  1.0000000  2.469136 0.071400 0.29629630
336    0.130  0.9629630  2.751323 0.082750 0.36619718
337    0.130  0.8965517  2.846196 0.084325 0.39393939
338    0.125  0.9259259  2.608242 0.077075 0.34246575
339    0.125  0.8928571  2.834467 0.080900 0.37878788
340    0.115  0.8518519  2.333841 0.065725 0.29870130
341    0.115  0.9200000  2.920635 0.075625 0.35384615
342    0.105  0.7777778  1.830065 0.047625 0.23076923
343    0.105  0.9545455  3.030303 0.070350 0.32812500
344    0.125  0.8620690  2.428363 0.073525 0.33333333
345    0.125  0.8928571  2.551020 0.076000 0.34246575
346    0.115  0.7931034  2.172886 0.062075 0.29113924
347    0.115  0.9200000  2.628571 0.071250 0.31944444
348    0.110  0.7586207  1.784990 0.048375 0.23913043
349    0.110  1.0000000  2.857143 0.071500 0.31428571
350    0.120  0.8571429  2.348337 0.068900 0.31168831
351    0.120  0.9600000  2.704225 0.075625 0.33333333
352    0.110  0.7857143  1.848739 0.050500 0.24175824
353    0.110  1.0000000  2.816901 0.070950 0.30985915
354    0.100  0.8000000  1.882353 0.046875 0.22222222
355    0.100  0.9090909  2.490660 0.059850 0.26666667
356    0.075  0.8333333  2.283105 0.042150 0.19736842
357    0.075  0.7500000  2.173913 0.040500 0.20270270
358    0.075  0.8333333  2.222222 0.041250 0.19230769
359    0.070  0.7777778  1.969058 0.034450 0.16867470
360    0.085  0.9444444  2.331962 0.048550 0.20731707
361    0.080  0.8000000  2.133333 0.042500 0.20253165
362    0.090  0.9000000  2.278481 0.050500 0.22222222
363    0.090  0.9473684  2.595530 0.055325 0.24324324
364    0.095  0.9500000  2.345679 0.054500 0.23170732
365    0.075  0.7894737  2.105263 0.039375 0.18987342
366    0.105  0.8076923  2.153846 0.056250 0.26250000
367    0.115  0.8846154  2.358974 0.066250 0.29487179
368    0.115  0.7666667  2.948718 0.076000 0.38983051
369    0.095  1.0000000  2.469136 0.056525 0.23456790
370    0.285  0.9193548  2.589732 0.174950 0.75000000
371    0.285  0.9827586  2.807882 0.183500 0.80281690
372    0.285  0.9661017  3.066990 0.192075 0.87692308
373    0.280  0.9032258  2.474591 0.166850 0.70886076
374    0.280  0.9824561  2.807018 0.180250 0.78873239
375    0.280  0.9491525  3.013183 0.187075 0.84848485
376    0.275  0.8870968  2.087287 0.143250 0.59782609
377    0.275  1.0000000  2.857143 0.178750 0.78571429
378    0.275  0.9166667  2.910053 0.180500 0.80882353
379    0.150  1.0000000  2.857143 0.097500 0.42857143
380    0.150  0.8823529  2.801120 0.096450 0.44776119
381    0.160  0.9696970  2.770563 0.102250 0.45070423
382    0.160  0.8888889  2.821869 0.103300 0.47761194
383    0.270  0.9310345  2.550779 0.164150 0.70129870
384    0.270  0.9473684  2.668643 0.168825 0.72972973
385    0.270  0.8571429  2.721088 0.170775 0.75000000
386    0.270  0.9310345  2.190669 0.146750 0.60674157
387    0.270  0.9818182  2.765685 0.172375 0.75000000
388    0.270  0.8852459  2.810304 0.173925 0.77142857
389    0.140  0.9333333  2.629108 0.086750 0.38356164
390    0.140  0.8000000  2.539683 0.084875 0.40000000
391    0.150  0.9090909  2.560819 0.091425 0.40540541
392    0.150  0.8333333  2.645503 0.093300 0.43478261
393    0.260  0.9122807  2.146543 0.138875 0.57777778
394    0.260  0.9454545  2.590286 0.159625 0.68421053
395    0.260  0.8524590  2.706219 0.163925 0.72222222
396    0.145  0.9666667  2.648402 0.090250 0.39189189
397    0.145  0.7837838  2.488202 0.086725 0.40845070
398    0.140  0.8484848  2.324616 0.079775 0.35897436
399    0.140  0.7777778  2.469136 0.083300 0.39436620
400    0.140  0.9333333  2.196078 0.076250 0.32183908
401    0.140  0.9032258  2.867384 0.091175 0.42424242
402    0.135  0.8181818  1.925134 0.064875 0.29670330
403    0.200  0.8888889  2.435312 0.117875 0.51282051
404    0.200  0.8333333  2.415459 0.117200 0.51948052
405    0.300  0.9836066  2.490143 0.179525 0.75000000
406    0.300  0.9677419  2.651348 0.186850 0.80000000
407    0.300  0.8823529  2.557545 0.182700 0.77922078
408    0.285  0.9344262  2.307225 0.161475 0.67058824
409    0.285  0.9344262  2.560072 0.173675 0.74025974
410    0.285  0.9047619  2.622498 0.176325 0.76000000
411    0.100  0.8695652  2.382370 0.058025 0.26315789
412    0.100  0.8333333  2.415459 0.058600 0.27397260
413    0.150  0.8571429  2.348337 0.086125 0.38461538
414    0.150  0.8108108  2.350176 0.086175 0.39473684
415    0.155  0.9117647  2.497985 0.092950 0.40789474
416    0.155  0.8611111  2.495974 0.092900 0.41891892
417    0.205  0.9111111  2.306610 0.116125 0.49397590
418    0.205  0.8367347  2.425318 0.120475 0.53246753
419    0.215  0.9555556  2.359396 0.123875 0.51807229
420    0.215  0.7962963  2.308105 0.121850 0.53750000
421    0.165  0.9428571  2.514286 0.099375 0.42857143
422    0.290  0.9354839  2.309837 0.164450 0.68235294
423    0.290  0.9508197  2.407138 0.169525 0.70731707
424    0.290  0.8055556  2.334944 0.165800 0.69879518
425    0.100  0.8695652  2.201431 0.054575 0.24390244
426    0.160  0.9142857  2.314647 0.090875 0.39024390
427    0.160  0.8000000  2.318841 0.091000 0.41558442
428    0.150  0.8823529  2.233805 0.082850 0.36144578
429    0.150  0.7692308  2.229654 0.082725 0.38461538
430    0.165  0.9428571  2.328042 0.094125 0.39759036
431    0.165  0.7674419  2.224469 0.090825 0.41772152
432    0.140  0.8235294  2.033406 0.071150 0.32183908
433    0.110  0.9565217  1.913043 0.052500 0.21782178
434    0.270  0.9152542  2.507546 0.162325 0.69230769
435    0.270  0.9152542  2.578181 0.165275 0.71052632
436    0.270  0.8571429  2.448980 0.159750 0.68354430
437    0.280  0.9491525  2.233300 0.154625 0.63636364
438    0.280  0.9333333  2.629108 0.173500 0.74666667
439    0.280  0.9180328  2.622951 0.173250 0.74666667
440    0.145  0.8529412  2.402651 0.084650 0.38157895
441    0.145  0.8285714  2.367347 0.083750 0.38157895
442    0.150  0.8333333  2.347418 0.086100 0.38961039
443    0.150  0.8333333  2.380952 0.087000 0.39473684
444    0.265  0.8983051  2.113659 0.139625 0.58241758
445    0.265  0.8833333  2.420091 0.155500 0.66250000
446    0.265  0.8688525  2.482436 0.158250 0.67948718
447    0.155  0.9117647  2.497985 0.092950 0.40789474
448    0.155  0.8378378  2.393822 0.090250 0.40789474
449    0.140  0.7777778  2.130898 0.074300 0.34567901
450    0.140  0.7777778  2.222222 0.077000 0.35897436
451    0.145  0.8529412  2.006920 0.072750 0.32222222
452    0.145  0.9354839  2.672811 0.090750 0.40277778
453    0.155  0.8611111  2.026144 0.078500 0.34444444
454    0.285  0.9047619  2.128852 0.151125 0.62637363
455    0.285  0.9344262  2.560072 0.173675 0.74025974
456    0.285  0.9344262  2.632187 0.176725 0.76000000
457    0.150  0.8571429  2.348337 0.086125 0.38461538
458    0.150  0.8108108  2.283974 0.084325 0.38461538
459    0.165  0.9166667  2.511416 0.099300 0.43421053
460    0.165  0.9166667  2.582160 0.101100 0.44594595
461    0.150  0.8571429  2.016807 0.075625 0.33333333
462    0.150  0.9677419  2.726034 0.094975 0.41666667
463    0.155  0.8611111  2.026144 0.078500 0.34444444
464    0.060  0.8000000  1.975309 0.029625 0.14285714
465    0.060  1.0000000  2.531646 0.036300 0.15189873
466    0.145  0.7837838  1.844197 0.066375 0.31182796
467    0.145  0.9354839  2.562970 0.088425 0.38666667
468    0.160  0.8888889  2.091503 0.083500 0.35955056
469    0.220  0.9166667  2.320675 0.125200 0.53012048
470    0.220  0.8979592  2.460162 0.130575 0.56410256
471    0.210  0.8750000  2.160494 0.112800 0.48275862
472    0.210  0.7777778  2.130898 0.111450 0.49411765
473    0.175  0.9459459  2.522523 0.105625 0.45454545
474    0.175  0.7777778  2.130898 0.092875 0.42168675
475    0.310  0.9117647  2.251271 0.172300 0.71264368
476    0.310  0.9841270  2.491461 0.185575 0.77500000
477    0.310  0.8611111  2.359209 0.178600 0.74698795
478    0.115  0.9583333  2.426160 0.067600 0.28750000
479    0.115  0.7931034  2.172886 0.062075 0.29113924
480    0.175  0.9459459  2.394800 0.101925 0.43209877
481    0.175  0.8750000  2.397260 0.102000 0.44871795
482    0.165  0.9166667  2.320675 0.093900 0.40243902
483    0.165  0.8461538  2.318230 0.093825 0.41772152
484    0.100  0.8333333  2.057613 0.051400 0.23529412
485    0.100  0.8000000  2.191781 0.054375 0.25641026
486    0.160  0.8648649  2.135469 0.085075 0.37209302
487    0.155  0.8611111  2.126200 0.082100 0.36046512
488    0.155  0.8157895  2.235040 0.085650 0.38750000
489    0.115  0.9583333  1.916667 0.055000 0.22772277
490    0.230  0.9387755  2.317964 0.130775 0.54761905
491    0.230  0.8518519  2.156587 0.123350 0.52873563
492    0.185  0.7551020  1.510204 0.062500 0.33035714
493    0.185  0.8222222  2.081575 0.096125 0.42528736
494    0.185  0.9250000  2.466667 0.110000 0.47435897
495    0.195  0.8666667  2.139918 0.103875 0.44827586
496    0.195  0.9069767  2.418605 0.114375 0.49367089
497    0.125  0.8620690  2.128565 0.066275 0.29411765
498    0.125  1.0000000  2.531646 0.075625 0.31645570
