     support confidence      lift leverage    jaccard
499    0.185  0.9250000  2.283951 0.104000 0.44047619
500    0.185  0.8604651  2.178393 0.100075 0.43529412
501    0.175  0.8974359  2.215891 0.096025 0.41176471
502    0.175  0.9210526  2.331779 0.099950 0.42682927
503    0.135  0.9310345  1.862069 0.062500 0.26470588
504    0.115  0.9200000  1.840000 0.052500 0.22549020
505    0.050  1.0000000  5.882353 0.041500 0.29411765
506    0.050  1.0000000  6.060606 0.041750 0.30303030
507    0.050  0.9090909  6.993007 0.042850 0.37037037
508    0.050  1.0000000  5.714286 0.041250 0.28571429
509    0.050  1.0000000  6.060606 0.041750 0.30303030
510    0.050  0.9090909  6.993007 0.042850 0.37037037
511    0.050  1.0000000  3.846154 0.037000 0.19230769
512    0.050  1.0000000  6.060606 0.041750 0.30303030
513    0.050  0.9090909  6.993007 0.042850 0.37037037
514    0.050  1.0000000  5.714286 0.041250 0.28571429
515    0.050  1.0000000  5.882353 0.041500 0.29411765
516    0.050  0.9090909  6.993007 0.042850 0.37037037
517    0.050  1.0000000  3.846154 0.037000 0.19230769
518    0.050  1.0000000  5.882353 0.041500 0.29411765
519    0.050  0.9090909  6.993007 0.042850 0.37037037
520    0.050  1.0000000  3.846154 0.037000 0.19230769
521    0.050  1.0000000  5.714286 0.041250 0.28571429
522    0.050  0.9090909  6.993007 0.042850 0.37037037
523    0.055  1.0000000  5.714286 0.045375 0.31428571
524    0.055  1.0000000  5.882353 0.045650 0.32352941
525    0.055  1.0000000  6.060606 0.045925 0.33333333
526    0.055  1.0000000  3.846154 0.040700 0.21153846
527    0.055  1.0000000  5.882353 0.045650 0.32352941
528    0.055  1.0000000  6.060606 0.045925 0.33333333
529    0.050  0.9090909  1.818182 0.022500 0.09900990
530    0.050  1.0000000  5.882353 0.041500 0.29411765
531    0.050  1.0000000  6.060606 0.041750 0.30303030
532    0.055  1.0000000  3.846154 0.040700 0.21153846
533    0.055  1.0000000  5.714286 0.045375 0.31428571
534    0.055  1.0000000  6.060606 0.045925 0.33333333
535    0.050  0.9090909  1.818182 0.022500 0.09900990
536    0.050  1.0000000  5.714286 0.041250 0.28571429
537    0.050  1.0000000  6.060606 0.041750 0.30303030
538    0.050  0.9090909  1.818182 0.022500 0.09900990
539    0.050  1.0000000  3.846154 0.037000 0.19230769
540    0.050  0.9090909  5.509642 0.040925 0.29411765
541    0.050  0.8333333 13.888889 0.046400 0.71428571
542    0.055  1.0000000  3.846154 0.040700 0.21153846
543    0.055  1.0000000  5.714286 0.045375 0.31428571
544    0.055  1.0000000  5.882353 0.045650 0.32352941
545    0.050  0.9090909  1.818182 0.022500 0.09900990
546    0.050  1.0000000  5.714286 0.041250 0.28571429
547    0.050  1.0000000  5.882353 0.041500 0.29411765
548    0.050  0.9090909  1.818182 0.022500 0.09900990
549    0.050  1.0000000  3.846154 0.037000 0.19230769
550    0.050  0.9090909  5.347594 0.040650 0.28571429
551    0.050  0.9090909  1.818182 0.022500 0.09900990
552    0.050  1.0000000  3.846154 0.037000 0.19230769
553    0.050  0.9090909  5.194805 0.040375 0.27777778
554    0.100  1.0000000  8.000000 0.087500 0.80000000
555    0.100  1.0000000  8.695652 0.088500 0.86956522
556    0.100  1.0000000  8.695652 0.088500 0.86956522
557    0.100  0.9523810  8.658009 0.088450 0.86956522
558    0.100  1.0000000  7.142857 0.086000 0.71428571
559    0.100  1.0000000  8.695652 0.088500 0.86956522
560    0.100  1.0000000  8.695652 0.088500 0.86956522
561    0.100  0.9090909  8.264463 0.087900 0.83333333
562    0.100  1.0000000  3.846154 0.074000 0.38461538
563    0.100  1.0000000  8.695652 0.088500 0.86956522
564    0.100  1.0000000  8.695652 0.088500 0.86956522
565    0.100  0.9090909  8.264463 0.087900 0.83333333
566    0.060  1.0000000  8.695652 0.053100 0.52173913
567    0.060  1.0000000  8.695652 0.053100 0.52173913
568    0.060  0.9230769  8.391608 0.052850 0.52173913
569    0.100  1.0000000  7.142857 0.086000 0.71428571
570    0.100  1.0000000  8.000000 0.087500 0.80000000
571    0.100  0.9090909  7.905138 0.087350 0.80000000
572    0.100  0.9523810  8.658009 0.088450 0.86956522
573    0.100  1.0000000  3.846154 0.074000 0.38461538
574    0.100  1.0000000  8.000000 0.087500 0.80000000
575    0.100  0.9090909  7.905138 0.087350 0.80000000
576    0.100  0.9090909  8.264463 0.087900 0.83333333
577    0.060  1.0000000  8.000000 0.052500 0.48000000
578    0.060  1.0000000  8.695652 0.053100 0.52173913
579    0.060  0.8571429  7.792208 0.052300 0.50000000
580    0.100  1.0000000  3.846154 0.074000 0.38461538
581    0.100  1.0000000  7.142857 0.086000 0.71428571
582    0.100  0.9090909  7.905138 0.087350 0.80000000
583    0.100  0.9090909  8.264463 0.087900 0.83333333
584    0.060  1.0000000  7.142857 0.051600 0.42857143
585    0.060  1.0000000  8.695652 0.053100 0.52173913
586    0.060  0.9230769  8.391608 0.052850 0.52173913
587    0.060  1.0000000  3.846154 0.044400 0.23076923
588    0.060  1.0000000  8.695652 0.053100 0.52173913
589    0.060  0.8571429  7.792208 0.052300 0.50000000
590    0.100  1.0000000  7.142857 0.086000 0.71428571
591    0.100  1.0000000  8.000000 0.087500 0.80000000
592    0.100  0.9090909  7.905138 0.087350 0.80000000
593    0.100  0.9523810  8.658009 0.088450 0.86956522
594    0.100  1.0000000  3.846154 0.074000 0.38461538
595    0.100  1.0000000  8.000000 0.087500 0.80000000
596    0.100  0.9090909  7.905138 0.087350 0.80000000
597    0.100  0.9523810  8.658009 0.088450 0.86956522
598    0.060  1.0000000  8.000000 0.052500 0.48000000
599    0.060  1.0000000  8.695652 0.053100 0.52173913
600    0.060  0.9230769  8.391608 0.052850 0.52173913
601    0.100  1.0000000  3.846154 0.074000 0.38461538
602    0.100  1.0000000  7.142857 0.086000 0.71428571
603    0.100  0.9090909  7.905138 0.087350 0.80000000
604    0.100  0.8695652  7.905138 0.087350 0.80000000
605    0.060  1.0000000  7.142857 0.051600 0.42857143
606    0.060  1.0000000  8.695652 0.053100 0.52173913
607    0.060  0.9230769  8.391608 0.052850 0.52173913
608    0.060  1.0000000  3.846154 0.044400 0.23076923
609    0.060  1.0000000  8.695652 0.053100 0.52173913
610    0.060  0.9230769  8.391608 0.052850 0.52173913
611    0.110  1.0000000  3.846154 0.081400 0.42307692
612    0.110  1.0000000  7.142857 0.094600 0.78571429
613    0.110  1.0000000  8.000000 0.096250 0.88000000
614    0.110  0.9166667  8.333333 0.096800 0.91666667
615    0.060  1.0000000  7.142857 0.051600 0.42857143
616    0.060  1.0000000  8.000000 0.052500 0.48000000
617    0.060  0.9230769  8.391608 0.052850 0.52173913
618    0.050  1.0000000  7.142857 0.043000 0.35714286
619    0.050  1.0000000  8.000000 0.043750 0.40000000
620    0.050  0.9090909  8.264463 0.043950 0.43478261
621    0.060  1.0000000  3.846154 0.044400 0.23076923
622    0.060  1.0000000  8.000000 0.052500 0.48000000
623    0.060  0.8571429  7.792208 0.052300 0.50000000
624    0.050  1.0000000  3.846154 0.037000 0.19230769
625    0.050  1.0000000  8.000000 0.043750 0.40000000
626    0.050  0.9090909  8.264463 0.043950 0.43478261
627    0.060  1.0000000  3.846154 0.044400 0.23076923
628    0.060  1.0000000  7.142857 0.051600 0.42857143
629    0.060  0.9230769  8.391608 0.052850 0.52173913
630    0.050  1.0000000  3.846154 0.037000 0.19230769
631    0.050  1.0000000  7.142857 0.043000 0.35714286
632    0.105  1.0000000  7.142857 0.090300 0.75000000
633    0.105  0.9545455  7.636364 0.091250 0.80769231
634    0.105  1.0000000  8.695652 0.092925 0.91304348
635    0.105  1.0000000  8.695652 0.092925 0.91304348
636    0.105  1.0000000  3.846154 0.077700 0.40384615
637    0.105  0.9545455  7.636364 0.091250 0.80769231
638    0.105  0.9545455  8.300395 0.092350 0.87500000
639    0.105  1.0000000  8.695652 0.092925 0.91304348
640    0.065  1.0000000  8.000000 0.056875 0.52000000
641    0.065  0.9285714  8.074534 0.056950 0.54166667
642    0.065  1.0000000  8.695652 0.057525 0.56521739
643    0.110  1.0000000  3.846154 0.081400 0.42307692
644    0.110  1.0000000  7.142857 0.094600 0.78571429
645    0.110  1.0000000  8.695652 0.097350 0.95652174
646    0.110  0.9565217  8.317580 0.096775 0.91666667
647    0.065  1.0000000  7.142857 0.055900 0.46428571
648    0.065  1.0000000  8.695652 0.057525 0.56521739
649    0.065  1.0000000  8.695652 0.057525 0.56521739
650    0.065  1.0000000  3.846154 0.048100 0.25000000
651    0.065  0.9285714  8.074534 0.056950 0.54166667
652    0.065  1.0000000  8.695652 0.057525 0.56521739
653    0.105  1.0000000  3.846154 0.077700 0.40384615
654    0.105  0.9545455  6.818182 0.089600 0.72413793
655    0.105  0.9545455  7.636364 0.091250 0.80769231
656    0.105  0.8750000  7.608696 0.091200 0.80769231
657    0.065  0.9285714  6.632653 0.055200 0.44827586
658    0.065  1.0000000  8.000000 0.056875 0.52000000
659    0.065  1.0000000  8.695652 0.057525 0.56521739
660    0.070  1.0000000  3.846154 0.051800 0.26923077
661    0.070  1.0000000  8.000000 0.061250 0.56000000
662    0.070  1.0000000  8.695652 0.061950 0.60869565
663    0.065  1.0000000  3.846154 0.048100 0.25000000
664    0.065  0.9285714  6.632653 0.055200 0.44827586
665    0.065  1.0000000  8.695652 0.057525 0.56521739
666    0.105  1.0000000  3.846154 0.077700 0.40384615
667    0.105  1.0000000  7.142857 0.090300 0.75000000
668    0.105  0.9130435  7.304348 0.090625 0.77777778
669    0.105  0.8750000  7.608696 0.091200 0.80769231
670    0.065  1.0000000  7.142857 0.055900 0.46428571
671    0.065  1.0000000  8.000000 0.056875 0.52000000
672    0.065  1.0000000  8.695652 0.057525 0.56521739
673    0.065  1.0000000  3.846154 0.048100 0.25000000
674    0.065  1.0000000  8.000000 0.056875 0.52000000
675    0.065  0.9285714  8.074534 0.056950 0.54166667
676    0.065  1.0000000  3.846154 0.048100 0.25000000
677    0.065  1.0000000  7.142857 0.055900 0.46428571
678    0.065  1.0000000  8.695652 0.057525 0.56521739
679    0.050  1.0000000  3.846154 0.037000 0.19230769
680    0.050  1.0000000  7.142857 0.043000 0.35714286
681    0.065  1.0000000  3.846154 0.048100 0.25000000
682    0.065  0.9285714  6.632653 0.055200 0.44827586
683    0.065  1.0000000  8.000000 0.056875 0.52000000
684    0.055  1.0000000  3.846154 0.040700 0.21153846
685    0.055  1.0000000  7.142857 0.047300 0.39285714
686    0.120  1.0000000  5.714286 0.099000 0.68571429
687    0.120  0.9600000  5.647059 0.098750 0.68571429
688    0.120  0.9600000  5.818182 0.099375 0.70588235
689    0.120  0.8000000  6.153846 0.100500 0.75000000
690    0.120  1.0000000  3.846154 0.088800 0.46153846
691    0.120  0.9600000  5.647059 0.098750 0.68571429
692    0.120  0.9600000  5.818182 0.099375 0.70588235
693    0.120  0.8275862  6.366048 0.101150 0.77419355
694    0.070  0.9333333  5.490196 0.057250 0.40000000
695    0.070  0.9333333  5.656566 0.057625 0.41176471
696    0.050  1.0000000  5.882353 0.041500 0.29411765
697    0.050  1.0000000  6.060606 0.041750 0.30303030
698    0.070  0.9333333  5.490196 0.057250 0.40000000
699    0.070  0.9333333  5.656566 0.057625 0.41176471
700    0.070  0.8235294  6.334842 0.058950 0.48275862
701    0.125  1.0000000  3.846154 0.092500 0.48076923
702    0.125  1.0000000  5.714286 0.103125 0.71428571
703    0.125  0.9615385  5.827506 0.103550 0.73529412
704    0.125  0.8620690  6.631300 0.106150 0.83333333
705    0.075  1.0000000  5.714286 0.061875 0.42857143
706    0.075  0.9375000  5.681818 0.061800 0.44117647
707    0.075  0.7500000  5.769231 0.062000 0.48387097
708    0.050  1.0000000  5.714286 0.041250 0.28571429
709    0.050  1.0000000  6.060606 0.041750 0.30303030
710    0.075  1.0000000  5.714286 0.061875 0.42857143
711    0.075  0.9375000  5.681818 0.061800 0.44117647
712    0.075  0.8823529  6.787330 0.063950 0.53571429
713    0.075  1.0000000  3.846154 0.055500 0.28846154
714    0.075  0.9375000  5.681818 0.061800 0.44117647
715    0.075  0.7500000  5.769231 0.062000 0.48387097
716    0.050  1.0000000  3.846154 0.037000 0.19230769
717    0.050  1.0000000  6.060606 0.041750 0.30303030
718    0.050  0.8333333  6.410256 0.042200 0.35714286
719    0.075  1.0000000  3.846154 0.055500 0.28846154
720    0.075  0.9375000  5.681818 0.061800 0.44117647
721    0.075  0.7894737  6.072874 0.062650 0.50000000
722    0.070  0.9333333  1.866667 0.032500 0.13861386
723    0.070  0.9333333  2.488889 0.041875 0.18421053
724    0.070  0.9333333  5.656566 0.057625 0.41176471
725    0.070  0.7777778  5.982906 0.058300 0.46666667
726    0.125  1.0000000  3.846154 0.092500 0.48076923
727    0.125  1.0000000  5.714286 0.103125 0.71428571
728    0.125  0.9615385  5.656109 0.102900 0.71428571
729    0.125  0.8064516  6.203474 0.104850 0.78125000
730    0.075  1.0000000  5.714286 0.061875 0.42857143
731    0.075  0.9375000  5.514706 0.061400 0.42857143
732    0.050  1.0000000  5.714286 0.041250 0.28571429
733    0.050  1.0000000  5.882353 0.041500 0.29411765
734    0.075  1.0000000  5.714286 0.061875 0.42857143
735    0.075  0.9375000  5.514706 0.061400 0.42857143
736    0.075  0.8823529  6.787330 0.063950 0.53571429
737    0.075  1.0000000  3.846154 0.055500 0.28846154
738    0.075  0.9375000  5.514706 0.061400 0.42857143
739    0.050  1.0000000  3.846154 0.037000 0.19230769
740    0.050  1.0000000  5.882353 0.041500 0.29411765
741    0.075  1.0000000  3.846154 0.055500 0.28846154
742    0.075  0.9375000  5.514706 0.061400 0.42857143
743    0.075  0.8333333  6.410256 0.063300 0.51724138
744    0.070  0.9333333  1.866667 0.032500 0.13861386
745    0.070  0.9333333  2.488889 0.041875 0.18421053
746    0.070  0.9333333  5.490196 0.057250 0.40000000
747    0.070  0.8235294  6.334842 0.058950 0.48275862
748    0.080  1.0000000  3.846154 0.059200 0.30769231
749    0.080  1.0000000  5.714286 0.066000 0.45714286
750    0.050  1.0000000  3.846154 0.037000 0.19230769
751    0.050  1.0000000  5.714286 0.041250 0.28571429
752    0.080  1.0000000  3.846154 0.059200 0.30769231
753    0.080  1.0000000  5.714286 0.066000 0.45714286
754    0.080  0.8421053  6.477733 0.067650 0.55172414
755    0.075  0.9375000  1.875000 0.035000 0.14851485
756    0.075  0.9375000  2.500000 0.045000 0.19736842
757    0.075  1.0000000  5.714286 0.061875 0.42857143
758    0.075  0.8333333  6.410256 0.063300 0.51724138
759    0.075  0.9375000  1.875000 0.035000 0.14851485
760    0.075  0.9375000  2.500000 0.045000 0.19736842
761    0.075  1.0000000  3.846154 0.055500 0.28846154
762    0.140  0.9333333  3.589744 0.101000 0.51851852
763    0.140  0.9655172  5.517241 0.114625 0.77777778
764    0.140  0.9655172  5.679513 0.115350 0.80000000
765    0.140  0.9032258  5.474096 0.114425 0.77777778
766    0.095  0.9500000  5.428571 0.077500 0.52777778
767    0.095  0.9500000  5.588235 0.078000 0.54285714
768    0.095  0.8636364  5.234160 0.076850 0.52777778
769    0.070  1.0000000  5.714286 0.057750 0.40000000
770    0.070  1.0000000  5.882353 0.058100 0.41176471
771    0.070  0.8750000  5.303030 0.056800 0.40000000
772    0.080  0.9411765  5.378151 0.065125 0.44444444
773    0.080  0.9411765  5.536332 0.065550 0.45714286
774    0.080  0.9411765  5.704100 0.065975 0.47058824
775    0.090  0.9000000  3.461538 0.064000 0.33333333
776    0.090  0.9000000  5.294118 0.073000 0.50000000
777    0.090  0.8571429  5.194805 0.072675 0.50000000
778    0.060  0.8571429  3.296703 0.041800 0.22222222
779    0.060  1.0000000  5.882353 0.049800 0.35294118
780    0.060  0.8571429  5.194805 0.048450 0.34285714
781    0.085  1.0000000  3.846154 0.062900 0.32692308
782    0.085  0.8947368  5.263158 0.068850 0.47222222
783    0.085  0.9444444  5.723906 0.070150 0.50000000
784    0.080  0.8000000  1.600000 0.030000 0.15384615
785    0.080  0.9411765  2.509804 0.048125 0.21052632
786    0.080  0.8888889  5.228758 0.064700 0.44444444
787    0.080  0.9411765  5.704100 0.065975 0.47058824
788    0.090  0.9000000  3.461538 0.064000 0.33333333
789    0.090  0.9000000  5.142857 0.072500 0.48648649
790    0.090  0.8181818  4.958678 0.071850 0.48648649
791    0.060  0.8571429  3.296703 0.041800 0.22222222
792    0.060  1.0000000  5.714286 0.049500 0.34285714
793    0.060  0.8571429  5.194805 0.048450 0.34285714
794    0.085  1.0000000  3.846154 0.062900 0.32692308
795    0.085  0.8947368  5.112782 0.068375 0.45945946
796    0.085  0.8947368  5.422648 0.069325 0.48571429
797    0.080  0.8000000  1.600000 0.030000 0.15384615
798    0.080  0.9411765  2.509804 0.048125 0.21052632
799    0.080  0.8888889  5.079365 0.064250 0.43243243
800    0.080  0.8888889  5.387205 0.065150 0.45714286
801    0.090  0.9000000  1.800000 0.040000 0.17647059
802    0.090  0.9473684  2.526316 0.054375 0.23684211
803    0.090  1.0000000  3.846154 0.066600 0.34615385
804    0.090  0.7826087  4.743083 0.071025 0.47368421
805    0.100  0.9090909  3.496503 0.071400 0.37037037
806    0.100  0.9523810  5.442177 0.081625 0.55555556
807    0.100  0.9090909  5.347594 0.081300 0.55555556
808    0.070  0.8750000  3.365385 0.049200 0.25925926
809    0.070  1.0000000  5.714286 0.057750 0.40000000
810    0.070  1.0000000  5.882353 0.058100 0.41176471
811    0.085  1.0000000  3.846154 0.062900 0.32692308
812    0.085  0.9444444  5.396825 0.069250 0.47222222
813    0.085  0.8947368  5.263158 0.068850 0.47222222
814    0.080  0.9411765  2.509804 0.048125 0.21052632
815    0.080  0.9411765  5.378151 0.065125 0.44444444
816    0.080  0.8888889  5.228758 0.064700 0.44444444
817    0.085  0.8095238  1.619048 0.032500 0.16346154
818    0.085  0.9444444  2.518519 0.051250 0.22368421
819    0.085  1.0000000  3.846154 0.062900 0.32692308
820    0.090  0.8181818  1.636364 0.035000 0.17307692
821    0.090  0.9473684  2.526316 0.054375 0.23684211
822    0.090  1.0000000  3.846154 0.066600 0.34615385
823    0.090  0.7826087  4.472050 0.069875 0.45000000
824    0.135  0.9000000  2.535211 0.081750 0.36486486
825    0.135  1.0000000  2.857143 0.087750 0.38571429
826    0.135  0.9642857  3.061224 0.090900 0.42187500
827    0.140  0.9333333  2.557078 0.085250 0.37333333
828    0.140  1.0000000  2.857143 0.091000 0.40000000
829    0.140  0.9333333  2.962963 0.092750 0.43076923
830    0.140  0.9333333  2.196078 0.076250 0.32183908
831    0.140  1.0000000  2.857143 0.091000 0.40000000
832    0.140  0.8750000  2.777778 0.089600 0.41791045
833    0.070  1.0000000  2.857143 0.045500 0.20000000
834    0.070  0.9333333  2.962963 0.046375 0.21875000
835    0.080  1.0000000  2.857143 0.052000 0.22857143
836    0.080  0.8000000  2.539683 0.048500 0.23880597
837    0.125  0.9259259  2.536783 0.075725 0.33333333
838    0.125  0.8928571  2.515091 0.075300 0.33783784
839    0.125  0.8333333  2.645503 0.077750 0.36764706
840    0.135  1.0000000  2.352941 0.077625 0.31764706
841    0.135  0.9642857  2.716298 0.085300 0.37500000
842    0.135  0.8437500  2.678571 0.084600 0.39705882
843    0.060  0.8571429  2.414487 0.035150 0.16438356
844    0.060  1.0000000  3.174603 0.041100 0.19047619
845    0.075  0.9375000  2.640845 0.046600 0.20833333
846    0.075  0.7500000  2.380952 0.043500 0.22058824
847    0.130  0.9285714  2.184874 0.070500 0.29885057
848    0.130  0.9285714  2.544031 0.078900 0.34666667
849    0.130  0.8387097  2.662570 0.081175 0.38235294
850    0.070  1.0000000  2.739726 0.044450 0.19178082
851    0.070  0.9333333  2.962963 0.046375 0.21875000
852    0.070  0.8750000  2.397260 0.040800 0.18666667
853    0.060  0.8571429  2.016807 0.030250 0.13793103
854    0.060  1.0000000  3.174603 0.041100 0.19047619
855    0.080  1.0000000  2.352941 0.046000 0.18823529
856    0.060  1.0000000  2.531646 0.036300 0.15189873
857    0.060  1.0000000  2.739726 0.038100 0.16438356
858    0.060  0.9230769  2.675585 0.037575 0.17142857
859    0.130  0.9285714  2.544031 0.078900 0.34666667
860    0.130  0.8666667  2.441315 0.076750 0.34666667
861    0.130  0.8666667  2.476190 0.077500 0.35135135
862    0.140  1.0000000  2.352941 0.080500 0.32941176
863    0.140  0.8750000  2.464789 0.083200 0.37333333
864    0.140  0.8750000  2.500000 0.084000 0.37837838
865    0.060  0.8000000  2.253521 0.033375 0.16216216
866    0.060  1.0000000  2.857143 0.039000 0.17142857
867    0.080  0.8000000  2.253521 0.044500 0.21333333
868    0.080  0.8000000  2.285714 0.045000 0.21621622
869    0.135  0.9000000  2.117647 0.071250 0.30681818
870    0.135  0.8437500  2.311644 0.076600 0.34615385
871    0.135  0.8709677  2.488479 0.080750 0.36486486
872    0.075  1.0000000  2.739726 0.047625 0.20547945
873    0.075  1.0000000  2.857143 0.048750 0.21428571
874    0.075  0.7500000  2.054795 0.038500 0.19230769
875    0.075  0.7894737  2.255639 0.041750 0.20270270
876    0.060  0.8000000  1.882353 0.028125 0.13636364
877    0.060  1.0000000  2.857143 0.039000 0.17142857
878    0.100  1.0000000  2.352941 0.057500 0.23529412
879    0.100  0.8333333  2.380952 0.058000 0.27027027
880    0.150  1.0000000  2.352941 0.086250 0.35294118
881    0.150  0.9375000  2.568493 0.091600 0.40000000
882    0.150  0.9677419  2.726034 0.094975 0.41666667
883    0.060  1.0000000  2.739726 0.038100 0.16438356
884    0.060  0.8000000  2.253521 0.033375 0.16216216
885    0.090  0.9000000  2.465753 0.053500 0.24000000
886    0.090  0.9473684  2.668643 0.056275 0.25000000
887    0.060  1.0000000  2.352941 0.034500 0.14117647
888    0.060  1.0000000  2.816901 0.038700 0.16901408
889    0.100  1.0000000  2.352941 0.057500 0.23529412
890    0.100  0.8333333  2.347418 0.057400 0.26666667
891    0.060  0.8000000  1.882353 0.028125 0.13636364
892    0.060  1.0000000  2.739726 0.038100 0.16438356
893    0.095  1.0000000  2.352941 0.054625 0.22352941
894    0.095  0.7916667  2.168950 0.051200 0.24358974
895    0.050  0.8333333  2.109705 0.026300 0.12345679
896    0.050  0.7692308  2.051282 0.025625 0.12820513
897    0.050  1.0000000  2.739726 0.031750 0.13698630
898    0.060  1.0000000  2.000000 0.030000 0.12000000
899    0.060  1.0000000  2.666667 0.037500 0.16000000
900    0.060  1.0000000  2.739726 0.038100 0.16438356
901    0.050  0.7692308  1.538462 0.017500 0.09708738
902    0.050  0.8333333  2.109705 0.026300 0.12345679
903    0.050  1.0000000  2.739726 0.031750 0.13698630
904    0.050  1.0000000  2.000000 0.025000 0.10000000
905    0.050  0.8333333  2.109705 0.026300 0.12345679
906    0.050  1.0000000  2.666667 0.031250 0.13333333
907    0.090  0.9000000  2.465753 0.053500 0.24000000
908    0.090  1.0000000  2.898551 0.058950 0.26086957
909    0.165  1.0000000  2.531646 0.099825 0.41772152
910    0.165  0.9428571  2.583170 0.101125 0.44000000
911    0.165  0.9428571  2.732919 0.104625 0.46478873
912    0.165  1.0000000  2.469136 0.098175 0.40740741
913    0.165  0.9428571  2.583170 0.101125 0.44000000
914    0.165  0.9428571  2.732919 0.104625 0.46478873
915    0.075  1.0000000  2.739726 0.047625 0.20547945
916    0.075  0.8823529  2.557545 0.045675 0.21126761
917    0.075  0.7500000  3.125000 0.051000 0.28301887
918    0.055  0.8461538  2.318230 0.031275 0.14666667
919    0.055  1.0000000  2.898551 0.036025 0.15942029
920    0.110  1.0000000  2.739726 0.069850 0.30136986
921    0.110  0.9166667  2.657005 0.068600 0.30985915
922    0.100  1.0000000  2.531646 0.060500 0.25316456
923    0.100  0.9090909  2.635046 0.062050 0.28169014
924    0.100  1.0000000  2.469136 0.059500 0.24691358
925    0.100  0.8333333  2.415459 0.058600 0.27397260
926    0.065  1.0000000  2.666667 0.040625 0.17333333
927    0.065  0.7647059  2.216539 0.035675 0.17808219
928    0.175  1.0000000  2.469136 0.104125 0.43209877
929    0.175  1.0000000  2.531646 0.105875 0.44303797
930    0.175  0.8750000  2.536232 0.106000 0.47297297
931    0.075  1.0000000  2.531646 0.045375 0.18987342
932    0.075  0.8333333  2.415459 0.043950 0.20833333
933    0.075  0.7500000  3.125000 0.051000 0.28301887
934    0.065  1.0000000  2.531646 0.039325 0.16455696
935    0.065  0.8125000  2.355072 0.037400 0.18055556
936    0.110  1.0000000  2.531646 0.066550 0.27848101
937    0.110  0.9166667  2.657005 0.068600 0.30985915
938    0.075  1.0000000  2.469136 0.044625 0.18518519
939    0.075  0.8333333  2.415459 0.043950 0.20833333
940    0.075  0.8823529  3.676471 0.054600 0.30000000
941    0.065  1.0000000  2.469136 0.038675 0.16049383
942    0.110  1.0000000  2.469136 0.065450 0.27160494
943    0.110  0.9166667  2.657005 0.068600 0.30985915
944    0.110  0.7857143  3.273810 0.076400 0.40740741
945    0.075  1.0000000  2.000000 0.037500 0.15000000
946    0.075  0.8823529  2.557545 0.045675 0.21126761
947    0.090  1.0000000  2.531646 0.054450 0.22784810
948    0.090  0.8181818  2.241594 0.049850 0.23376623
949    0.090  1.0000000  2.469136 0.053550 0.22222222
950    0.090  0.7500000  2.054795 0.046200 0.22784810
951    0.055  1.0000000  2.666667 0.034375 0.14666667
952    0.175  1.0000000  2.469136 0.104125 0.43209877
953    0.175  1.0000000  2.531646 0.105875 0.44303797
954    0.175  0.8750000  2.397260 0.102000 0.44871795
955    0.085  1.0000000  2.531646 0.051425 0.21518987
956    0.085  0.9444444  2.587519 0.052150 0.22972973
957    0.055  1.0000000  2.531646 0.033275 0.13924051
958    0.120  1.0000000  2.531646 0.072600 0.30379747
959    0.120  1.0000000  2.739726 0.076200 0.32876712
960    0.085  1.0000000  2.469136 0.050575 0.20987654
961    0.085  0.9444444  2.587519 0.052150 0.22972973
962    0.085  0.8500000  3.541667 0.061000 0.33333333
963    0.055  1.0000000  2.469136 0.032725 0.13580247
964    0.120  1.0000000  2.469136 0.071400 0.29629630
965    0.120  1.0000000  2.739726 0.076200 0.32876712
966    0.120  0.7741935  3.225806 0.082800 0.43636364
967    0.085  1.0000000  2.000000 0.042500 0.17000000
968    0.085  1.0000000  2.739726 0.053975 0.23287671
969    0.110  1.0000000  2.469136 0.065450 0.27160494
970    0.110  0.9166667  2.320675 0.062600 0.27160494
971    0.075  0.8823529  2.233805 0.041425 0.18518519
972    0.075  0.9375000  2.500000 0.045000 0.19736842
973    0.085  1.0000000  2.469136 0.050575 0.20987654
974    0.085  0.9444444  2.518519 0.051250 0.22368421
975    0.090  1.0000000  2.469136 0.053550 0.22222222
976    0.090  1.0000000  2.531646 0.054450 0.22784810
977    0.080  1.0000000  2.469136 0.047600 0.19753086
978    0.080  0.8888889  2.250352 0.044450 0.19753086
979    0.120  1.0000000  2.469136 0.071400 0.29629630
980    0.120  1.0000000  2.531646 0.072600 0.30379747
981    0.085  0.9444444  1.888889 0.040000 0.16831683
982    0.085  1.0000000  2.531646 0.051425 0.21518987
983    0.085  0.9444444  1.888889 0.040000 0.16831683
984    0.085  1.0000000  2.469136 0.050575 0.20987654
985    0.120  0.9230769  2.600217 0.073850 0.32876712
986    0.120  0.9600000  2.742857 0.076250 0.33802817
987    0.120  0.9600000  3.047619 0.080625 0.37500000
988    0.110  0.8461538  2.318230 0.062550 0.28571429
989    0.110  0.9565217  2.732919 0.069750 0.30985915
990    0.110  0.9565217  3.036577 0.073775 0.34375000
991    0.105  0.8076923  1.900452 0.049750 0.23333333
992    0.105  1.0000000  2.857143 0.068250 0.30000000
993    0.105  0.9545455  3.030303 0.070350 0.32812500
994    0.050  1.0000000  2.857143 0.032500 0.14285714
995    0.050  0.7692308  2.442002 0.029525 0.15151515
996    0.080  0.9411765  2.689076 0.050250 0.22535211
997    0.080  1.0000000  3.174603 0.054800 0.25396825
