     support confidence     lift leverage   jaccard
1      0.060  1.0000000 3.846154 0.044400 0.2307692
2      0.110  1.0000000 8.000000 0.096250 0.8800000
3      0.110  1.0000000 7.142857 0.094600 0.7857143
4      0.110  1.0000000 3.846154 0.081400 0.4230769
5      0.110  0.9565217 8.317580 0.096775 0.9166667
6      0.110  0.9565217 8.317580 0.096775 0.9166667
7      0.110  0.9565217 7.652174 0.095625 0.8461538
8      0.110  0.9565217 6.832298 0.093900 0.7586207
9      0.115  1.0000000 3.846154 0.085100 0.4423077
10     0.115  1.0000000 7.142857 0.098900 0.8214286
11     0.115  1.0000000 3.846154 0.085100 0.4423077
12     0.120  0.9600000 6.857143 0.102500 0.8275862
13     0.125  1.0000000 3.846154 0.092500 0.4807692
14     0.125  0.9615385 5.827506 0.103550 0.7352941
15     0.125  0.9615385 5.656109 0.102900 0.7142857
16     0.130  1.0000000 5.714286 0.107250 0.7428571
17     0.130  1.0000000 3.846154 0.096200 0.5000000
18     0.140  1.0000000 3.846154 0.103600 0.5384615
19     0.165  0.9705882 5.546218 0.135250 0.9166667
20     0.310  0.9841270 2.811791 0.199750 0.8732394
21     0.050  1.0000000 6.060606 0.041750 0.3030303
22     0.050  1.0000000 5.882353 0.041500 0.2941176
23     0.050  1.0000000 5.714286 0.041250 0.2857143
24     0.050  1.0000000 3.846154 0.037000 0.1923077
25     0.055  1.0000000 5.882353 0.045650 0.3235294
26     0.055  1.0000000 6.060606 0.045925 0.3333333
27     0.055  1.0000000 5.714286 0.045375 0.3142857
28     0.055  1.0000000 6.060606 0.045925 0.3333333
29     0.055  1.0000000 3.846154 0.040700 0.2115385
30     0.055  1.0000000 5.714286 0.045375 0.3142857
31     0.055  1.0000000 5.882353 0.045650 0.3235294
32     0.055  1.0000000 3.846154 0.040700 0.2115385
33     0.055  1.0000000 3.846154 0.040700 0.2115385
34     0.055  1.0000000 3.846154 0.040700 0.2115385
35     0.100  1.0000000 8.695652 0.088500 0.8695652
36     0.100  1.0000000 8.695652 0.088500 0.8695652
37     0.100  1.0000000 8.000000 0.087500 0.8000000
38     0.100  1.0000000 7.142857 0.086000 0.7142857
39     0.100  1.0000000 3.846154 0.074000 0.3846154
40     0.060  1.0000000 8.695652 0.053100 0.5217391
41     0.100  1.0000000 8.000000 0.087500 0.8000000
42     0.100  0.9523810 8.658009 0.088450 0.8695652
43     0.100  1.0000000 7.142857 0.086000 0.7142857
44     0.100  1.0000000 3.846154 0.074000 0.3846154
45     0.060  1.0000000 8.695652 0.053100 0.5217391
46     0.110  1.0000000 7.142857 0.094600 0.7857143
47     0.110  1.0000000 8.000000 0.096250 0.8800000
48     0.110  1.0000000 3.846154 0.081400 0.4230769
49     0.110  1.0000000 8.000000 0.096250 0.8800000
50     0.060  1.0000000 8.000000 0.052500 0.4800000
51     0.050  1.0000000 8.000000 0.043750 0.4000000
52     0.110  1.0000000 3.846154 0.081400 0.4230769
53     0.110  1.0000000 7.142857 0.094600 0.7857143
54     0.060  1.0000000 7.142857 0.051600 0.4285714
55     0.050  1.0000000 7.142857 0.043000 0.3571429
56     0.060  1.0000000 3.846154 0.044400 0.2307692
57     0.050  1.0000000 3.846154 0.037000 0.1923077
58     0.105  0.9545455 7.636364 0.091250 0.8076923
59     0.105  0.9545455 8.300395 0.092350 0.8750000
60     0.105  1.0000000 8.695652 0.092925 0.9130435
61     0.110  1.0000000 7.142857 0.094600 0.7857143
62     0.110  1.0000000 8.695652 0.097350 0.9565217
63     0.110  0.9565217 8.317580 0.096775 0.9166667
64     0.110  1.0000000 3.846154 0.081400 0.4230769
65     0.110  0.9565217 8.317580 0.096775 0.9166667
66     0.110  0.9565217 8.317580 0.096775 0.9166667
67     0.065  1.0000000 8.695652 0.057525 0.5652174
68     0.105  0.9545455 6.818182 0.089600 0.7241379
69     0.105  0.9545455 7.636364 0.091250 0.8076923
70     0.110  1.0000000 3.846154 0.081400 0.4230769
71     0.110  0.9565217 7.652174 0.095625 0.8461538
72     0.070  1.0000000 8.000000 0.061250 0.5600000
73     0.070  1.0000000 8.695652 0.061950 0.6086957
74     0.110  1.0000000 3.846154 0.081400 0.4230769
75     0.110  0.9565217 6.832298 0.093900 0.7586207
76     0.065  1.0000000 8.695652 0.057525 0.5652174
77     0.070  1.0000000 3.846154 0.051800 0.2692308
78     0.105  1.0000000 7.142857 0.090300 0.7500000
79     0.105  1.0000000 3.846154 0.077700 0.4038462
80     0.065  1.0000000 8.000000 0.056875 0.5200000
81     0.115  1.0000000 3.846154 0.085100 0.4423077
82     0.115  1.0000000 7.142857 0.098900 0.8214286
83     0.065  1.0000000 7.142857 0.055900 0.4642857
84     0.065  1.0000000 8.695652 0.057525 0.5652174
85     0.050  1.0000000 7.142857 0.043000 0.3571429
86     0.065  1.0000000 3.846154 0.048100 0.2500000
87     0.050  1.0000000 3.846154 0.037000 0.1923077
88     0.120  1.0000000 3.846154 0.088800 0.4615385
89     0.120  0.9600000 6.857143 0.102500 0.8275862
90     0.065  1.0000000 8.000000 0.056875 0.5200000
91     0.055  1.0000000 7.142857 0.047300 0.3928571
92     0.070  1.0000000 3.846154 0.051800 0.2692308
93     0.055  1.0000000 3.846154 0.040700 0.2115385
94     0.120  0.9600000 5.647059 0.098750 0.6857143
95     0.120  0.9600000 5.818182 0.099375 0.7058824
96     0.125  1.0000000 5.714286 0.103125 0.7142857
97     0.125  0.9615385 5.827506 0.103550 0.7352941
98     0.125  1.0000000 3.846154 0.092500 0.4807692
