     support confidence      lift leverage   jaccard
497    0.055  1.0000000  3.846154 0.040700 0.2115385
498    0.055  1.0000000  5.714286 0.045375 0.3142857
499    0.055  1.0000000  5.882353 0.045650 0.3235294
500    0.050  0.9090909  1.818182 0.022500 0.0990099
501    0.050  1.0000000  5.714286 0.041250 0.2857143
502    0.050  1.0000000  5.882353 0.041500 0.2941176
503    0.050  0.9090909  1.818182 0.022500 0.0990099
504    0.050  1.0000000  3.846154 0.037000 0.1923077
505    0.050  0.9090909  5.347594 0.040650 0.2857143
506    0.050  0.9090909  1.818182 0.022500 0.0990099
507    0.050  1.0000000  3.846154 0.037000 0.1923077
508    0.050  0.9090909  5.194805 0.040375 0.2777778
509    0.100  1.0000000  8.000000 0.087500 0.8000000
510    0.100  1.0000000  8.695652 0.088500 0.8695652
511    0.100  1.0000000  8.695652 0.088500 0.8695652
512    0.100  0.9523810  8.658009 0.088450 0.8695652
513    0.100  1.0000000  7.142857 0.086000 0.7142857
514    0.100  1.0000000  8.695652 0.088500 0.8695652
515    0.100  1.0000000  8.695652 0.088500 0.8695652
516    0.100  0.9090909  8.264463 0.087900 0.8333333
517    0.100  1.0000000  3.846154 0.074000 0.3846154
518    0.100  1.0000000  8.695652 0.088500 0.8695652
519    0.100  1.0000000  8.695652 0.088500 0.8695652
520    0.100  0.9090909  8.264463 0.087900 0.8333333
521    0.060  1.0000000  8.695652 0.053100 0.5217391
522    0.060  1.0000000  8.695652 0.053100 0.5217391
523    0.060  0.9230769  8.391608 0.052850 0.5217391
524    0.100  1.0000000  7.142857 0.086000 0.7142857
525    0.100  1.0000000  8.000000 0.087500 0.8000000
526    0.100  0.9090909  7.905138 0.087350 0.8000000
527    0.100  0.9523810  8.658009 0.088450 0.8695652
528    0.100  1.0000000  3.846154 0.074000 0.3846154
529    0.100  1.0000000  8.000000 0.087500 0.8000000
530    0.100  0.9090909  7.905138 0.087350 0.8000000
531    0.100  0.9090909  8.264463 0.087900 0.8333333
532    0.060  1.0000000  8.000000 0.052500 0.4800000
533    0.060  1.0000000  8.695652 0.053100 0.5217391
534    0.060  0.8571429  7.792208 0.052300 0.5000000
535    0.100  1.0000000  3.846154 0.074000 0.3846154
536    0.100  1.0000000  7.142857 0.086000 0.7142857
537    0.100  0.9090909  7.905138 0.087350 0.8000000
538    0.100  0.9090909  8.264463 0.087900 0.8333333
539    0.060  1.0000000  7.142857 0.051600 0.4285714
540    0.060  1.0000000  8.695652 0.053100 0.5217391
541    0.060  0.9230769  8.391608 0.052850 0.5217391
542    0.060  1.0000000  3.846154 0.044400 0.2307692
543    0.060  1.0000000  8.695652 0.053100 0.5217391
544    0.060  0.8571429  7.792208 0.052300 0.5000000
545    0.100  1.0000000  7.142857 0.086000 0.7142857
546    0.100  1.0000000  8.000000 0.087500 0.8000000
547    0.100  0.9090909  7.905138 0.087350 0.8000000
548    0.100  0.9523810  8.658009 0.088450 0.8695652
549    0.100  1.0000000  3.846154 0.074000 0.3846154
550    0.100  1.0000000  8.000000 0.087500 0.8000000
551    0.100  0.9090909  7.905138 0.087350 0.8000000
552    0.100  0.9523810  8.658009 0.088450 0.8695652
553    0.060  1.0000000  8.000000 0.052500 0.4800000
554    0.060  1.0000000  8.695652 0.053100 0.5217391
555    0.060  0.9230769  8.391608 0.052850 0.5217391
556    0.100  1.0000000  3.846154 0.074000 0.3846154
557    0.100  1.0000000  7.142857 0.086000 0.7142857
558    0.100  0.9090909  7.905138 0.087350 0.8000000
559    0.100  0.8695652  7.905138 0.087350 0.8000000
560    0.060  1.0000000  7.142857 0.051600 0.4285714
561    0.060  1.0000000  8.695652 0.053100 0.5217391
562    0.060  0.9230769  8.391608 0.052850 0.5217391
563    0.060  1.0000000  3.846154 0.044400 0.2307692
564    0.060  1.0000000  8.695652 0.053100 0.5217391
565    0.060  0.9230769  8.391608 0.052850 0.5217391
566    0.110  1.0000000  3.846154 0.081400 0.4230769
567    0.110  1.0000000  7.142857 0.094600 0.7857143
568    0.110  1.0000000  8.000000 0.096250 0.8800000
569    0.110  0.9166667  8.333333 0.096800 0.9166667
570    0.060  1.0000000  7.142857 0.051600 0.4285714
571    0.060  1.0000000  8.000000 0.052500 0.4800000
572    0.060  0.9230769  8.391608 0.052850 0.5217391
573    0.050  1.0000000  7.142857 0.043000 0.3571429
574    0.050  1.0000000  8.000000 0.043750 0.4000000
575    0.050  0.9090909  8.264463 0.043950 0.4347826
576    0.060  1.0000000  3.846154 0.044400 0.2307692
577    0.060  1.0000000  8.000000 0.052500 0.4800000
578    0.060  0.8571429  7.792208 0.052300 0.5000000
579    0.050  1.0000000  3.846154 0.037000 0.1923077
580    0.050  1.0000000  8.000000 0.043750 0.4000000
581    0.050  0.9090909  8.264463 0.043950 0.4347826
582    0.060  1.0000000  3.846154 0.044400 0.2307692
583    0.060  1.0000000  7.142857 0.051600 0.4285714
584    0.060  0.9230769  8.391608 0.052850 0.5217391
585    0.050  1.0000000  3.846154 0.037000 0.1923077
586    0.050  1.0000000  7.142857 0.043000 0.3571429
587    0.105  1.0000000  7.142857 0.090300 0.7500000
588    0.105  0.9545455  7.636364 0.091250 0.8076923
589    0.105  1.0000000  8.695652 0.092925 0.9130435
590    0.105  1.0000000  8.695652 0.092925 0.9130435
591    0.105  1.0000000  3.846154 0.077700 0.4038462
592    0.105  0.9545455  7.636364 0.091250 0.8076923
593    0.105  0.9545455  8.300395 0.092350 0.8750000
594    0.105  1.0000000  8.695652 0.092925 0.9130435
595    0.065  1.0000000  8.000000 0.056875 0.5200000
596    0.065  0.9285714  8.074534 0.056950 0.5416667
597    0.065  1.0000000  8.695652 0.057525 0.5652174
598    0.110  1.0000000  3.846154 0.081400 0.4230769
599    0.110  1.0000000  7.142857 0.094600 0.7857143
600    0.110  1.0000000  8.695652 0.097350 0.9565217
601    0.110  0.9565217  8.317580 0.096775 0.9166667
602    0.065  1.0000000  7.142857 0.055900 0.4642857
603    0.065  1.0000000  8.695652 0.057525 0.5652174
604    0.065  1.0000000  8.695652 0.057525 0.5652174
605    0.065  1.0000000  3.846154 0.048100 0.2500000
606    0.065  0.9285714  8.074534 0.056950 0.5416667
607    0.065  1.0000000  8.695652 0.057525 0.5652174
608    0.105  1.0000000  3.846154 0.077700 0.4038462
609    0.105  0.9545455  6.818182 0.089600 0.7241379
610    0.105  0.9545455  7.636364 0.091250 0.8076923
611    0.105  0.8750000  7.608696 0.091200 0.8076923
612    0.065  0.9285714  6.632653 0.055200 0.4482759
613    0.065  1.0000000  8.000000 0.056875 0.5200000
614    0.065  1.0000000  8.695652 0.057525 0.5652174
615    0.070  1.0000000  3.846154 0.051800 0.2692308
616    0.070  1.0000000  8.000000 0.061250 0.5600000
617    0.070  1.0000000  8.695652 0.061950 0.6086957
618    0.065  1.0000000  3.846154 0.048100 0.2500000
619    0.065  0.9285714  6.632653 0.055200 0.4482759
620    0.065  1.0000000  8.695652 0.057525 0.5652174
621    0.105  1.0000000  3.846154 0.077700 0.4038462
622    0.105  1.0000000  7.142857 0.090300 0.7500000
623    0.105  0.9130435  7.304348 0.090625 0.7777778
624    0.105  0.8750000  7.608696 0.091200 0.8076923
625    0.065  1.0000000  7.142857 0.055900 0.4642857
626    0.065  1.0000000  8.000000 0.056875 0.5200000
627    0.065  1.0000000  8.695652 0.057525 0.5652174
628    0.065  1.0000000  3.846154 0.048100 0.2500000
629    0.065  1.0000000  8.000000 0.056875 0.5200000
630    0.065  0.9285714  8.074534 0.056950 0.5416667
631    0.065  1.0000000  3.846154 0.048100 0.2500000
632    0.065  1.0000000  7.142857 0.055900 0.4642857
633    0.065  1.0000000  8.695652 0.057525 0.5652174
634    0.050  1.0000000  3.846154 0.037000 0.1923077
635    0.050  1.0000000  7.142857 0.043000 0.3571429
636    0.065  1.0000000  3.846154 0.048100 0.2500000
637    0.065  0.9285714  6.632653 0.055200 0.4482759
638    0.065  1.0000000  8.000000 0.056875 0.5200000
639    0.055  1.0000000  3.846154 0.040700 0.2115385
640    0.055  1.0000000  7.142857 0.047300 0.3928571
641    0.120  1.0000000  5.714286 0.099000 0.6857143
642    0.120  0.9600000  5.647059 0.098750 0.6857143
643    0.120  0.9600000  5.818182 0.099375 0.7058824
644    0.120  0.8000000  6.153846 0.100500 0.7500000
645    0.120  1.0000000  3.846154 0.088800 0.4615385
646    0.120  0.9600000  5.647059 0.098750 0.6857143
647    0.120  0.9600000  5.818182 0.099375 0.7058824
648    0.120  0.8275862  6.366048 0.101150 0.7741935
649    0.070  0.9333333  5.490196 0.057250 0.4000000
650    0.070  0.9333333  5.656566 0.057625 0.4117647
651    0.050  1.0000000  5.882353 0.041500 0.2941176
652    0.050  1.0000000  6.060606 0.041750 0.3030303
653    0.070  0.9333333  5.490196 0.057250 0.4000000
654    0.070  0.9333333  5.656566 0.057625 0.4117647
655    0.070  0.8235294  6.334842 0.058950 0.4827586
656    0.125  1.0000000  3.846154 0.092500 0.4807692
657    0.125  1.0000000  5.714286 0.103125 0.7142857
658    0.125  0.9615385  5.827506 0.103550 0.7352941
659    0.125  0.8620690  6.631300 0.106150 0.8333333
660    0.075  1.0000000  5.714286 0.061875 0.4285714
661    0.075  0.9375000  5.681818 0.061800 0.4411765
662    0.050  1.0000000  5.714286 0.041250 0.2857143
663    0.050  1.0000000  6.060606 0.041750 0.3030303
664    0.075  1.0000000  5.714286 0.061875 0.4285714
665    0.075  0.9375000  5.681818 0.061800 0.4411765
666    0.075  0.8823529  6.787330 0.063950 0.5357143
667    0.075  1.0000000  3.846154 0.055500 0.2884615
668    0.075  0.9375000  5.681818 0.061800 0.4411765
669    0.050  1.0000000  3.846154 0.037000 0.1923077
670    0.050  1.0000000  6.060606 0.041750 0.3030303
671    0.050  0.8333333  6.410256 0.042200 0.3571429
672    0.075  1.0000000  3.846154 0.055500 0.2884615
673    0.075  0.9375000  5.681818 0.061800 0.4411765
674    0.070  0.9333333  1.866667 0.032500 0.1386139
675    0.070  0.9333333  2.488889 0.041875 0.1842105
676    0.070  0.9333333  5.656566 0.057625 0.4117647
677    0.125  1.0000000  3.846154 0.092500 0.4807692
678    0.125  1.0000000  5.714286 0.103125 0.7142857
679    0.125  0.9615385  5.656109 0.102900 0.7142857
680    0.125  0.8064516  6.203474 0.104850 0.7812500
681    0.075  1.0000000  5.714286 0.061875 0.4285714
682    0.075  0.9375000  5.514706 0.061400 0.4285714
683    0.050  1.0000000  5.714286 0.041250 0.2857143
684    0.050  1.0000000  5.882353 0.041500 0.2941176
685    0.075  1.0000000  5.714286 0.061875 0.4285714
686    0.075  0.9375000  5.514706 0.061400 0.4285714
687    0.075  0.8823529  6.787330 0.063950 0.5357143
688    0.075  1.0000000  3.846154 0.055500 0.2884615
689    0.075  0.9375000  5.514706 0.061400 0.4285714
690    0.050  1.0000000  3.846154 0.037000 0.1923077
691    0.050  1.0000000  5.882353 0.041500 0.2941176
692    0.075  1.0000000  3.846154 0.055500 0.2884615
693    0.075  0.9375000  5.514706 0.061400 0.4285714
694    0.075  0.8333333  6.410256 0.063300 0.5172414
695    0.070  0.9333333  1.866667 0.032500 0.1386139
696    0.070  0.9333333  2.488889 0.041875 0.1842105
697    0.070  0.9333333  5.490196 0.057250 0.4000000
698    0.070  0.8235294  6.334842 0.058950 0.4827586
699    0.080  1.0000000  3.846154 0.059200 0.3076923
700    0.080  1.0000000  5.714286 0.066000 0.4571429
701    0.050  1.0000000  3.846154 0.037000 0.1923077
702    0.050  1.0000000  5.714286 0.041250 0.2857143
703    0.080  1.0000000  3.846154 0.059200 0.3076923
704    0.080  1.0000000  5.714286 0.066000 0.4571429
705    0.080  0.8421053  6.477733 0.067650 0.5517241
706    0.075  0.9375000  1.875000 0.035000 0.1485149
707    0.075  0.9375000  2.500000 0.045000 0.1973684
708    0.075  1.0000000  5.714286 0.061875 0.4285714
709    0.075  0.8333333  6.410256 0.063300 0.5172414
710    0.075  0.9375000  1.875000 0.035000 0.1485149
711    0.075  0.9375000  2.500000 0.045000 0.1973684
712    0.075  1.0000000  3.846154 0.055500 0.2884615
713    0.140  0.9333333  3.589744 0.101000 0.5185185
714    0.140  0.9655172  5.517241 0.114625 0.7777778
715    0.140  0.9655172  5.679513 0.115350 0.8000000
716    0.140  0.9032258  5.474096 0.114425 0.7777778
717    0.095  0.9500000  5.428571 0.077500 0.5277778
718    0.095  0.9500000  5.588235 0.078000 0.5428571
719    0.095  0.8636364  5.234160 0.076850 0.5277778
720    0.070  1.0000000  5.714286 0.057750 0.4000000
721    0.070  1.0000000  5.882353 0.058100 0.4117647
722    0.070  0.8750000  5.303030 0.056800 0.4000000
723    0.080  0.9411765  5.378151 0.065125 0.4444444
724    0.080  0.9411765  5.536332 0.065550 0.4571429
725    0.080  0.9411765  5.704100 0.065975 0.4705882
726    0.090  0.9000000  3.461538 0.064000 0.3333333
727    0.090  0.9000000  5.294118 0.073000 0.5000000
728    0.090  0.8571429  5.194805 0.072675 0.5000000
729    0.060  0.8571429  3.296703 0.041800 0.2222222
730    0.060  1.0000000  5.882353 0.049800 0.3529412
731    0.060  0.8571429  5.194805 0.048450 0.3428571
732    0.085  1.0000000  3.846154 0.062900 0.3269231
733    0.085  0.8947368  5.263158 0.068850 0.4722222
734    0.085  0.9444444  5.723906 0.070150 0.5000000
735    0.080  0.8000000  1.600000 0.030000 0.1538462
736    0.080  0.9411765  2.509804 0.048125 0.2105263
737    0.080  0.8888889  5.228758 0.064700 0.4444444
738    0.080  0.9411765  5.704100 0.065975 0.4705882
739    0.090  0.9000000  3.461538 0.064000 0.3333333
740    0.090  0.9000000  5.142857 0.072500 0.4864865
741    0.090  0.8181818  4.958678 0.071850 0.4864865
742    0.060  0.8571429  3.296703 0.041800 0.2222222
743    0.060  1.0000000  5.714286 0.049500 0.3428571
744    0.060  0.8571429  5.194805 0.048450 0.3428571
745    0.085  1.0000000  3.846154 0.062900 0.3269231
746    0.085  0.8947368  5.112782 0.068375 0.4594595
747    0.085  0.8947368  5.422648 0.069325 0.4857143
748    0.080  0.8000000  1.600000 0.030000 0.1538462
749    0.080  0.9411765  2.509804 0.048125 0.2105263
750    0.080  0.8888889  5.079365 0.064250 0.4324324
751    0.080  0.8888889  5.387205 0.065150 0.4571429
752    0.090  0.9000000  1.800000 0.040000 0.1764706
753    0.090  0.9473684  2.526316 0.054375 0.2368421
754    0.090  1.0000000  3.846154 0.066600 0.3461538
755    0.100  0.9090909  3.496503 0.071400 0.3703704
756    0.100  0.9523810  5.442177 0.081625 0.5555556
757    0.100  0.9090909  5.347594 0.081300 0.5555556
758    0.070  0.8750000  3.365385 0.049200 0.2592593
759    0.070  1.0000000  5.714286 0.057750 0.4000000
760    0.070  1.0000000  5.882353 0.058100 0.4117647
761    0.085  1.0000000  3.846154 0.062900 0.3269231
762    0.085  0.9444444  5.396825 0.069250 0.4722222
763    0.085  0.8947368  5.263158 0.068850 0.4722222
764    0.080  0.9411765  2.509804 0.048125 0.2105263
765    0.080  0.9411765  5.378151 0.065125 0.4444444
766    0.080  0.8888889  5.228758 0.064700 0.4444444
767    0.085  0.8095238  1.619048 0.032500 0.1634615
768    0.085  0.9444444  2.518519 0.051250 0.2236842
769    0.085  1.0000000  3.846154 0.062900 0.3269231
770    0.090  0.8181818  1.636364 0.035000 0.1730769
771    0.090  0.9473684  2.526316 0.054375 0.2368421
772    0.090  1.0000000  3.846154 0.066600 0.3461538
773    0.135  0.9000000  2.535211 0.081750 0.3648649
774    0.135  1.0000000  2.857143 0.087750 0.3857143
775    0.135  0.9642857  3.061224 0.090900 0.4218750
776    0.140  0.9333333  2.557078 0.085250 0.3733333
777    0.140  1.0000000  2.857143 0.091000 0.4000000
778    0.140  0.9333333  2.962963 0.092750 0.4307692
779    0.140  0.9333333  2.196078 0.076250 0.3218391
780    0.140  1.0000000  2.857143 0.091000 0.4000000
781    0.140  0.8750000  2.777778 0.089600 0.4179104
782    0.070  1.0000000  2.857143 0.045500 0.2000000
783    0.070  0.9333333  2.962963 0.046375 0.2187500
784    0.080  1.0000000  2.857143 0.052000 0.2285714
785    0.080  0.8000000  2.539683 0.048500 0.2388060
786    0.125  0.9259259  2.536783 0.075725 0.3333333
787    0.125  0.8928571  2.515091 0.075300 0.3378378
788    0.125  0.8333333  2.645503 0.077750 0.3676471
789    0.135  1.0000000  2.352941 0.077625 0.3176471
790    0.135  0.9642857  2.716298 0.085300 0.3750000
791    0.135  0.8437500  2.678571 0.084600 0.3970588
792    0.060  0.8571429  2.414487 0.035150 0.1643836
793    0.060  1.0000000  3.174603 0.041100 0.1904762
794    0.075  0.9375000  2.640845 0.046600 0.2083333
795    0.130  0.9285714  2.184874 0.070500 0.2988506
796    0.130  0.9285714  2.544031 0.078900 0.3466667
797    0.130  0.8387097  2.662570 0.081175 0.3823529
798    0.070  1.0000000  2.739726 0.044450 0.1917808
799    0.070  0.9333333  2.962963 0.046375 0.2187500
800    0.070  0.8750000  2.397260 0.040800 0.1866667
801    0.060  0.8571429  2.016807 0.030250 0.1379310
802    0.060  1.0000000  3.174603 0.041100 0.1904762
803    0.080  1.0000000  2.352941 0.046000 0.1882353
804    0.060  1.0000000  2.531646 0.036300 0.1518987
805    0.060  1.0000000  2.739726 0.038100 0.1643836
806    0.060  0.9230769  2.675585 0.037575 0.1714286
807    0.130  0.9285714  2.544031 0.078900 0.3466667
808    0.130  0.8666667  2.441315 0.076750 0.3466667
809    0.130  0.8666667  2.476190 0.077500 0.3513514
810    0.140  1.0000000  2.352941 0.080500 0.3294118
811    0.140  0.8750000  2.464789 0.083200 0.3733333
812    0.140  0.8750000  2.500000 0.084000 0.3783784
813    0.060  0.8000000  2.253521 0.033375 0.1621622
814    0.060  1.0000000  2.857143 0.039000 0.1714286
815    0.080  0.8000000  2.253521 0.044500 0.2133333
816    0.080  0.8000000  2.285714 0.045000 0.2162162
817    0.135  0.9000000  2.117647 0.071250 0.3068182
818    0.135  0.8437500  2.311644 0.076600 0.3461538
819    0.135  0.8709677  2.488479 0.080750 0.3648649
820    0.075  1.0000000  2.739726 0.047625 0.2054795
821    0.075  1.0000000  2.857143 0.048750 0.2142857
822    0.060  0.8000000  1.882353 0.028125 0.1363636
823    0.060  1.0000000  2.857143 0.039000 0.1714286
824    0.100  1.0000000  2.352941 0.057500 0.2352941
825    0.100  0.8333333  2.380952 0.058000 0.2702703
826    0.150  1.0000000  2.352941 0.086250 0.3529412
827    0.150  0.9375000  2.568493 0.091600 0.4000000
828    0.150  0.9677419  2.726034 0.094975 0.4166667
829    0.060  1.0000000  2.739726 0.038100 0.1643836
830    0.060  0.8000000  2.253521 0.033375 0.1621622
831    0.090  0.9000000  2.465753 0.053500 0.2400000
832    0.090  0.9473684  2.668643 0.056275 0.2500000
833    0.060  1.0000000  2.352941 0.034500 0.1411765
834    0.060  1.0000000  2.816901 0.038700 0.1690141
835    0.100  1.0000000  2.352941 0.057500 0.2352941
836    0.100  0.8333333  2.347418 0.057400 0.2666667
837    0.060  0.8000000  1.882353 0.028125 0.1363636
838    0.060  1.0000000  2.739726 0.038100 0.1643836
839    0.095  1.0000000  2.352941 0.054625 0.2235294
840    0.050  0.8333333  2.109705 0.026300 0.1234568
841    0.050  1.0000000  2.739726 0.031750 0.1369863
842    0.060  1.0000000  2.000000 0.030000 0.1200000
843    0.060  1.0000000  2.666667 0.037500 0.1600000
844    0.060  1.0000000  2.739726 0.038100 0.1643836
845    0.050  0.8333333  2.109705 0.026300 0.1234568
846    0.050  1.0000000  2.739726 0.031750 0.1369863
847    0.050  1.0000000  2.000000 0.025000 0.1000000
848    0.050  0.8333333  2.109705 0.026300 0.1234568
849    0.050  1.0000000  2.666667 0.031250 0.1333333
850    0.090  0.9000000  2.465753 0.053500 0.2400000
851    0.090  1.0000000  2.898551 0.058950 0.2608696
852    0.165  1.0000000  2.531646 0.099825 0.4177215
853    0.165  0.9428571  2.583170 0.101125 0.4400000
854    0.165  0.9428571  2.732919 0.104625 0.4647887
855    0.165  1.0000000  2.469136 0.098175 0.4074074
856    0.165  0.9428571  2.583170 0.101125 0.4400000
857    0.165  0.9428571  2.732919 0.104625 0.4647887
858    0.075  1.0000000  2.739726 0.047625 0.2054795
859    0.075  0.8823529  2.557545 0.045675 0.2112676
860    0.055  0.8461538  2.318230 0.031275 0.1466667
861    0.055  1.0000000  2.898551 0.036025 0.1594203
862    0.110  1.0000000  2.739726 0.069850 0.3013699
863    0.110  0.9166667  2.657005 0.068600 0.3098592
864    0.100  1.0000000  2.531646 0.060500 0.2531646
865    0.100  0.9090909  2.635046 0.062050 0.2816901
866    0.100  1.0000000  2.469136 0.059500 0.2469136
867    0.100  0.8333333  2.415459 0.058600 0.2739726
868    0.065  1.0000000  2.666667 0.040625 0.1733333
869    0.175  1.0000000  2.469136 0.104125 0.4320988
870    0.175  1.0000000  2.531646 0.105875 0.4430380
871    0.175  0.8750000  2.536232 0.106000 0.4729730
872    0.075  1.0000000  2.531646 0.045375 0.1898734
873    0.075  0.8333333  2.415459 0.043950 0.2083333
874    0.065  1.0000000  2.531646 0.039325 0.1645570
875    0.065  0.8125000  2.355072 0.037400 0.1805556
876    0.110  1.0000000  2.531646 0.066550 0.2784810
877    0.110  0.9166667  2.657005 0.068600 0.3098592
878    0.075  1.0000000  2.469136 0.044625 0.1851852
879    0.075  0.8333333  2.415459 0.043950 0.2083333
880    0.075  0.8823529  3.676471 0.054600 0.3000000
881    0.065  1.0000000  2.469136 0.038675 0.1604938
882    0.110  1.0000000  2.469136 0.065450 0.2716049
883    0.110  0.9166667  2.657005 0.068600 0.3098592
884    0.075  1.0000000  2.000000 0.037500 0.1500000
885    0.075  0.8823529  2.557545 0.045675 0.2112676
886    0.090  1.0000000  2.531646 0.054450 0.2278481
887    0.090  0.8181818  2.241594 0.049850 0.2337662
888    0.090  1.0000000  2.469136 0.053550 0.2222222
889    0.055  1.0000000  2.666667 0.034375 0.1466667
890    0.175  1.0000000  2.469136 0.104125 0.4320988
891    0.175  1.0000000  2.531646 0.105875 0.4430380
892    0.175  0.8750000  2.397260 0.102000 0.4487179
893    0.085  1.0000000  2.531646 0.051425 0.2151899
894    0.085  0.9444444  2.587519 0.052150 0.2297297
895    0.055  1.0000000  2.531646 0.033275 0.1392405
896    0.120  1.0000000  2.531646 0.072600 0.3037975
897    0.120  1.0000000  2.739726 0.076200 0.3287671
898    0.085  1.0000000  2.469136 0.050575 0.2098765
899    0.085  0.9444444  2.587519 0.052150 0.2297297
900    0.085  0.8500000  3.541667 0.061000 0.3333333
901    0.055  1.0000000  2.469136 0.032725 0.1358025
902    0.120  1.0000000  2.469136 0.071400 0.2962963
903    0.120  1.0000000  2.739726 0.076200 0.3287671
904    0.085  1.0000000  2.000000 0.042500 0.1700000
905    0.085  1.0000000  2.739726 0.053975 0.2328767
906    0.110  1.0000000  2.469136 0.065450 0.2716049
907    0.110  0.9166667  2.320675 0.062600 0.2716049
908    0.075  0.8823529  2.233805 0.041425 0.1851852
909    0.075  0.9375000  2.500000 0.045000 0.1973684
910    0.085  1.0000000  2.469136 0.050575 0.2098765
911    0.085  0.9444444  2.518519 0.051250 0.2236842
912    0.090  1.0000000  2.469136 0.053550 0.2222222
913    0.090  1.0000000  2.531646 0.054450 0.2278481
914    0.080  1.0000000  2.469136 0.047600 0.1975309
915    0.080  0.8888889  2.250352 0.044450 0.1975309
916    0.120  1.0000000  2.469136 0.071400 0.2962963
917    0.120  1.0000000  2.531646 0.072600 0.3037975
918    0.085  0.9444444  1.888889 0.040000 0.1683168
919    0.085  1.0000000  2.531646 0.051425 0.2151899
920    0.085  0.9444444  1.888889 0.040000 0.1683168
921    0.085  1.0000000  2.469136 0.050575 0.2098765
922    0.120  0.9230769  2.600217 0.073850 0.3287671
923    0.120  0.9600000  2.742857 0.076250 0.3380282
924    0.120  0.9600000  3.047619 0.080625 0.3750000
925    0.110  0.8461538  2.318230 0.062550 0.2857143
926    0.110  0.9565217  2.732919 0.069750 0.3098592
927    0.110  0.9565217  3.036577 0.073775 0.3437500
928    0.105  0.8076923  1.900452 0.049750 0.2333333
929    0.105  1.0000000  2.857143 0.068250 0.3000000
930    0.105  0.9545455  3.030303 0.070350 0.3281250
931    0.050  1.0000000  2.857143 0.032500 0.1428571
932    0.080  0.9411765  2.689076 0.050250 0.2253521
933    0.080  1.0000000  3.174603 0.054800 0.2539683
934    0.115  0.9200000  2.520548 0.069375 0.3066667
935    0.115  1.0000000  2.816901 0.074175 0.3239437
936    0.115  0.9583333  3.042328 0.077200 0.3593750
937    0.105  0.8400000  1.976471 0.051875 0.2359551
938    0.105  1.0000000  2.816901 0.067725 0.2957746
939    0.105  0.9545455  3.030303 0.070350 0.3281250
940    0.050  1.0000000  2.816901 0.032250 0.1408451
941    0.050  0.8333333  2.645503 0.031100 0.1538462
942    0.075  0.8823529  2.485501 0.044825 0.2054795
943    0.075  0.9375000  2.976190 0.049800 0.2343750
944    0.100  0.8695652  2.046036 0.051125 0.2272727
945    0.100  0.9523810  2.609263 0.061675 0.2702703
946    0.100  1.0000000  3.174603 0.068500 0.3174603
947    0.070  0.8235294  2.256245 0.038975 0.1842105
948    0.070  0.9333333  2.962963 0.046375 0.2187500
949    0.050  1.0000000  2.352941 0.028750 0.1176471
950    0.050  0.9090909  2.886003 0.032675 0.1562500
951    0.055  1.0000000  3.174603 0.037675 0.1746032
952    0.110  0.8800000  2.410959 0.064375 0.2894737
953    0.110  0.9565217  2.694427 0.069175 0.3055556
954    0.110  0.9166667  2.619048 0.068000 0.3055556
955    0.110  0.8800000  2.070588 0.056875 0.2500000
956    0.110  1.0000000  2.816901 0.070950 0.3098592
957    0.110  1.0000000  2.857143 0.071500 0.3142857
958    0.055  0.8461538  2.383532 0.031925 0.1506849
959    0.055  0.9166667  2.619048 0.034000 0.1549296
960    0.070  0.8750000  2.464789 0.041600 0.1917808
961    0.070  0.8750000  2.500000 0.042000 0.1944444
962    0.100  0.8695652  2.046036 0.051125 0.2272727
963    0.100  0.9090909  2.490660 0.059850 0.2666667
964    0.100  1.0000000  2.857143 0.065000 0.2857143
965    0.050  1.0000000  2.857143 0.032500 0.1428571
966    0.065  0.8125000  2.226027 0.035800 0.1710526
967    0.065  0.8666667  2.476190 0.038750 0.1805556
968    0.055  0.8461538  1.990950 0.027375 0.1264368
969    0.055  1.0000000  2.857143 0.035750 0.1571429
970    0.055  1.0000000  2.857143 0.035750 0.1571429
971    0.100  0.8333333  1.960784 0.049000 0.2247191
972    0.100  0.9090909  2.490660 0.059850 0.2666667
973    0.100  1.0000000  2.816901 0.064500 0.2816901
974    0.075  0.9375000  2.568493 0.045800 0.2027027
975    0.075  1.0000000  2.816901 0.048375 0.2112676
976    0.055  0.9166667  2.156863 0.029500 0.1279070
977    0.055  1.0000000  2.816901 0.035475 0.1549296
978    0.055  1.0000000  2.816901 0.035475 0.1549296
979    0.055  1.0000000  2.739726 0.034925 0.1506849
980    0.060  0.8000000  2.133333 0.031875 0.1538462
981    0.060  0.8000000  2.191781 0.032625 0.1578947
982    0.070  0.9333333  2.362869 0.040375 0.1750000
983    0.070  1.0000000  2.739726 0.044450 0.1917808
984    0.075  1.0000000  2.469136 0.044625 0.1851852
985    0.075  0.8823529  2.417405 0.043975 0.2000000
986    0.070  0.9333333  2.304527 0.039625 0.1707317
987    0.070  0.8235294  2.196078 0.038125 0.1794872
988    0.050  0.9090909  2.424242 0.029375 0.1315789
989    0.070  1.0000000  2.469136 0.041650 0.1728395
990    0.070  0.8235294  2.084885 0.036425 0.1707317
991    0.055  1.0000000  2.469136 0.032725 0.1358025
992    0.070  0.8750000  2.215190 0.038400 0.1728395
993    0.070  0.9333333  2.557078 0.042625 0.1891892
994    0.075  0.9375000  2.314815 0.042600 0.1829268
995    0.050  0.8333333  2.222222 0.027500 0.1298701
