     support confidence     lift leverage   jaccard
437    0.105  0.9545455 8.300395 0.092350 0.8750000
438    0.105  1.0000000 8.695652 0.092925 0.9130435
439    0.065  1.0000000 8.000000 0.056875 0.5200000
440    0.065  0.9285714 8.074534 0.056950 0.5416667
441    0.065  1.0000000 8.695652 0.057525 0.5652174
442    0.110  1.0000000 3.846154 0.081400 0.4230769
443    0.110  1.0000000 7.142857 0.094600 0.7857143
444    0.110  1.0000000 8.695652 0.097350 0.9565217
445    0.110  0.9565217 8.317580 0.096775 0.9166667
446    0.065  1.0000000 7.142857 0.055900 0.4642857
447    0.065  1.0000000 8.695652 0.057525 0.5652174
448    0.065  1.0000000 8.695652 0.057525 0.5652174
449    0.065  1.0000000 3.846154 0.048100 0.2500000
450    0.065  0.9285714 8.074534 0.056950 0.5416667
451    0.065  1.0000000 8.695652 0.057525 0.5652174
452    0.105  1.0000000 3.846154 0.077700 0.4038462
453    0.105  0.9545455 6.818182 0.089600 0.7241379
454    0.105  0.9545455 7.636364 0.091250 0.8076923
455    0.065  0.9285714 6.632653 0.055200 0.4482759
456    0.065  1.0000000 8.000000 0.056875 0.5200000
457    0.065  1.0000000 8.695652 0.057525 0.5652174
458    0.070  1.0000000 3.846154 0.051800 0.2692308
459    0.070  1.0000000 8.000000 0.061250 0.5600000
460    0.070  1.0000000 8.695652 0.061950 0.6086957
461    0.065  1.0000000 3.846154 0.048100 0.2500000
462    0.065  0.9285714 6.632653 0.055200 0.4482759
463    0.065  1.0000000 8.695652 0.057525 0.5652174
464    0.105  1.0000000 3.846154 0.077700 0.4038462
465    0.105  1.0000000 7.142857 0.090300 0.7500000
466    0.105  0.9130435 7.304348 0.090625 0.7777778
467    0.065  1.0000000 7.142857 0.055900 0.4642857
468    0.065  1.0000000 8.000000 0.056875 0.5200000
469    0.065  1.0000000 8.695652 0.057525 0.5652174
470    0.065  1.0000000 3.846154 0.048100 0.2500000
471    0.065  1.0000000 8.000000 0.056875 0.5200000
472    0.065  0.9285714 8.074534 0.056950 0.5416667
473    0.065  1.0000000 3.846154 0.048100 0.2500000
474    0.065  1.0000000 7.142857 0.055900 0.4642857
475    0.065  1.0000000 8.695652 0.057525 0.5652174
476    0.050  1.0000000 3.846154 0.037000 0.1923077
477    0.050  1.0000000 7.142857 0.043000 0.3571429
478    0.065  1.0000000 3.846154 0.048100 0.2500000
479    0.065  0.9285714 6.632653 0.055200 0.4482759
480    0.065  1.0000000 8.000000 0.056875 0.5200000
481    0.055  1.0000000 3.846154 0.040700 0.2115385
482    0.055  1.0000000 7.142857 0.047300 0.3928571
483    0.120  1.0000000 5.714286 0.099000 0.6857143
484    0.120  0.9600000 5.647059 0.098750 0.6857143
485    0.120  0.9600000 5.818182 0.099375 0.7058824
486    0.120  1.0000000 3.846154 0.088800 0.4615385
487    0.120  0.9600000 5.647059 0.098750 0.6857143
488    0.120  0.9600000 5.818182 0.099375 0.7058824
489    0.070  0.9333333 5.490196 0.057250 0.4000000
490    0.070  0.9333333 5.656566 0.057625 0.4117647
491    0.050  1.0000000 5.882353 0.041500 0.2941176
492    0.050  1.0000000 6.060606 0.041750 0.3030303
493    0.070  0.9333333 5.490196 0.057250 0.4000000
494    0.070  0.9333333 5.656566 0.057625 0.4117647
495    0.125  1.0000000 3.846154 0.092500 0.4807692
496    0.125  1.0000000 5.714286 0.103125 0.7142857
