
Dunn Index
              comp         ave        cent
sin   0.0008122689 0.002341684 0.003049821
comp  0.4759624611 1.372148721 1.787093170
ave   0.2865563136 0.826111115 1.075931134
cent  0.2865563136 0.826111115 1.075931134
aveto 0.2865563136 0.826111115 1.075931134
haus  0.1812794037 0.522609076 0.680648603

Davies Index
             comp         ave        cent
sin   581.3000608 174.8882096 130.6888396
comp    0.9973291   0.3231669   0.2424556
ave     2.0956176   0.6549306   0.4892673
cent    2.0956176   0.6549306   0.4892673
aveto   2.0956176   0.6549306   0.4892673
haus    2.2523799   0.6993541   0.5243073

Silhouette Coefficient
[1] 0.6849004
