
Dunn Index
             comp         ave        cent
sin   0.002547188 0.007500017 0.009892755
comp  1.578075797 4.646534595 6.128923231
ave   1.015967255 2.991445028 3.945808763
cent  1.015967255 2.991445028 3.945808763
aveto 1.015967255 2.991445028 3.945808763
haus  1.002547188 2.951930573 3.893687972

Davies Index
             comp         ave        cent
sin   618.5365228 169.4622852 128.8145163
comp    0.9983859   0.2735307   0.2079208
ave     1.5507671   0.4248683   0.3229580
cent    1.5507671   0.4248683   0.3229580
aveto   1.5507671   0.4248683   0.3229580
haus    1.5715256   0.4305555   0.3272811

Silhouette Coefficient
[1] 0.8529827
