
Dunn Index
             comp         ave        cent
sin   0.001811717 0.005178858 0.006737975
comp  0.376564049 1.076421829 1.400483196
ave   0.213800998 0.611157813 0.795149471
cent  0.213800998 0.611157813 0.795149471
aveto 0.213800998 0.611157813 0.795149471
haus  0.159281549 0.455312017 0.592385635

Davies Index
             comp        ave       cent
sin   206.1683446 61.2845067 45.8787545
comp    0.9922535  0.3309606  0.2498202
ave     2.1454255  0.6623847  0.4951434
cent    2.1454255  0.6623847  0.4951434
aveto   2.1454255  0.6623847  0.4951434
haus    2.0410095  0.6712580  0.5059207

Silhouette Coefficient
[1] 0.6697043
