    support confidence     lift     leverage   jaccard
1 0.9695829  0.9695829 1.000000 1.110223e-16 0.9695829
2 0.9797491  0.9797491 1.000000 1.110223e-16 0.9797491
3 0.9500380  0.9798420 1.000095 9.013648e-05 0.9507093
4 0.9500380  0.9696749 1.000095 9.013648e-05 0.9507093
