    support confidence     lift leverage   jaccard
192   0.235  1.0000000 1.801802 0.104575 0.4234234
193   0.235  0.8545455 1.675579 0.094750 0.4272727
194   0.245  1.0000000 1.801802 0.109025 0.4414414
195   0.245  1.0000000 1.886792 0.115150 0.4622642
196   0.245  0.8596491 1.621979 0.093950 0.4298246
197   0.235  0.9591837 1.653765 0.092900 0.3983051
198   0.235  1.0000000 1.886792 0.110450 0.4433962
199   0.235  0.9038462 1.705370 0.097200 0.4234234
200   0.235  0.9591837 1.653765 0.092900 0.3983051
201   0.235  1.0000000 1.801802 0.104575 0.4234234
202   0.235  0.8545455 1.612350 0.089250 0.4122807
203   0.260  0.9122807 1.572898 0.094700 0.4297521
204   0.260  1.0000000 1.801802 0.115700 0.4684685
205   0.260  0.9454545 1.783877 0.114250 0.4770642
206   0.215  0.8958333 1.690252 0.087800 0.3873874
207   0.215  0.9772727 1.843911 0.098400 0.4018692
208   0.215  0.9148936 1.793909 0.095150 0.4056604
209   0.215  0.8958333 1.614114 0.081800 0.3706897
210   0.215  0.9772727 1.843911 0.098400 0.4018692
211   0.215  0.9148936 1.793909 0.095150 0.4056604
212   0.215  0.9772727 1.760852 0.092900 0.3839286
213   0.215  0.9772727 1.843911 0.098400 0.4018692
214   0.215  0.8775510 1.720688 0.090050 0.3981481
215   0.230  0.9787234 1.763466 0.099575 0.4107143
216   0.230  0.9787234 1.846648 0.105450 0.4299065
217   0.230  0.9387755 1.771275 0.100150 0.4220183
218   0.225  0.9782609 1.845775 0.103100 0.4205607
219   0.225  0.8823529 1.664817 0.089850 0.4017857
220   0.225  0.9375000 1.838235 0.102600 0.4285714
221   0.220  0.9565217 1.723463 0.092350 0.3893805
222   0.220  0.8800000 1.660377 0.087500 0.3928571
223   0.220  0.9361702 1.835628 0.100150 0.4190476
224   0.225  0.9782609 1.686657 0.091600 0.3846154
225   0.225  0.9375000 1.768868 0.097800 0.4128440
226   0.225  0.9375000 1.838235 0.102600 0.4285714
227   0.250  0.9803922 1.766472 0.108475 0.4464286
228   0.250  1.0000000 1.886792 0.117500 0.4716981
229   0.250  0.9090909 1.782531 0.109750 0.4672897
230   0.235  0.9215686 1.588911 0.087100 0.3916667
231   0.235  0.9791667 1.847484 0.107800 0.4392523
232   0.235  0.9038462 1.772247 0.102400 0.4392523
233   0.230  0.9200000 1.586207 0.085000 0.3833333
234   0.230  0.9583333 1.726727 0.096800 0.4070796
235   0.230  0.8846154 1.734540 0.097400 0.4259259
236   0.235  0.9791667 1.764264 0.101800 0.4196429
237   0.235  1.0000000 1.886792 0.110450 0.4433962
238   0.235  0.8545455 1.612350 0.089250 0.4122807
239   0.235  0.9791667 1.688218 0.095800 0.4017094
240   0.235  0.9791667 1.847484 0.107800 0.4392523
241   0.235  0.9038462 1.705370 0.097200 0.4234234
242   0.230  0.9787234 1.687454 0.093700 0.3931624
243   0.230  0.9583333 1.726727 0.096800 0.4070796
244   0.230  0.8846154 1.669086 0.092200 0.4107143
245   0.255  0.9272727 1.598746 0.095500 0.4250000
246   0.255  0.9807692 1.767152 0.110700 0.4553571
247   0.255  0.9807692 1.850508 0.117200 0.4766355
248   0.430  0.9772727 1.760852 0.185800 0.7610619
249   0.430  0.9885057 1.865105 0.199450 0.8037383
250   0.430  0.9247312 1.744776 0.183550 0.7610619
251   0.430  0.9247312 1.813198 0.192850 0.7889908
252   0.375  0.8522727 1.469436 0.119800 0.5813953
253   0.375  0.9259259 1.747030 0.160350 0.6696429
254   0.375  0.9615385 1.814224 0.168300 0.6880734
255   0.375  0.9615385 1.885370 0.176100 0.7142857
256   0.375  0.8620690 1.486326 0.122700 0.5859375
257   0.375  0.9259259 1.668335 0.150225 0.6410256
258   0.375  0.9615385 1.814224 0.168300 0.6880734
259   0.375  0.9615385 1.885370 0.176100 0.7142857
260   0.385  0.8279570 1.427512 0.115300 0.5833333
261   0.385  0.9871795 1.778702 0.168550 0.6875000
262   0.385  0.9871795 1.862603 0.178300 0.7196262
263   0.385  0.9277108 1.819041 0.173350 0.7129630
264   0.385  0.8279570 1.427512 0.115300 0.5833333
265   0.385  0.9871795 1.778702 0.168550 0.6875000
266   0.385  0.9871795 1.862603 0.178300 0.7196262
267   0.385  0.9277108 1.750398 0.165050 0.6875000
268   0.200  0.9523810 2.801120 0.128600 0.5714286
269   0.200  0.9523810 3.341688 0.140150 0.6779661
270   0.200  1.0000000 3.571429 0.144000 0.7142857
271   0.200  0.9756098 3.752345 0.146700 0.7547170
272   0.200  0.9302326 3.796868 0.147325 0.7692308
273   0.225  1.0000000 1.801802 0.100125 0.4054054
274   0.225  1.0000000 1.886792 0.105750 0.4245283
275   0.225  0.8823529 1.664817 0.089850 0.4017857
276   0.225  0.9183673 1.800720 0.100050 0.4245283
277   0.220  0.9777778 1.685824 0.089500 0.3760684
278   0.220  1.0000000 1.886792 0.103400 0.4150943
279   0.220  0.9361702 1.766359 0.095450 0.4036697
280   0.220  0.9361702 1.835628 0.100150 0.4190476
281   0.220  0.9777778 1.685824 0.089500 0.3760684
282   0.220  1.0000000 1.801802 0.097900 0.3963964
283   0.220  0.9361702 1.766359 0.095450 0.4036697
284   0.220  0.9361702 1.835628 0.100150 0.4190476
285   0.235  0.9215686 1.588911 0.087100 0.3916667
286   0.235  1.0000000 1.801802 0.104575 0.4234234
287   0.235  1.0000000 1.886792 0.110450 0.4433962
288   0.235  0.9038462 1.772247 0.102400 0.4392523
289   0.235  0.9591837 1.653765 0.092900 0.3983051
290   0.235  1.0000000 1.801802 0.104575 0.4234234
291   0.235  1.0000000 1.886792 0.110450 0.4433962
292   0.235  0.9038462 1.705370 0.097200 0.4234234
293   0.210  0.9767442 1.759899 0.090675 0.3750000
294   0.210  0.9767442 1.842914 0.096050 0.3925234
295   0.210  0.9767442 1.842914 0.096050 0.3925234
296   0.210  0.9130435 1.790281 0.092700 0.3962264
297   0.220  0.9777778 1.761762 0.095125 0.3928571
298   0.220  1.0000000 1.886792 0.103400 0.4150943
299   0.220  0.8800000 1.660377 0.087500 0.3928571
300   0.220  0.9361702 1.835628 0.100150 0.4190476
301   0.220  0.9777778 1.685824 0.089500 0.3760684
302   0.220  0.9777778 1.844864 0.100750 0.4112150
303   0.220  0.9361702 1.766359 0.095450 0.4036697
304   0.220  0.9361702 1.835628 0.100150 0.4190476
305   0.215  0.9772727 1.684953 0.087400 0.3675214
306   0.215  0.9555556 1.721722 0.090125 0.3805310
307   0.215  0.9347826 1.763741 0.093100 0.3944954
308   0.215  0.9347826 1.832907 0.097700 0.4095238
309   0.230  0.9200000 1.586207 0.085000 0.3833333
310   0.230  0.9787234 1.763466 0.099575 0.4107143
311   0.230  1.0000000 1.886792 0.108100 0.4339623
312   0.230  0.9019608 1.768551 0.099950 0.4299065
313   0.230  0.9787234 1.687454 0.093700 0.3931624
314   0.230  0.9787234 1.763466 0.099575 0.4107143
315   0.230  1.0000000 1.886792 0.108100 0.4339623
316   0.230  0.9019608 1.701813 0.094850 0.4144144
317   0.370  0.8604651 1.483561 0.120600 0.5781250
318   0.370  0.9866667 1.777778 0.161875 0.6607143
319   0.370  0.9866667 1.861635 0.171250 0.6915888
320   0.370  0.9610390 1.813281 0.165950 0.6788991
321   0.370  0.9610390 1.884390 0.173650 0.7047619
322   0.220  0.9777778 1.685824 0.089500 0.3760684
323   0.220  1.0000000 1.801802 0.097900 0.3963964
324   0.220  1.0000000 1.886792 0.103400 0.4150943
325   0.220  0.9361702 1.766359 0.095450 0.4036697
326   0.220  0.9361702 1.835628 0.100150 0.4190476
327   0.215  0.9772727 1.684953 0.087400 0.3675214
328   0.215  0.9772727 1.760852 0.092900 0.3839286
329   0.215  1.0000000 1.886792 0.101050 0.4056604
330   0.215  0.9347826 1.763741 0.093100 0.3944954
331   0.215  0.9347826 1.832907 0.097700 0.4095238
