    support confidence     lift leverage   jaccard
1     0.200  0.8695652 3.281378 0.139050 0.6779661
2     0.200  0.8695652 2.557545 0.121800 0.5405405
3     0.220  0.8979592 3.453689 0.156300 0.7719298
4     0.245  1.0000000 3.571429 0.176400 0.8750000
5     0.245  0.8750000 3.571429 0.176400 0.8750000
6     0.215  0.8775510 3.079126 0.145175 0.6825397
7     0.235  0.9591837 2.821128 0.151700 0.6714286
8     0.250  0.9615385 3.434066 0.177200 0.8620690
9     0.250  0.8928571 3.434066 0.177200 0.8620690
10    0.250  0.9615385 3.373819 0.175900 0.8474576
11    0.250  0.8771930 3.373819 0.175900 0.8474576
12    0.225  0.8653846 2.545249 0.136600 0.6000000
13    0.250  0.9433962 2.774695 0.159900 0.7042254
14    0.245  0.8750000 3.070175 0.165200 0.7656250
15    0.245  0.8596491 3.070175 0.165200 0.7656250
16    0.255  0.9107143 2.678571 0.159800 0.6986301
17    0.285  0.8906250 1.680425 0.115400 0.5044248
18    0.300  0.9375000 1.689189 0.122400 0.5217391
19    0.285  0.8906250 1.535560 0.099400 0.4634146
20    0.470  0.9215686 1.738809 0.199700 0.8245614
21    0.470  0.8867925 1.738809 0.199700 0.8245614
22    0.475  0.9313725 1.757307 0.204700 0.8407080
23    0.475  0.8962264 1.757307 0.204700 0.8407080
24    0.470  0.9215686 1.660484 0.186950 0.7899160
25    0.475  0.8962264 1.690993 0.194100 0.8119658
26    0.475  0.8962264 1.690993 0.194100 0.8119658
27    0.470  0.8867925 1.597824 0.175850 0.7642276
28    0.520  0.9811321 1.767806 0.225850 0.9203540
29    0.520  0.9369369 1.767806 0.225850 0.9203540
30    0.220  1.0000000 3.571429 0.158400 0.7857143
31    0.220  0.8979592 3.453689 0.156300 0.7719298
32    0.220  0.8800000 3.591837 0.158750 0.8000000
33    0.210  0.9545455 3.349282 0.147300 0.7118644
34    0.210  0.9767442 3.756708 0.154100 0.7924528
35    0.210  0.9545455 2.807487 0.135200 0.6000000
36    0.210  0.8936170 3.436989 0.148900 0.7368421
37    0.210  0.9333333 3.809524 0.154875 0.8076923
38    0.215  0.8775510 3.079126 0.145175 0.6825397
39    0.215  1.0000000 3.571429 0.154800 0.7678571
40    0.215  0.8775510 3.581841 0.154975 0.7818182
41    0.235  0.9591837 2.821128 0.151700 0.6714286
42    0.235  1.0000000 3.571429 0.169200 0.8392857
43    0.235  0.9215686 3.761505 0.172525 0.8867925
44    0.205  0.9534884 2.804378 0.131900 0.5857143
45    0.205  0.8723404 3.060844 0.138025 0.6507937
46    0.205  0.9318182 3.803340 0.151100 0.7884615
47    0.240  0.9600000 3.368421 0.168750 0.8135593
48    0.240  0.9600000 3.428571 0.170000 0.8275862
49    0.240  0.9795918 3.767661 0.176300 0.9056604
50    0.225  0.9000000 2.647059 0.140000 0.6164384
51    0.225  1.0000000 3.571429 0.162000 0.8035714
52    0.225  0.8823529 3.393665 0.158700 0.7758621
53    0.215  0.8600000 2.529412 0.130000 0.5733333
54    0.215  0.9555556 3.352827 0.150875 0.7288136
55    0.215  0.9772727 3.758741 0.157800 0.8113208
56    0.220  0.8979592 2.641056 0.136700 0.6027397
57    0.220  0.8627451 3.027176 0.147325 0.6875000
58    0.220  1.0000000 3.571429 0.158400 0.7857143
59    0.225  0.8823529 1.664817 0.089850 0.4017857
60    0.225  0.9183673 1.800720 0.100050 0.4245283
61    0.255  1.0000000 1.886792 0.119850 0.4811321
62    0.255  0.8947368 1.754386 0.109650 0.4722222
63    0.255  1.0000000 1.801802 0.113475 0.4594595
64    0.255  0.8500000 1.666667 0.102000 0.4594595
65    0.235  0.9215686 1.588911 0.087100 0.3916667
66    0.245  1.0000000 1.886792 0.115150 0.4622642
67    0.245  0.8596491 1.621979 0.093950 0.4298246
68    0.245  1.0000000 1.801802 0.109025 0.4414414
69    0.235  0.9591837 1.653765 0.092900 0.3983051
70    0.285  1.0000000 1.801802 0.126825 0.5135135
71    0.285  0.9500000 1.792453 0.126000 0.5229358
72    0.260  0.9122807 1.572898 0.094700 0.4297521
73    0.260  0.9122807 1.721284 0.108950 0.4684685
74    0.275  0.9166667 1.580460 0.101000 0.4545455
75    0.275  0.9649123 1.738581 0.116825 0.4867257
76    0.240  0.9600000 1.811321 0.107500 0.4444444
77    0.240  0.8888889 1.742919 0.102300 0.4444444
78    0.220  0.8800000 1.660377 0.087500 0.3928571
79    0.220  0.8800000 1.725490 0.092500 0.4074074
80    0.220  0.8800000 1.585586 0.081250 0.3760684
81    0.235  0.8703704 1.642208 0.091900 0.4159292
82    0.235  0.9400000 1.773585 0.102500 0.4311927
83    0.235  0.8703704 1.568235 0.085150 0.3983051
84    0.235  0.8545455 1.612350 0.089250 0.4122807
85    0.245  0.9800000 1.765766 0.106250 0.4375000
86    0.245  0.8909091 1.680961 0.099250 0.4375000
87    0.230  0.8846154 1.669086 0.092200 0.4107143
88    0.230  0.8846154 1.734540 0.097400 0.4259259
89    0.255  0.9807692 1.850508 0.117200 0.4766355
90    0.255  0.9107143 1.785714 0.112200 0.4766355
91    0.250  0.9615385 1.732502 0.105700 0.4424779
92    0.250  0.8928571 1.750700 0.107200 0.4629630
93    0.240  0.9230769 1.591512 0.089200 0.4000000
94    0.240  0.8571429 1.680672 0.097200 0.4363636
95    0.240  0.9230769 1.741655 0.102200 0.4363636
96    0.240  0.8571429 1.617251 0.091600 0.4210526
97    0.235  0.9038462 1.628552 0.090700 0.4051724
98    0.240  0.9230769 1.591512 0.089200 0.4000000
99    0.240  0.8571429 1.617251 0.091600 0.4210526
100   0.275  0.9821429 1.769627 0.119600 0.4910714
101   0.275  0.9821429 1.853100 0.126600 0.5140187
102   0.260  0.9285714 1.600985 0.097600 0.4333333
103   0.260  0.9285714 1.752022 0.111600 0.4727273
104   0.260  0.9285714 1.600985 0.097600 0.4333333
105   0.260  0.9285714 1.673102 0.104600 0.4521739
106   0.440  0.9361702 1.766359 0.190900 0.7857143
107   0.440  0.9263158 1.747766 0.188250 0.7787611
108   0.440  0.9263158 1.816305 0.197750 0.8073394
109   0.435  0.9255319 1.667625 0.174150 0.7372881
110   0.435  0.9255319 1.746287 0.185900 0.7699115
111   0.435  0.9255319 1.814768 0.195300 0.7981651
112   0.405  0.8617021 1.485693 0.132400 0.6279070
113   0.405  0.9529412 1.798002 0.179750 0.7363636
114   0.405  0.9642857 1.890756 0.190800 0.7714286
115   0.465  0.9789474 1.763869 0.201375 0.8230088
116   0.465  0.9893617 1.866720 0.215900 0.8691589
117   0.465  0.8942308 1.753394 0.199800 0.8230088
118   0.390  0.9176471 1.731410 0.164750 0.6902655
119   0.390  0.9285714 1.820728 0.175800 0.7222222
120   0.390  0.9176471 1.653418 0.154125 0.6610169
121   0.390  0.8666667 1.699346 0.160500 0.6842105
122   0.465  0.9789474 1.763869 0.201375 0.8230088
123   0.465  0.9893617 1.866720 0.215900 0.8691589
124   0.465  0.8942308 1.687228 0.189400 0.7948718
125   0.390  0.9285714 1.752022 0.167400 0.6964286
126   0.390  0.9285714 1.752022 0.167400 0.6964286
127   0.390  0.9285714 1.673102 0.156900 0.6666667
128   0.390  0.8666667 1.635220 0.151500 0.6610169
129   0.415  0.9880952 1.780352 0.181900 0.7410714
130   0.415  0.9222222 1.740042 0.176500 0.7345133
131   0.210  0.9545455 3.349282 0.147300 0.7118644
132   0.210  1.0000000 3.571429 0.151200 0.7500000
133   0.210  0.9767442 3.756708 0.154100 0.7924528
134   0.210  0.8750000 3.571429 0.151200 0.7636364
135   0.210  0.9545455 2.807487 0.135200 0.6000000
136   0.210  1.0000000 3.571429 0.151200 0.7500000
137   0.210  0.8936170 3.436989 0.148900 0.7368421
138   0.210  0.9333333 3.809524 0.154875 0.8076923
139   0.200  0.9523810 2.801120 0.128600 0.5714286
140   0.200  0.9523810 3.341688 0.140150 0.6779661
141   0.200  0.9756098 3.752345 0.146700 0.7547170
142   0.200  0.9302326 3.796868 0.147325 0.7692308
143   0.205  0.9534884 2.804378 0.131900 0.5857143
144   0.205  0.8723404 3.060844 0.138025 0.6507937
145   0.205  1.0000000 3.571429 0.147600 0.7321429
146   0.205  0.9318182 3.803340 0.151100 0.7884615
147   0.215  0.8958333 2.634804 0.133400 0.5890411
148   0.215  0.9555556 3.352827 0.150875 0.7288136
149   0.215  1.0000000 3.571429 0.154800 0.7678571
150   0.215  0.9772727 3.758741 0.157800 0.8113208
151   0.225  1.0000000 1.886792 0.105750 0.4245283
152   0.225  0.8823529 1.664817 0.089850 0.4017857
153   0.225  0.9183673 1.800720 0.100050 0.4245283
154   0.225  1.0000000 1.801802 0.100125 0.4054054
155   0.225  0.8823529 1.664817 0.089850 0.4017857
