    support confidence     lift leverage    jaccard
461   0.100          1 3.571429 0.072000 0.35714286
462   0.135          1 1.886792 0.063450 0.25471698
463   0.135          1 1.886792 0.063450 0.25471698
464   0.135          1 1.801802 0.060075 0.24324324
465   0.135          1 1.886792 0.063450 0.25471698
466   0.130          1 1.886792 0.061100 0.24528302
467   0.130          1 1.960784 0.063700 0.25490196
468   0.135          1 1.801802 0.060075 0.24324324
469   0.135          1 1.886792 0.063450 0.25471698
470   0.130          1 1.886792 0.061100 0.24528302
471   0.130          1 1.801802 0.057850 0.23423423
472   0.140          1 1.801802 0.062300 0.25225225
473   0.140          1 1.886792 0.065800 0.26415094
474   0.130          1 1.886792 0.061100 0.24528302
475   0.130          1 1.801802 0.057850 0.23423423
476   0.135          1 1.801802 0.060075 0.24324324
477   0.090          1 1.886792 0.042300 0.16981132
478   0.090          1 1.801802 0.040050 0.16216216
479   0.090          1 1.724138 0.037800 0.15517241
480   0.120          1 1.801802 0.053400 0.21621622
481   0.120          1 1.886792 0.056400 0.22641509
482   0.105          1 1.886792 0.049350 0.19811321
483   0.105          1 1.801802 0.046725 0.18918919
484   0.105          1 1.801802 0.046725 0.18918919
485   0.105          1 1.886792 0.049350 0.19811321
486   0.105          1 1.724138 0.044100 0.18103448
487   0.105          1 1.886792 0.049350 0.19811321
488   0.105          1 1.724138 0.044100 0.18103448
489   0.105          1 1.801802 0.046725 0.18918919
490   0.125          1 1.801802 0.055625 0.22522523
491   0.225          1 1.801802 0.100125 0.40540541
492   0.225          1 1.886792 0.105750 0.42452830
493   0.220          1 1.886792 0.103400 0.41509434
494   0.220          1 1.801802 0.097900 0.39639640
495   0.235          1 1.801802 0.104575 0.42342342
496   0.235          1 1.886792 0.110450 0.44339623
497   0.235          1 1.801802 0.104575 0.42342342
498   0.235          1 1.886792 0.110450 0.44339623
499   0.065          1 1.886792 0.030550 0.12264151
500   0.065          1 1.886792 0.030550 0.12264151
501   0.075          1 1.886792 0.035250 0.14150943
502   0.065          1 1.886792 0.030550 0.12264151
503   0.065          1 1.960784 0.031850 0.12745098
504   0.060          1 1.886792 0.028200 0.11320755
505   0.060          1 1.960784 0.029400 0.11764706
506   0.070          1 1.724138 0.029400 0.12068966
507   0.070          1 1.886792 0.032900 0.13207547
508   0.070          1 1.960784 0.034300 0.13725490
509   0.060          1 1.886792 0.028200 0.11320755
510   0.065          1 1.724138 0.027300 0.11206897
511   0.060          1 1.724138 0.025200 0.10344828
512   0.060          1 1.886792 0.028200 0.11320755
513   0.065          1 1.724138 0.027300 0.11206897
514   0.060          1 1.724138 0.025200 0.10344828
515   0.065          1 1.724138 0.027300 0.11206897
516   0.065          1 1.886792 0.030550 0.12264151
517   0.120          1 1.886792 0.056400 0.22641509
518   0.075          1 1.886792 0.035250 0.14150943
519   0.075          1 1.960784 0.036750 0.14705882
520   0.070          1 1.886792 0.032900 0.13207547
521   0.070          1 1.960784 0.034300 0.13725490
522   0.070          1 1.886792 0.032900 0.13207547
523   0.070          1 1.886792 0.032900 0.13207547
524   0.070          1 1.886792 0.032900 0.13207547
525   0.070          1 1.886792 0.032900 0.13207547
526   0.070          1 1.960784 0.034300 0.13725490
527   0.070          1 1.801802 0.031150 0.12612613
528   0.070          1 1.886792 0.032900 0.13207547
529   0.070          1 1.960784 0.034300 0.13725490
530   0.065          1 1.886792 0.030550 0.12264151
531   0.065          1 1.960784 0.031850 0.12745098
532   0.070          1 1.801802 0.031150 0.12612613
533   0.070          1 1.886792 0.032900 0.13207547
534   0.070          1 1.960784 0.034300 0.13725490
535   0.065          1 1.886792 0.030550 0.12264151
536   0.065          1 1.960784 0.031850 0.12745098
537   0.065          1 1.801802 0.028925 0.11711712
538   0.065          1 1.960784 0.031850 0.12745098
539   0.070          1 1.801802 0.031150 0.12612613
540   0.070          1 1.886792 0.032900 0.13207547
541   0.070          1 1.886792 0.032900 0.13207547
542   0.065          1 1.886792 0.030550 0.12264151
543   0.065          1 1.886792 0.030550 0.12264151
544   0.065          1 1.801802 0.028925 0.11711712
545   0.065          1 1.886792 0.030550 0.12264151
546   0.065          1 1.801802 0.028925 0.11711712
547   0.065          1 1.886792 0.030550 0.12264151
548   0.085          1 1.801802 0.037825 0.15315315
549   0.085          1 1.886792 0.039950 0.16037736
550   0.085          1 1.960784 0.041650 0.16666667
551   0.080          1 1.886792 0.037600 0.15094340
552   0.080          1 1.960784 0.039200 0.15686275
553   0.085          1 1.886792 0.039950 0.16037736
554   0.085          1 1.960784 0.041650 0.16666667
555   0.080          1 1.801802 0.035600 0.14414414
556   0.080          1 1.960784 0.039200 0.15686275
557   0.080          1 1.801802 0.035600 0.14414414
558   0.080          1 1.886792 0.037600 0.15094340
559   0.155          1 1.886792 0.072850 0.29245283
560   0.155          1 1.960784 0.075950 0.30392157
561   0.160          1 1.886792 0.075200 0.30188679
562   0.160          1 1.960784 0.078400 0.31372549
563   0.155          1 1.801802 0.068975 0.27927928
564   0.155          1 1.801802 0.068975 0.27927928
565   0.220          1 1.886792 0.103400 0.41509434
566   0.230          1 1.886792 0.108100 0.43396226
567   0.230          1 1.886792 0.108100 0.43396226
568   0.120          1 3.571429 0.086400 0.42857143
569   0.120          1 3.846154 0.088800 0.46153846
570   0.120          1 4.081633 0.090600 0.48979592
571   0.095          1 3.571429 0.068400 0.33928571
572   0.095          1 3.846154 0.070300 0.36538462
573   0.095          1 4.081633 0.071725 0.38775510
574   0.095          1 6.451613 0.080275 0.61290323
575   0.100          1 3.571429 0.072000 0.35714286
576   0.100          1 3.846154 0.074000 0.38461538
577   0.100          1 4.081633 0.075500 0.40816327
578   0.100          1 6.451613 0.084500 0.64516129
579   0.090          1 3.846154 0.066600 0.34615385
