     support confidence     lift leverage    jaccard
1      0.140  0.9032258 3.169213 0.095825 0.46666667
2      0.170  0.9189189 4.836415 0.134850 0.82926829
3      0.170  0.9189189 4.594595 0.133000 0.79069767
4      0.180  0.9729730 4.230317 0.137450 0.76595745
5      0.170  0.9189189 3.467619 0.120975 0.60714286
6      0.175  0.9459459 2.782194 0.112100 0.50000000
7      0.190  1.0000000 5.000000 0.152000 0.95000000
8      0.190  0.9500000 5.000000 0.152000 0.95000000
9      0.185  0.9736842 4.233410 0.141300 0.78723404
10     0.175  0.9210526 3.475670 0.124650 0.62500000
11     0.180  0.9473684 2.786378 0.115400 0.51428571
12     0.185  0.9250000 4.021739 0.139000 0.75510204
13     0.180  0.9000000 3.396226 0.127000 0.63157895
14     0.190  0.9500000 2.794118 0.122000 0.54285714
15     0.245  1.0000000 3.571429 0.176400 0.87500000
16     0.235  0.9591837 2.821128 0.151700 0.67142857
17     0.250  0.9615385 3.434066 0.177200 0.86206897
18     0.250  0.9615385 3.373819 0.175900 0.84745763
19     0.250  0.9433962 2.774695 0.159900 0.70422535
20     0.255  0.9107143 2.678571 0.159800 0.69863014
21     0.300  0.9375000 1.689189 0.122400 0.52173913
22     0.470  0.9215686 1.738809 0.199700 0.82456140
23     0.475  0.9313725 1.757307 0.204700 0.84070796
24     0.470  0.9215686 1.660484 0.186950 0.78991597
25     0.520  0.9811321 1.767806 0.225850 0.92035398
26     0.520  0.9369369 1.767806 0.225850 0.92035398
27     0.135  1.0000000 3.846154 0.099900 0.51923077
28     0.135  1.0000000 4.081633 0.101925 0.55102041
29     0.135  1.0000000 3.571429 0.097200 0.48214286
30     0.135  1.0000000 4.081633 0.101925 0.55102041
31     0.125  0.9259259 3.248863 0.086525 0.42372881
32     0.130  0.9629630 2.832244 0.084100 0.37681159
33     0.130  0.9629630 3.930461 0.096925 0.52000000
34     0.105  1.0000000 6.451613 0.088725 0.67741935
35     0.135  1.0000000 3.571429 0.097200 0.48214286
36     0.135  1.0000000 3.846154 0.099900 0.51923077
37     0.125  0.9259259 3.248863 0.086525 0.42372881
38     0.130  0.9629630 2.832244 0.084100 0.37681159
39     0.130  0.9629630 3.703704 0.094900 0.49056604
40     0.105  0.9130435 5.890603 0.087175 0.63636364
41     0.125  0.9259259 3.248863 0.086525 0.42372881
